Protein IDs	Peptide counts (razor+unique)	Protein names	Gene names	Number of proteins	Razor + unique peptides	Unique sequence coverage [%]	Sequence lengths	Score	Intensity	MS/MS count	id	Best MS/MS
P07099	2	Epoxide hydrolase 1	EPHX1	1	2	8.4	455	11.566	1410100	2	226	1947
P07108	1	Acyl-CoA-binding protein	DBI	1	1	18.4	87	7.6898	7497400	2	227	5544
P07195	8;0;0	L-lactate dehydrogenase B chain	LDHB	3	8	28.4	334;332;332	50.962	19422000	9	228	2123
P07237	16	Protein disulfide-isomerase	P4HB	1	16	38.2	508	118.22	66684000	22	229	1146
P07305	1	Histone H1.0;Histone H1.0, N-terminally processed	H1F0	1	1	6.7	194	6.7982	595500	1	230	6665
P07339	3	Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain	CTSD	1	3	10.2	412	19.115	2493700	4	231	649
P07355	16;12	Annexin A2;Putative annexin A2-like protein	ANXA2;ANXA2P2	2	16	51.3	339;339	235.06	240970000	37	232	117
P07384	10	Calpain-1 catalytic subunit	CAPN1	1	10	18.3	714	62.981	11100000	9	233	455
P07437	5	Tubulin beta chain	TUBB	1	5	16.0	444	62.907	59893000	11	234	242
P07602	3	Prosaposin;Saposin-A;Saposin-B-Val;Saposin-B;Saposin-C;Saposin-D	PSAP	1	3	6.9	524	21.16	39406000	3	235	1371
P07711	1	Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain	CTSL	1	1	6.9	333	5.7614	1108100	1	236	562
P07737	7;3	Profilin-1	PFN1	2	7	74.3	140;140	58.592	77589000	11	237	202
P07741	6	Adenine phosphoribosyltransferase	APRT	1	6	45.0	180	41.445	9814600	6	238	28
P07814	23	Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase	EPRS	1	23	22.2	1512	144.64	28960000	27	239	34
P07900	17;2;1	Heat shock protein HSP 90-alpha	HSP90AA1	3	17	23.9	732;334;343	177.07	159710000	33	240	100
P07910	4;1;1;1;1;1;1	Heterogeneous nuclear ribonucleoproteins C1/C2	HNRNPC	7	4	15.7	306;293;293;293;293;293;293	31.04	8415200	3	241	2137
P07919	1	Cytochrome b-c1 complex subunit 6, mitochondrial	UQCRH	1	1	19.8	91	9.9023	2587500	2	242	5066
P07954	4	Fumarate hydratase, mitochondrial	FH	1	4	14.9	510	25.399	2914600	4	243	2
P08133	6	Annexin A6	ANXA6	1	6	9.5	673	37.667	8590300	6	244	329
P08134	5;5;2	Rho-related GTP-binding protein RhoC;Transforming protein RhoA	RHOC;RHOA	3	5	30.6	193;193;196	30.877	4939200	5	245	1644
P08195	11	4F2 cell-surface antigen heavy chain	SLC3A2	1	11	21.1	630	75.617	11798000	10	246	101
P08238	23;8	Heat shock protein HSP 90-beta	HSP90AB1	2	23	24.7	724;597	297.15	373930000	42	247	100
P08243	7	Asparagine synthetase [glutamine-hydrolyzing]	ASNS	1	7	16.0	561	44.021	15759000	7	248	111
P08574	3	Cytochrome c1, heme protein, mitochondrial	CYC1	1	3	13.2	325	16.474	2846600	3	249	2350
P08579	1	U2 small nuclear ribonucleoprotein B	SNRPB2	1	1	8.0	225	6.8136	785780	1	250	728
P08621	2	U1 small nuclear ribonucleoprotein 70 kDa	SNRNP70	1	2	4.1	437	13.548	5663300	3	251	2557
P08670	18;2;2;1;1;1;1	Vimentin	VIM	7	18	46.1	466;470;470;499;543;916;1026	128.28	40535000	20	252	974
P08708	4	40S ribosomal protein S17	RPS17	1	4	41.5	135	27.911	9023200	5	253	980
P08758	13	Annexin A5	ANXA5	1	13	55.3	320	91.482	34647000	16	254	916
P08865	12	40S ribosomal protein SA	RPSA	1	12	52.9	295	93.966	45120000	18	255	91
P09012	2	U1 small nuclear ribonucleoprotein A	SNRPA	1	2	6.4	282	13.383	1203100	2	256	728
P09104	1	Gamma-enolase	ENO2	1	1	3.7	434	7.0813	817740	1	257	62
P09211	5	Glutathione S-transferase P	GSTP1	1	5	34.3	210	38.939	12010000	5	258	166
P09382	4	Galectin-1	LGALS1	1	4	45.2	135	28.051	10603000	5	259	71
P09429	4;2	High mobility group protein B1;Putative high mobility group protein B1-like 1	HMGB1;HMGB1P1	2	4	20.9	215;211	27.036	12619000	8	260	2117
P09493	1	Tropomyosin alpha-1 chain	TPM1	1	1	3.5	284	6.7126	2148200	1	261	3120
P09496	3	Clathrin light chain A	CLTA	1	3	9.7	248	17.171	3955900	3	262	1434
P09525	5	Annexin A4	ANXA4	1	5	21.9	319	37.528	7371700	6	263	772
P09622	2	Dihydrolipoyl dehydrogenase, mitochondrial	DLD	1	2	4.9	509	14.098	2032000	2	264	373
P09651	9;7;4	Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2	HNRNPA1;HNRNPA1L2	3	9	27.4	372;320;275	103.12	113150000	22	265	1113
P09661	2	U2 small nuclear ribonucleoprotein A	SNRPA1	1	2	9.8	255	13.635	1248500	2	266	2349
P09669	1	Cytochrome c oxidase subunit 6C	COX6C	1	1	9.3	75	5.7615	854290	1	267	638
P09874	13	Poly [ADP-ribose] polymerase 1	PARP1	1	13	16.7	1014	83.06	16289000	14	268	140
P09936	6	Ubiquitin carboxyl-terminal hydrolase isozyme L1	UCHL1	1	6	46.2	223	39.227	22893000	8	269	3599
P09960	10	Leukotriene A-4 hydrolase	LTA4H	1	10	21.4	611	62.45	8103000	10	270	240
P09972	1	Fructose-bisphosphate aldolase C	ALDOC	1	1	6.3	364	9.8527	2265200	2	271	2543
P0DMV9	17;17	Heat shock 70 kDa protein 1B;Heat shock 70 kDa protein 1A	HSPA1B;HSPA1A	2	17	18.9	641;641	116.03	49269000	17	272	4
P0DP25	5;5;5;2;1			5	5	35.6	149;149;149;149;160	29.827	23497000	5	273	105
P0DPA3	1			1	1	7.2	235	6.6318	10858000	1	274	3874
P10155	2	60 kDa SS-A/Ro ribonucleoprotein	TROVE2	1	2	2.8	538	14.274	1675100	2	275	775
P16403	2;2;2;1;1	Histone H1.2;Histone H1.4;Histone H1.3;Histone H1t;Histone H1.1	HIST1H1C;HIST1H1E;HIST1H1D;HIST1H1T;HIST1H1A	5	2	10.8	213;219;221;207;215	13.756	47337000	4	276	274
P10599	3	Thioredoxin	TXN	1	3	38.1	105	24.061	20608000	4	277	4147
P10620	1	Microsomal glutathione S-transferase 1	MGST1	1	1	8.4	155	6.978	3994200	1	278	5925
P10644	2	cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed	PRKAR1A	1	2	7.3	381	11.698	1091100	2	279	3601
P10768	3	S-formylglutathione hydrolase	ESD	1	3	18.8	282	19.442	3033700	3	280	173
P10809	18	60 kDa heat shock protein, mitochondrial	HSPD1	1	18	45.2	573	162.14	86644000	27	281	51
P11021	21	78 kDa glucose-regulated protein	HSPA5	1	21	38.1	654	208.94	101110000	26	282	272
P11142	19	Heat shock cognate 71 kDa protein	HSPA8	1	19	29.3	646	156.92	156650000	38	283	500
P11166	2	Solute carrier family 2, facilitated glucose transporter member 1	SLC2A1	1	2	3.7	492	12.18	3095500	2	284	5442
P11177	2	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB	1	2	6.4	359	12.758	1308700	2	285	839
P11387	3	DNA topoisomerase 1	TOP1	1	3	6.5	765	17.509	2441800	3	286	121
P11413	15	Glucose-6-phosphate 1-dehydrogenase	G6PD	1	15	38.8	515	92.979	29330000	15	287	1260
P11586	18	C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed	MTHFD1	1	18	25.2	935	128.51	20724000	19	288	424
P11908	4;2	Ribose-phosphate pyrophosphokinase 2;Ribose-phosphate pyrophosphokinase 3	PRPS2;PRPS1L1	2	4	8.5	318;318	25.623	2788100	4	289	3839
P11940	13;6;3;1	Polyadenylate-binding protein 1	PABPC1	4	13	13.1	636;631;614;200	83.265	25121000	14	290	294
P12004	5	Proliferating cell nuclear antigen	PCNA	1	5	28.4	261	33.656	5239000	5	291	118
P12081	2;1	Histidine--tRNA ligase, cytoplasmic;Probable histidine--tRNA ligase, mitochondrial	HARS;HARS2	2	2	4.3	509;506	12.486	1231700	2	292	509
P12236	7;6	ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed;ADP/ATP translocase 1	SLC25A6;SLC25A4	2	7	21.8	298;298	44.924	17120000	7	293	65
P12268	7;1	Inosine-5-monophosphate dehydrogenase 2	IMPDH2	2	7	15.0	514;514	45.245	9665900	7	294	875
P12270	1	Nucleoprotein TPR	TPR	1	1	0.4	2363	6.6654	446520	1	295	59
P12277	12	Creatine kinase B-type	CKB	1	12	46.7	381	101.28	50472000	18	296	904
P12429	12	Annexin A3	ANXA3	1	12	43.7	323	76.484	22967000	14	297	344
P12814	11	Alpha-actinin-1	ACTN1	1	11	19.6	892	80.387	19167000	11	298	289
P12955	2	Xaa-Pro dipeptidase	PEPD	1	2	3.7	493	12.739	777960	2	299	625
P12956	13	X-ray repair cross-complementing protein 6	XRCC6	1	13	27.3	609	103.89	42137000	15	300	848
P13010	14	X-ray repair cross-complementing protein 5	XRCC5	1	14	29.9	732	92.818	29840000	16	301	1011
P13073	1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	COX4I1	1	1	5.9	169	5.8547	1174800	1	302	6173
P13473	1	Lysosome-associated membrane glycoprotein 2	LAMP2	1	1	2.9	410	11.008	469660	1	303	2274
P13489	5	Ribonuclease inhibitor	RNH1	1	5	14.1	461	37.981	4058000	5	304	1424
P13639	27	Elongation factor 2	EEF2	1	27	36.4	858	200.86	143430000	41	305	337
P13667	10	Protein disulfide-isomerase A4	PDIA4	1	10	21.6	645	72.896	15739000	11	306	803
P13674	3	Prolyl 4-hydroxylase subunit alpha-1	P4HA1	1	3	7.1	534	19.186	2585800	3	307	1818
P13693	3;1	Translationally-controlled tumor protein	TPT1	2	3	19.8	172;140	19.583	5158600	4	308	914
P13797	9;2;1	Plastin-3	PLS3	3	9	19.7	630;629;627	65.993	10176000	9	309	414
P13798	1	Acylamino-acid-releasing enzyme	APEH	1	1	1.6	732	6.2494	843540	1	310	4960
P13804	3	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	1	3	11.1	333	17.856	1744800	3	311	3545
P13984	1	General transcription factor IIF subunit 2	GTF2F2	1	1	4.0	249	6.7917	384140	1	312	3970
P13995	3	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase	MTHFD2	1	3	15.4	350	18.29	2080400	3	313	2807
P14174	2	Macrophage migration inhibitory factor	MIF	1	2	17.4	115	47.484	29116000	6	314	3699
P14314	6	Glucosidase 2 subunit beta	PRKCSH	1	6	12.3	528	43.019	9095100	6	315	493
P14324	2	Farnesyl pyrophosphate synthase	FDPS	1	2	5.5	419	15.649	1830200	2	316	703
P14550	2	Alcohol dehydrogenase [NADP(+)]	AKR1A1	1	2	9.2	325	12.874	1321300	2	317	634
P14618	28;1	Pyruvate kinase PKM	PKM	2	28	62.7	531;574	248.88	387230000	50	318	127
P14625	20;1	Endoplasmin	HSP90B1	2	20	30.0	803;399	144.0	58639000	24	319	857
P14866	5	Heterogeneous nuclear ribonucleoprotein L	HNRNPL	1	5	11.9	589	31.353	4360200	5	320	255
P14868	8	Aspartate--tRNA ligase, cytoplasmic	DARS	1	8	17.2	501	50.31	7000800	7	321	82
P14927	2	Cytochrome b-c1 complex subunit 7	UQCRB	1	2	18.0	111	11.788	1835500	2	322	292
P15121	3;1	Aldose reductase	AKR1B1	2	3	11.4	316;316	17.978	6630900	4	323	3487
P15170	3	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	GSPT1	1	3	12.2	499	19.228	3679300	3	324	2244
P15311	6	Ezrin	EZR	1	6	11.8	586	45.909	8783900	6	325	363
P15531	8	Nucleoside diphosphate kinase A	NME1	1	8	34.9	152	71.496	59899000	12	326	1014
P15559	9	NAD(P)H dehydrogenase [quinone] 1	NQO1	1	9	35.4	274	65.485	33689000	13	327	332
P15880	6	40S ribosomal protein S2	RPS2	1	6	24.2	293	51.848	41133000	7	328	180
P16083	1	Ribosyldihydronicotinamide dehydrogenase [quinone]	NQO2	1	1	4.8	231	5.7289	561790	1	329	6082
P16104	1;1;1	Histone H2AX;Histone H2A type 1-A;Histone H2A type 2-B	H2AFX;HIST1H2AA;HIST2H2AB	3	1	16.1	143;131;130	5.6477	619290	1	330	196
P16152	8;1	Carbonyl reductase [NADPH] 1	CBR1	2	8	42.2	277;277	64.587	14576000	9	331	1058
P48454	1;1;1	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform;Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	PPP3CC;PPP3CA;PPP3CB	3	1	2.0	512;521;524	6.7328	750250	1	332	6578
P16401	2	Histone H1.5	HIST1H1B	1	2	11.9	226	14.42	10950000	2	333	277
P16422	1	Epithelial cell adhesion molecule	EPCAM	1	1	5.1	314	6.6608	852700	1	334	5652
P16615	10;5;1	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	ATP2A2;ATP2A1	3	10	13.7	1042;1001;999	66.017	9264600	10	335	678
P16949	1	Stathmin	STMN1	1	1	8.7	149	8.6924	6632000	2	336	514
P17066	1;1	Heat shock 70 kDa protein 6;Putative heat shock 70 kDa protein 7	HSPA6;HSPA7	2	1	1.7	643;367	9.5296	11536000	2	337	532
P17096	1	High mobility group protein HMG-I/HMG-Y	HMGA1	1	1	15.0	107	5.9628	941770	1	338	3343
P17174	4	Aspartate aminotransferase, cytoplasmic	GOT1	1	4	16.2	413	25.507	5467400	5	339	1538
P22694	1;1	cAMP-dependent protein kinase catalytic subunit beta;cAMP-dependent protein kinase catalytic subunit alpha	PRKACB;PRKACA	2	1	2.8	351;351	5.6144	442900	1	340	1900
P17655	7	Calpain-2 catalytic subunit	CAPN2	1	7	16.4	700	48.958	10668000	7	341	1304
P17812	1	CTP synthase 1	CTPS1	1	1	3.0	591	6.2357	441330	1	342	4643
P17844	9	Probable ATP-dependent RNA helicase DDX5	DDX5	1	9	14.7	614	60.356	14591000	9	343	445
P17858	4	ATP-dependent 6-phosphofructokinase, liver type	PFKL	1	4	7.9	780	26.491	2742600	4	344	668
P17931	2	Galectin-3	LGALS3	1	2	7.2	250	11.97	2081300	2	345	2382
P17980	8	26S protease regulatory subunit 6A	PSMC3	1	8	24.8	439	60.611	15215000	8	346	456
P17987	10	T-complex protein 1 subunit alpha	TCP1	1	10	18.9	556	62.545	10477000	10	347	748
P18031	3	Tyrosine-protein phosphatase non-receptor type 1	PTPN1	1	3	7.6	435	18.317	2650700	3	348	1951
P18077	3	60S ribosomal protein L35a	RPL35A	1	3	19.1	110	17.185	5696800	3	349	230
P18085	3	ADP-ribosylation factor 4	ARF4	1	3	15.6	180	19.584	5298200	3	350	736
P18124	3	60S ribosomal protein L7	RPL7	1	3	17.3	248	21.702	8679300	2	351	2783
P18206	17	Vinculin	VCL	1	17	18.9	1134	112.84	12874000	17	352	494
P18621	6	60S ribosomal protein L17	RPL17	1	6	41.3	184	38.613	21442000	7	353	1556
P18669	10;3;3	Phosphoglycerate mutase 1	PGAM1	3	10	63.4	254;253;254	107.29	48042000	12	354	357
P18754	1	Regulator of chromosome condensation	RCC1	1	1	4.5	421	6.0942	909980	2	355	6343
P19338	17	Nucleolin	NCL	1	17	23.4	710	117.77	79074000	21	356	308
P19367	4;1	Hexokinase-1	HK1	2	4	3.5	917;917	24.731	2896700	4	357	2076
P19525	1	Interferon-induced, double-stranded RNA-activated protein kinase	EIF2AK2	1	1	2.2	551	7.6507	737000	1	358	6040
P19623	3	Spermidine synthase	SRM	1	3	14.2	302	17.811	2356800	2	359	1598
P19784	2	Casein kinase II subunit alpha	CSNK2A2	1	2	11.7	350	13.68	1549600	2	360	1697
P19971	1	Thymidine phosphorylase	TYMP	1	1	3.1	482	12.27	660340	1	361	359
P20042	5	Eukaryotic translation initiation factor 2 subunit 2	EIF2S2	1	5	19.2	333	33.582	5307900	5	362	732
P20073	7	Annexin A7	ANXA7	1	7	15.0	488	45.716	6212800	7	363	927
P20290	2	Transcription factor BTF3	BTF3	1	2	21.4	206	11.888	2355400	2	364	449
P61020	1;1;1	Ras-related protein Rab-5B;Ras-related protein Rab-5A;Ras-related protein Rab-5C	RAB5B;RAB5A;RAB5C	3	1	5.1	215;215;216	6.3462	506620	1	365	4109
Q9NRW1	1;1;1	Ras-related protein Rab-6B;Ras-related protein Rab-6A;Ras-related protein Rab-39A	RAB6B;RAB6A;RAB39A	3	1	5.3	208;208;217	6.8781	4293700	1	366	3917
P20618	4	Proteasome subunit beta type-1	PSMB1	1	4	21.2	241	24.081	9217000	4	367	1066
P20645	1	Cation-dependent mannose-6-phosphate receptor	M6PR	1	1	6.5	277	6.8394	759460	1	368	5038
P20674	2	Cytochrome c oxidase subunit 5A, mitochondrial	COX5A	1	2	16.7	150	12.694	2664000	2	369	3811
P20700	6	Lamin-B1	LMNB1	1	6	14.2	586	37.236	6201100	6	370	128
P20962	1	Parathymosin	PTMS	1	1	10.8	102	7.4471	1483500	1	371	5300
P21291	6	Cysteine and glycine-rich protein 1	CSRP1	1	6	45.6	193	36.495	5858100	6	372	2165
P21333	39	Filamin-A	FLNA	1	39	23.2	2647	252.89	68775000	42	373	116
P21399	4	Cytoplasmic aconitate hydratase	ACO1	1	4	8.3	889	24.927	2358700	4	374	1970
P21796	12	Voltage-dependent anion-selective channel protein 1	VDAC1	1	12	64.7	283	82.92	34070000	14	375	1323
P21912	2	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	SDHB	1	2	8.2	280	14.35	1620700	2	376	955
P21926	1	CD9 antigen	CD9	1	1	11.0	228	6.0155	784990	1	377	236
P21964	4	Catechol O-methyltransferase	COMT	1	4	17.3	271	26.883	4228200	4	378	3362
P21980	16;1	Protein-glutamine gamma-glutamyltransferase 2	TGM2	2	16	30.3	687;720	126.7	43408000	16	379	346
P22059	1	Oxysterol-binding protein 1	OSBP	1	1	1.6	807	5.8028	525810	1	380	4006
P22087	2	rRNA 2-O-methyltransferase fibrillarin	FBL	1	2	6.5	321	12.346	1518900	2	381	823
P22090	2;1	40S ribosomal protein S4, Y isoform 1	RPS4Y1	2	2	11.0	263;263	14.388	2644200	2	382	1205
P22102	8	Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase	GART	1	8	10.4	1010	51.692	10769000	8	383	178
P22234	5	Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase	PAICS	1	5	14.4	425	39.109	18520000	6	384	148
P22314	15	Ubiquitin-like modifier-activating enzyme 1	UBA1	1	15	20.0	1058	95.157	17656000	16	385	137
P22392	3;2	Nucleoside diphosphate kinase B;Putative nucleoside diphosphate kinase	NME2;NME2P1	2	3	28.9	152;137	22.101	64854000	10	386	1015
P22626	11	Heterogeneous nuclear ribonucleoproteins A2/B1	HNRNPA2B1	1	11	39.7	353	107.04	68898000	15	387	1111
P22695	3	Cytochrome b-c1 complex subunit 2, mitochondrial	UQCRC2	1	3	9.9	453	19.5	3048100	4	388	3877
P23193	2	Transcription elongation factor A protein 1	TCEA1	1	2	7.3	301	12.819	1163700	2	389	4294
P23246	10	Splicing factor, proline- and glutamine-rich	SFPQ	1	10	16.0	707	63.191	18590000	11	390	420
Q9NRH3	3;3	Tubulin gamma-2 chain;Tubulin gamma-1 chain	TUBG2;TUBG1	2	3	7.8	451;451	19.978	1883200	3	391	605
P23284	4	Peptidyl-prolyl cis-trans isomerase B	PPIB	1	4	20.4	216	25.105	3820100	4	392	800
P23368	1	NAD-dependent malic enzyme, mitochondrial	ME2	1	1	2.7	584	7.0685	652930	1	393	4554
P23381	5	Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS	WARS	1	5	16.1	471	31.103	4267700	5	394	330
P23396	6	40S ribosomal protein S3	RPS3	1	6	31.7	243	43.223	22809000	5	395	134
P23526	8	Adenosylhomocysteinase	AHCY	1	8	18.5	432	51.343	16486000	8	396	1754
P23528	7	Cofilin-1	CFL1	1	7	30.7	166	87.14	72907000	13	397	598
P23588	2	Eukaryotic translation initiation factor 4B	EIF4B	1	2	3.9	611	11.069	1986500	1	398	46
P23919	1	Thymidylate kinase	DTYMK	1	1	5.2	212	6.8528	1256300	1	399	2037
P23921	1	Ribonucleoside-diphosphate reductase large subunit	RRM1	1	1	1.3	792	6.2485	551140	1	400	5280
P24001	1	Interleukin-32	IL32	1	1	4.3	234	5.9067	574900	1	401	6115
P24534	4	Elongation factor 1-beta	EEF1B2	1	4	32.0	225	25.744	13772000	5	402	3909
P24539	1	ATP synthase F(0) complex subunit B1, mitochondrial	ATP5F1	1	1	5.9	256	5.9569	793790	1	403	4705
P24666	3	Low molecular weight phosphotyrosine protein phosphatase	ACP1	1	3	27.8	158	21.792	2838400	3	404	2861
P24752	2	Acetyl-CoA acetyltransferase, mitochondrial	ACAT1	1	2	6.1	427	12.564	2289500	2	405	1660
P24941	1;1	Cyclin-dependent kinase 2;Cyclin-dependent kinase 3	CDK2;CDK3	2	1	4.7	298;305	6.7112	609820	1	406	316
P25205	10	DNA replication licensing factor MCM3	MCM3	1	10	14.4	808	62.364	7112700	10	407	199
P25398	5	40S ribosomal protein S12	RPS12	1	5	41.7	132	31.585	8624300	5	408	1070
P25685	4	DnaJ homolog subfamily B member 1	DNAJB1	1	4	7.9	340	24.535	2939900	4	409	1134
P25705	14	ATP synthase subunit alpha, mitochondrial	ATP5A1	1	14	33.1	553	134.55	33582000	16	410	572
P25786	5	Proteasome subunit alpha type-1	PSMA1	1	5	20.9	263	29.868	4863000	4	411	1615
P25787	5	Proteasome subunit alpha type-2	PSMA2	1	5	36.8	234	34.852	16853000	6	412	41
P25788	4	Proteasome subunit alpha type-3	PSMA3	1	4	20.0	255	28.325	8652700	5	413	577
P25789	3	Proteasome subunit alpha type-4	PSMA4	1	3	10.0	261	17.729	3198300	3	414	3702
P26006	4	Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain	ITGA3	1	4	4.8	1051	26.728	4119400	5	415	1170
P26038	12	Moesin	MSN	1	12	17.2	577	82.63	23976000	14	416	306
P26196	3	Probable ATP-dependent RNA helicase DDX6	DDX6	1	3	9.5	483	19.93	2013800	3	417	3448
P35221	1;1	Catenin alpha-1;Catenin alpha-2	CTNNA1;CTNNA2	2	1	1.0	906;953	6.9288	457100	1	418	4718
P26358	1	DNA (cytosine-5)-methyltransferase 1	DNMT1	1	1	0.9	1616	9.5617	478110	1	419	3869
P26368	4	Splicing factor U2AF 65 kDa subunit	U2AF2	1	4	10.3	475	30.333	6608800	4	420	1479
P26373	6	60S ribosomal protein L13	RPL13	1	6	29.4	211	113.95	28620000	9	421	2187
P26583	1	High mobility group protein B2	HMGB2	1	1	6.2	209	7.5998	636590	1	422	5009
P26599	7	Polypyrimidine tract-binding protein 1	PTBP1	1	7	25.8	531	47.403	20153000	9	423	2447
P26639	17;2	Threonine--tRNA ligase, cytoplasmic	TARS	2	17	29.2	723;802	111.71	25046000	18	424	135
P26640	9	Valine--tRNA ligase	VARS	1	9	8.9	1264	65.955	10249000	10	425	370
P26641	15	Elongation factor 1-gamma	EEF1G	1	15	42.6	437	159.2	89223000	24	426	6
P26885	1	Peptidyl-prolyl cis-trans isomerase FKBP2	FKBP2	1	1	8.5	142	6.2766	949700	1	427	4098
P27348	6	14-3-3 protein theta	YWHAQ	1	6	35.1	245	48.845	11440000	7	428	620
P27635	3;1	60S ribosomal protein L10	RPL10	2	3	15.0	214;214	19.837	3622200	3	429	1342
P27694	1	Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed	RPA1	1	1	3.7	616	6.627	1537600	1	430	5024
P27695	11	DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial	APEX1	1	11	52.8	318	71.36	19030000	12	431	323
P27708	8	CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase	CAD	1	8	5.3	2225	55.062	6309000	8	432	39
P27797	11	Calreticulin	CALR	1	11	36.9	417	71.422	29926000	14	433	675
P27816	5	Microtubule-associated protein 4	MAP4	1	5	5.7	1152	35.171	3401100	5	434	3421
P27824	9	Calnexin	CANX	1	9	18.1	592	60.262	23775000	10	435	119
P28066	6	Proteasome subunit alpha type-5	PSMA5	1	6	31.5	241	46.791	13833000	6	436	234
P28070	2	Proteasome subunit beta type-4	PSMB4	1	2	12.1	264	14.787	2654400	2	437	4826
P28072	1	Proteasome subunit beta type-6	PSMB6	1	1	4.6	239	7.2759	1656500	1	438	3368
P28074	3	Proteasome subunit beta type-5	PSMB5	1	3	16.0	263	27.632	3554200	3	439	531
P28838	7	Cytosol aminopeptidase	LAP3	1	7	16.2	519	43.521	7287300	7	440	1614
P29373	1	Cellular retinoic acid-binding protein 2	CRABP2	1	1	6.5	138	5.7306	490820	1	441	5022
P29401	15	Transketolase	TKT	1	15	37.9	623	94.694	68496000	17	442	575
P29692	9	Elongation factor 1-delta	EEF1D	1	9	38.8	281	72.59	27051000	10	443	547
P30040	3	Endoplasmic reticulum resident protein 29	ERP29	1	3	12.3	261	18.461	6501400	3	444	1591
P30041	13	Peroxiredoxin-6	PRDX6	1	13	64.7	224	102.44	41920000	15	445	811
P30043	4	Flavin reductase (NADPH)	BLVRB	1	4	29.6	206	28.726	8992400	5	446	4331
P30044	5	Peroxiredoxin-5, mitochondrial	PRDX5	1	5	28.0	214	30.328	8403700	5	447	1939
P30046	2;1	D-dopachrome decarboxylase;D-dopachrome decarboxylase-like protein	DDT;DDTL	2	2	20.3	118;134	15.476	2647200	2	448	1796
P30048	7	Thioredoxin-dependent peroxide reductase, mitochondrial	PRDX3	1	7	36.3	256	46.133	20682000	8	449	171
P30049	2	ATP synthase subunit delta, mitochondrial	ATP5D	1	2	13.7	168	16.665	2535400	2	450	469
P30050	5	60S ribosomal protein L12	RPL12	1	5	49.1	165	35.084	22265000	8	451	704
P30084	3	Enoyl-CoA hydratase, mitochondrial	ECHS1	1	3	19.3	290	19.598	2809800	4	452	353
P30085	3	UMP-CMP kinase	CMPK1	1	3	20.4	196	17.099	2511500	3	453	1852
P30086	8	Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide	PEBP1	1	8	64.2	187	53.505	17864000	10	454	459
P30101	16	Protein disulfide-isomerase A3	PDIA3	1	16	39.6	505	114.62	68919000	23	455	733
P30153	7;3	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	PPP2R1A	2	7	17.0	589;601	49.669	10121000	7	456	978
P30419	3;1	Glycylpeptide N-tetradecanoyltransferase 1	NMT1	2	3	9.3	496;498	22.761	2609600	3	457	225
P30519	1	Heme oxygenase 2	HMOX2	1	1	7.3	316	5.6278	865760	1	458	3886
P30520	3;1	Adenylosuccinate synthetase isozyme 2	ADSS	2	3	9.6	456;457	19.183	1707900	3	459	209
P30626	3	Sorcin	SRI	1	3	15.7	198	18.058	2782900	3	460	1510
