Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P10620	P10620	1	1	1	Microsomal glutathione S-transferase 1	MGST1	sp|P10620|MGST1_HUMAN Microsomal glutathione S-transferase 1 OS=Homo sapiens OX=9606 GN=MGST1 PE=1 SV=1	1	1	1	1	8.4	8.4	8.4	17.598	155	155	0.00097752	6.978	3994200	1	278	5108	True	5214	5530	5925	5925		
P10644	P10644	2	2	2	cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed	PRKAR1A	sp|P10644|KAP0_HUMAN cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1	1	2	2	2	7.3	7.3	7.3	42.981	381	381	0.0	11.698	1091100	2	279	3108;5226	True;True	3164;5335	3366;5655	3601;6068	3601;6068		
P10768	P10768	3	3	3	S-formylglutathione hydrolase	ESD	sp|P10768|ESTD_HUMAN S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2	1	3	3	3	18.8	18.8	18.8	31.462	282	282	0.0	19.442	3033700	3	280	156;3704;4613	True;True;True	158;3788;4711	166;4018;4994	173;4293;5323	173;4293;5323		
P10809	P10809	18	18	18	60 kDa heat shock protein, mitochondrial	HSPD1	sp|P10809|CH60_HUMAN 60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2	1	18	18	18	45.2	45.2	45.2	61.054	573	573	0.0	162.14	86644000	27	281	46;310;580;588;657;1181;1774;2198;2199;2250;2682;2722;2865;3575;3709;4185;4805;5146	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	46;313;587;595;665;1202;1812;2239;2240;2291;2730;2770;2915;3636;3793;4277;4908;5254	48;49;331;332;620;621;629;703;1275;1912;2367;2368;2369;2422;2902;2903;2943;3105;3857;3858;4023;4536;5210;5570	51;52;351;352;661;662;673;751;752;1362;2044;2524;2525;2526;2582;3111;3112;3154;3331;3332;4126;4127;4298;4839;5581;5582;5970	51;352;661;673;752;1362;2044;2525;2526;2582;3111;3154;3331;4126;4298;4839;5581;5970	58	356
P11021	P11021	21	21	20	78 kDa glucose-regulated protein	HSPA5	sp|P11021|BIP_HUMAN Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2	1	21	21	20	38.1	38.1	38.1	72.332	654	654	0.0	208.94	101110000	26	282	243;633;837;1234;1388;1538;2487;2551;2553;2738;2744;2877;3616;3751;3900;4310;4525;4704;4954;5218;5406	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	246;641;853;1256;1413;1568;1569;2532;2596;2598;2786;2792;2927;3677;3835;3988;4404;4623;4805;5059;5327;5519	258;676;906;1337;1496;1656;1657;2690;2758;2759;2761;2959;2965;3118;3899;4069;4230;4668;4669;4900;4901;5095;5368;5647;5847	272;722;970;971;972;1433;1597;1772;1773;2883;2955;2956;2957;2959;3171;3177;3345;4168;4347;4517;4981;4982;5227;5228;5436;5751;6060;6274	272;722;971;1433;1597;1773;2883;2955;2959;3171;3177;3345;4168;4347;4517;4981;5227;5436;5751;6060;6274	59	332
P11142	P11142	20	19	13	Heat shock cognate 71 kDa protein	HSPA8	sp|P11142|HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1	1	20	19	13	39.6	39.6	29.3	70.897	646	646	0.0	156.92	156650000	38	283	438;632;1515;1537;2078;2376;2551;2552;3258;3696;3903;3910;4198;4250;4377;4404;4526;4560;4907;4943	True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True	444;640;1542;1543;1567;2119;2419;2420;2596;2597;3316;3778;3779;3991;3992;3999;4000;4290;4342;4473;4501;4624;4658;5012;5048	470;675;1629;1630;1655;2243;2569;2570;2758;2759;2760;3525;4005;4006;4007;4233;4234;4241;4242;4549;4550;4604;4738;4768;4769;4902;4903;4939;5317;5356;5357	500;721;1739;1740;1741;1770;1771;2399;2757;2758;2955;2956;2957;2958;3772;3773;4277;4278;4279;4280;4520;4521;4528;4529;4530;4852;4853;4854;4911;5051;5083;5084;5229;5230;5231;5268;5696;5697;5738;5739;5740	500;721;1741;1771;2399;2757;2955;2958;3772;4280;4520;4529;4854;4911;5051;5084;5231;5268;5697;5738	60;61;62;63;64	61;87;93;237;549
P11166	P11166	2	2	2	Solute carrier family 2, facilitated glucose transporter member 1	SLC2A1	sp|P11166|GTR1_HUMAN Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2	1	2	2	2	3.7	3.7	3.7	54.083	492	492	0.0	12.18	3095500	2	284	4708;5408	True;True	4809;5521	5099;5849	5442;6276	5442;6276		
P11177	P11177	2	2	2	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB	sp|P11177|ODPB_HUMAN Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=3	1	2	2	2	6.4	6.4	6.4	39.233	359	359	0.0	12.758	1308700	2	285	732;5127	True;True	744;5235	786;5551	839;5949	839;5949		
P11387	P11387	3	3	3	DNA topoisomerase 1	TOP1	sp|P11387|TOP1_HUMAN DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2	1	3	3	3	6.5	6.5	6.5	90.725	765	765	0.0	17.509	2441800	3	286	107;2106;5075	True;True;True	108;2147;5181	115;2271;5497	121;2427;5890	121;2427;5890		
P11413	P11413	15	15	15	Glucose-6-phosphate 1-dehydrogenase	G6PD	sp|P11413|G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4	1	15	15	15	38.8	38.8	38.8	59.256	515	515	0.0	92.979	29330000	15	287	1093;1924;2253;2495;2863;3100;3145;3174;3381;3446;3517;3794;3920;5143;5363	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1112;1964;2294;2540;2913;3156;3202;3231;3441;3506;3578;3880;4010;5251;5476	1179;2073;2425;2698;3103;3356;3357;3408;3440;3654;3719;3794;4117;4253;5567;5802	1260;2215;2585;2891;3329;3590;3591;3645;3682;3905;3974;4056;4396;4542;5967;6227	1260;2215;2585;2891;3329;3590;3645;3682;3905;3974;4056;4396;4542;5967;6227		
P11586	P11586	18	18	18	C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed	MTHFD1	sp|P11586|C1TC_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=4	1	18	18	18	25.2	25.2	25.2	101.53	935	935	0.0	128.51	20724000	19	288	369;567;670;1180;1767;1795;1857;2203;2737;2790;2918;2973;3645;4648;4682;4684;4858;5787	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	374;574;679;1201;1805;1833;1896;2244;2785;2840;2968;3028;3714;4748;4782;4784;4961;5907	398;606;717;1274;1905;1933;2000;2373;2958;3021;3162;3226;3937;5036;5072;5074;5265;6258	424;643;644;766;1361;2036;2065;2134;2530;3170;3242;3389;3456;4207;5368;5410;5413;5643;6716	424;644;766;1361;2036;2065;2134;2530;3170;3242;3389;3456;4207;5368;5410;5413;5643;6716		
P11908;P21108	P11908;P21108	4;2	4;2	2;0	Ribose-phosphate pyrophosphokinase 2;Ribose-phosphate pyrophosphokinase 3	PRPS2;PRPS1L1	sp|P11908|PRPS2_HUMAN Ribose-phosphate pyrophosphokinase 2 OS=Homo sapiens OX=9606 GN=PRPS2 PE=1 SV=2;sp|P21108|PRPS3_HUMAN Ribose-phosphate pyrophosphokinase 3 OS=Homo sapiens OX=9606 GN=PRPS1L1 PE=1 SV=2	2	4	4	2	17.6	17.6	8.5	34.769	318	318;318	0.0	25.623	2788100	4	289	3320;4026;5396;5484	True;True;True;True	3380;4118;5509;5598	3590;4367;5837;5932	3839;4662;6264;6372	3839;4662;6264;6372		
P11940;Q9H361;Q4VXU2;Q5JQF8	P11940	13;6;3;1	13;6;3;1	8;5;2;1	Polyadenylate-binding protein 1	PABPC1	sp|P11940|PABP1_HUMAN Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2	4	13	13	8	22.6	22.6	13.1	70.67	636	636;631;614;200	0.0	83.265	25121000	14	290	261;350;1134;1682;1885;2245;2826;3818;4022;4423;4449;5020;5732	True;True;True;True;True;True;True;True;True;True;True;True;True	264;353;1154;1718;1925;2286;2876;3904;4113;4521;4547;5125;5852	277;376;1221;1814;2033;2417;3062;4142;4361;4791;4818;5437;6198	294;400;1303;1941;2170;2171;2577;3285;4421;4655;5111;5139;5827;6650	294;400;1303;1941;2170;2577;3285;4421;4655;5111;5139;5827;6650		
P12004	P12004	5	5	5	Proliferating cell nuclear antigen	PCNA	sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1	1	5	5	5	28.4	28.4	28.4	28.768	261	261	0.0	33.656	5239000	5	291	104;572;816;3285;4333	True;True;True;True;True	105;579;830;3343;4428	112;612;877;3552;4693	118;651;936;3800;5006	118;651;936;3800;5006		
P12081;P49590	P12081;P49590	2;1	2;1	2;1	Histidine--tRNA ligase, cytoplasmic;Probable histidine--tRNA ligase, mitochondrial	HARS;HARS2	sp|P12081|HARS1_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2;sp|P49590|SYHM_HUMAN Histidine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=HARS2 PE=1 SV=1	2	2	2	2	4.3	4.3	4.3	57.41	509	509;506	0.0	12.486	1231700	2	292	443;862	True;True	449;878	476;933	509;1001	509;1001		
P12236;P12235	P12236;P12235	7;6	7;6	4;3	ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed;ADP/ATP translocase 1	SLC25A6;SLC25A4	sp|P12236|ADT3_HUMAN ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4;sp|P12235|ADT1_HUMAN ADP/ATP translocase 1 OS=Homo sapiens OX=9606 GN=SLC25A4 PE=1 SV=4	2	7	7	4	31.9	31.9	21.8	32.866	298	298;298	0.0	44.924	17120000	7	293	56;693;1752;2070;3243;5612;5619	True;True;True;True;True;True;True	56;703;1790;2110;3301;5727;5734	61;742;1889;2234;3510;6066;6073	65;793;2020;2388;3757;6511;6518	65;793;2020;2388;3757;6511;6518		
P12268;P20839	P12268	7;1	7;1	7;1	Inosine-5-monophosphate dehydrogenase 2	IMPDH2	sp|P12268|IMDH2_HUMAN Inosine-5-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2	2	7	7	7	15.0	15.0	15.0	55.804	514	514;514	0.0	45.245	9665900	7	294	763;1021;1062;3346;3541;3834;4246	True;True;True;True;True;True;True	776;1039;1080;3406;3602;3920;4338	820;1103;1144;3617;3618;3819;4158;4600	875;1183;1224;3866;3867;4082;4438;4907	875;1183;1224;3866;4082;4438;4907		
P12270	P12270	1	1	1	Nucleoprotein TPR	TPR	sp|P12270|TPR_HUMAN Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3	1	1	1	1	0.4	0.4	0.4	267.29	2363	2363	0.00091659	6.6654	446520	1	295	52	True	52	56	59	59		
P12277	P12277	12	12	12	Creatine kinase B-type	CKB	sp|P12277|KCRB_HUMAN Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1	1	12	12	12	46.7	46.7	46.7	42.644	381	381	0.0	101.28	50472000	18	296	786;958;1513;1870;2946;3051;3229;4421;4479;4681;4718;5282	True;True;True;True;True;True;True;True;True;True;True;True	800;976;1540;1909;3000;3107;3286;3287;4519;4577;4781;4819;5392	846;1036;1627;2015;3197;3307;3495;3496;4789;4851;5070;5071;5109;5712	904;1109;1737;2149;3426;3539;3741;3742;3743;5109;5175;5408;5409;5452;5453;5454;5455;6127;6128	904;1109;1737;2149;3426;3539;3741;5109;5175;5409;5453;6128	65	363
P12429	P12429	12	12	12	Annexin A3	ANXA3	sp|P12429|ANXA3_HUMAN Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3	1	12	12	12	43.7	43.7	43.7	36.375	323	323	0.0	76.484	22967000	14	297	304;452;971;1695;1763;1817;1954;3666;3932;4337;4442;5516	True;True;True;True;True;True;True;True;True;True;True;True	307;458;989;1731;1801;1855;1994;3743;4022;4432;4540;5630	324;486;1049;1828;1900;1901;1956;1957;2107;3967;4266;4697;4810;5964	344;519;1125;1957;2031;2032;2089;2090;2253;4238;4556;5010;5131;6405	344;519;1125;1957;2031;2089;2253;4238;4556;5010;5131;6405	66	40
P12814	P12814	20	11	11	Alpha-actinin-1	ACTN1	sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2	1	20	11	11	30.8	19.6	19.6	103.06	892	892	0.0	80.387	19167000	11	298	256;450;609;805;959;1495;2237;2416;2444;2708;2810;2917;2935;3214;3662;3697;3956;4725;4771;5090	False;False;False;False;True;False;False;True;True;True;True;True;False;True;True;True;True;False;False;True	259;456;617;819;977;1522;2278;2460;2488;2756;2860;2967;2988;3271;3739;3780;4047;4826;4873;5196	272;484;651;865;1037;1609;2409;2612;2642;2929;3043;3161;3185;3480;3963;4008;4293;5117;5171;5512	289;517;697;924;1110;1718;2566;2567;2801;2832;3140;3265;3388;3414;3724;4234;4281;4584;5464;5534;5535;5906	289;517;697;924;1110;1718;2566;2801;2832;3140;3265;3388;3414;3724;4234;4281;4584;5464;5534;5906		
P12955	P12955	2	2	2	Xaa-Pro dipeptidase	PEPD	sp|P12955|PEPD_HUMAN Xaa-Pro dipeptidase OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=3	1	2	2	2	3.7	3.7	3.7	54.548	493	493	0.0	12.739	777960	2	299	549;5341	True;True	556;5454	588;5778	625;6203	625;6203		
P12956	P12956	13	13	13	X-ray repair cross-complementing protein 6	XRCC6	sp|P12956|XRCC6_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2	1	13	13	13	27.3	27.3	27.3	69.842	609	609	0.0	103.89	42137000	15	300	738;797;899;1304;1516;2560;2694;2695;3807;3813;4317;4720;5105	True;True;True;True;True;True;True;True;True;True;True;True;True	751;811;917;1328;1544;2606;2742;2743;3893;3899;4412;4821;5211	794;857;974;975;1410;1631;2771;2915;2916;4130;4131;4137;4677;5112;5527	848;915;1046;1047;1508;1509;1742;2972;3126;3127;4409;4410;4416;4990;5459;5922	848;915;1046;1508;1742;2972;3126;3127;4410;4416;4990;5459;5922		
P13010	P13010	14	14	14	X-ray repair cross-complementing protein 5	XRCC5	sp|P13010|XRCC5_HUMAN X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3	1	14	14	14	29.9	29.9	29.9	82.704	732	732	0.0	92.818	29840000	16	301	871;1054;1337;1415;2301;2317;3488;4209;4527;4528;4685;4699;4793;4955	True;True;True;True;True;True;True;True;True;True;True;True;True;True	887;1072;1362;1440;2342;2358;2359;3549;4301;4625;4626;4785;4800;4895;5060	942;1136;1444;1523;2481;2499;2500;3763;4561;4904;4905;4906;5075;5090;5196;5369	1011;1216;1544;1626;2648;2672;2673;4024;4865;5232;5233;5234;5414;5430;5565;5752	1011;1216;1544;1626;2648;2672;4024;4865;5232;5234;5414;5430;5565;5752	67	84
P13073	P13073	1	1	1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	COX4I1	sp|P13073|COX41_HUMAN Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1	1	1	1	1	5.9	5.9	5.9	19.576	169	169	0.0032206	5.8547	1174800	1	302	5315	True	5428	5751	6173	6173		
P13473	P13473	1	1	1	Lysosome-associated membrane glycoprotein 2	LAMP2	sp|P13473|LAMP2_HUMAN Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens OX=9606 GN=LAMP2 PE=1 SV=2	1	1	1	1	2.9	2.9	2.9	44.96	410	410	0.0	11.008	469660	1	303	1969	True	2009	2125	2274	2274		
P13489	P13489	5	5	5	Ribonuclease inhibitor	RNH1	sp|P13489|RINI_HUMAN Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2	1	5	5	5	14.1	14.1	14.1	49.973	461	461	0.0	37.981	4058000	5	304	1226;1292;1296;2962;5313	True;True;True;True;True	1248;1316;1320;3017;5426	1328;1398;1402;3215;5748	1424;1496;1500;3445;6168	1424;1496;1500;3445;6168		
P13639	P13639	27	27	27	Elongation factor 2	EEF2	sp|P13639|EF2_HUMAN Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4	1	27	27	27	36.4	36.4	36.4	95.337	858	858	0.0	200.86	143430000	41	305	299;439;440;569;582;598;778;779;893;1063;1140;1412;2205;2632;2782;2822;3861;3997;4096;4577;4706;4768;5111;5134;5302;5399;5781	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	302;445;446;576;589;605;792;793;911;1081;1160;1437;2246;2678;2831;2872;3949;4088;4188;4675;4807;4870;5217;5218;5242;5415;5512;5901	318;319;471;472;473;608;609;623;639;836;837;838;839;968;1145;1146;1227;1520;2375;2848;3004;3056;4190;4334;4444;4957;5097;5168;5533;5534;5558;5737;5840;6252	337;338;501;502;503;504;505;506;646;647;664;685;893;894;895;896;1040;1225;1226;1309;1623;2532;3053;3217;3279;4474;4628;4745;5286;5438;5439;5440;5531;5928;5929;5930;5957;5958;6155;6156;6267;6710	337;502;504;646;664;685;894;895;1040;1225;1309;1623;2532;3053;3217;3279;4474;4628;4745;5286;5439;5531;5928;5958;6155;6267;6710	68;69;70;71;72;73	22;231;305;430;453;454
P13667	P13667	11	10	10	Protein disulfide-isomerase A4	PDIA4	sp|P13667|PDIA4_HUMAN Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2	1	11	10	10	21.6	21.6	21.6	72.932	645	645	0.0	72.896	15739000	11	306	700;791;927;1500;1530;1852;2426;2816;5015;5071;5072	True;True;False;True;True;True;True;True;True;True;True	711;805;945;1527;1560;1891;2470;2866;5120;5177;5178	751;851;1005;1614;1647;1648;1995;2623;3049;5431;5492;5493	803;909;1077;1723;1759;1760;2129;2812;3271;5821;5885;5886	803;909;1077;1723;1759;2129;2812;3271;5821;5885;5886		
P13674	P13674	3	3	3	Prolyl 4-hydroxylase subunit alpha-1	P4HA1	sp|P13674|P4HA1_HUMAN Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens OX=9606 GN=P4HA1 PE=1 SV=2	1	3	3	3	7.1	7.1	7.1	61.049	534	534	0.0	19.186	2585800	3	307	1575;2181;3317	True;True;True	1607;2222;3377	1700;2349;3587	1818;2505;3836	1818;2505;3836		
P13693;Q56UQ5	P13693	3;1	3;1	3;1	Translationally-controlled tumor protein	TPT1	sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1	2	3	3	3	19.8	19.8	19.8	19.595	172	172;140	0.0	19.583	5158600	4	308	796;1164;2302	True;True;True	810;1185;2343	856;1257;2482	914;1343;1344;2649	914;1344;2649		
P13797;Q14651;P13796	P13797	9;2;1	9;2;1	9;2;1	Plastin-3	PLS3	sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4	3	9	9	9	19.7	19.7	19.7	70.81	630	630;629;627	0.0	65.993	10176000	9	309	359;519;564;3308;4102;5039;5485;5564;5717	True;True;True;True;True;True;True;True;True	364;526;571;3368;4194;5144;5599;5679;5837	388;556;603;3578;4450;5458;5933;6017;6182	414;592;640;3827;4751;5849;6373;6462;6633	414;592;640;3827;4751;5849;6373;6462;6633		
P13798	P13798	1	1	1	Acylamino-acid-releasing enzyme	APEH	sp|P13798|ACPH_HUMAN Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=4	1	1	1	1	1.6	1.6	1.6	81.224	732	732	0.0017241	6.2494	843540	1	310	4289	True	4383	4647	4960	4960		
P13804	P13804	3	3	3	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	sp|P13804|ETFA_HUMAN Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1	1	3	3	3	11.1	11.1	11.1	35.079	333	333	0.0	17.856	1744800	3	311	3057;3282;4775	True;True;True	3113;3340;4877	3313;3549;5175	3545;3797;5541	3545;3797;5541		
P13984	P13984	1	1	1	General transcription factor IIF subunit 2	GTF2F2	sp|P13984|T2FB_HUMAN General transcription factor IIF subunit 2 OS=Homo sapiens OX=9606 GN=GTF2F2 PE=1 SV=2	1	1	1	1	4.0	4.0	4.0	28.38	249	249	0.0009434	6.7917	384140	1	312	3442	True	3502	3715	3970	3970		
P13995	P13995	3	3	3	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase	MTHFD2	sp|P13995|MTDC_HUMAN Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD2 PE=1 SV=2	1	3	3	3	15.4	15.4	15.4	37.895	350	350	0.0	18.29	2080400	3	313	2421;3538;4260	True;True;True	2465;3599;4353	2618;3816;4615	2807;4079;4924	2807;4079;4924		
P14174	P14174	2	2	2	Macrophage migration inhibitory factor	MIF	sp|P14174|MIF_HUMAN Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4	1	2	2	2	17.4	17.4	17.4	12.476	115	115	0.0	47.484	29116000	6	314	3189;4024	True;True	3246;4115;4116	3455;4363;4364;4365	3698;3699;4657;4658;4659;4660	3699;4659	74	3
P14314	P14314	6	6	6	Glucosidase 2 subunit beta	PRKCSH	sp|P14314|GLU2B_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2	1	6	6	6	12.3	12.3	12.3	59.425	528	528	0.0	43.019	9095100	6	315	431;1371;3137;3601;4437;5606	True;True;True;True;True;True	437;1396;3194;3662;4535;5721	463;1478;3399;3884;4805;6060	493;1579;3636;4153;5125;6505	493;1579;3636;4153;5125;6505		
P14324	P14324	2	2	2	Farnesyl pyrophosphate synthase	FDPS	sp|P14324|FPPS_HUMAN Farnesyl pyrophosphate synthase OS=Homo sapiens OX=9606 GN=FDPS PE=1 SV=4	1	2	2	2	5.5	5.5	5.5	48.275	419	419	0.0	15.649	1830200	2	316	615;4069	True;True	623;4161	657;4415	703;4714	703;4714		
P14550	P14550	2	2	2	Alcohol dehydrogenase [NADP(+)]	AKR1A1	sp|P14550|AK1A1_HUMAN Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3	1	2	2	2	9.2	9.2	9.2	36.573	325	325	0.0	12.874	1321300	2	317	558;4493	True;True	565;4591	597;4866	634;5193	634;5193		
P14618;P30613	P14618	28;1	28;1	28;1	Pyruvate kinase PKM	PKM	sp|P14618|KPYM_HUMAN Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4	2	28	28	28	62.7	62.7	62.7	57.936	531	531;574	0.0	248.88	387230000	50	318	111;172;384;574;575;859;992;993;1518;1814;1826;1950;1951;2200;2739;2801;2832;2834;2929;2974;3301;3925;4007;4040;4251;4659;4660;5299	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	112;174;390;581;582;875;1010;1011;1546;1547;1852;1864;1990;1991;2241;2787;2851;2882;2884;2981;3029;3361;4015;4098;4132;4343;4344;4759;4760;5412	119;120;184;414;614;615;929;930;1072;1073;1074;1075;1633;1634;1953;1966;2103;2104;2370;2960;3034;3070;3072;3177;3227;3571;4258;4345;4346;4381;4605;4606;5047;5048;5734	125;126;127;195;444;653;654;655;656;996;997;998;1148;1149;1150;1151;1152;1153;1154;1744;1745;1746;2085;2086;2099;2249;2250;2527;3172;3255;3256;3293;3295;3406;3457;3458;3820;4547;4548;4639;4640;4678;4912;4913;5379;5380;5381;6150;6151;6152	127;195;444;653;656;996;1149;1153;1744;2085;2099;2249;2250;2527;3172;3256;3293;3295;3406;3457;3820;4547;4639;4678;4913;5379;5381;6150	75;76	291;494
P14625;Q58FF3	P14625	21;1	20;1	20;1	Endoplasmin	HSP90B1	sp|P14625|ENPL_HUMAN Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1	2	21	20	20	31.5	30.0	30.0	92.468	803	803;399	0.0	144.0	58639000	24	319	747;995;1075;1077;1113;1259;1490;1663;2214;2239;2240;2789;3152;3444;3838;4399;4671;4711;4946;4947;5759	True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	760;1013;1093;1095;1132;1133;1282;1517;1698;2255;2280;2281;2838;2839;3209;3504;3924;4496;4771;4812;5051;5052;5879	803;1077;1159;1161;1199;1200;1364;1602;1792;1793;2384;2411;2412;3019;3020;3415;3717;4163;4763;5060;5102;5360;5361;6226	857;1156;1239;1241;1280;1281;1462;1709;1916;1917;2541;2569;2570;3239;3240;3241;3653;3972;4444;5078;5398;5445;5743;5744;6680	857;1156;1239;1241;1280;1462;1709;1917;2541;2569;2570;3239;3653;3972;4444;5078;5398;5445;5743;5744;6680	77;78	541;622
P14866	P14866	5	5	5	Heterogeneous nuclear ribonucleoprotein L	HNRNPL	sp|P14866|HNRPL_HUMAN Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2	1	5	5	5	11.9	11.9	11.9	64.132	589	589	0.0	31.353	4360200	5	320	226;3887;4306;4422;4557	True;True;True;True;True	229;3975;4400;4520;4655	241;4216;4664;4790;4936	255;4502;4977;5110;5265	255;4502;4977;5110;5265		
P14868	P14868	8	8	8	Aspartate--tRNA ligase, cytoplasmic	DARS	sp|P14868|SYDC_HUMAN Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2	1	8	8	8	17.2	17.2	17.2	57.136	501	501	0.0	50.31	7000800	7	321	71;1370;1602;1664;2517;2804;3350;3399	True;True;True;True;True;True;True;True	71;1395;1634;1699;2562;2854;3410;3459	78;1477;1727;1794;2721;3037;3622;3672	82;1578;1846;1918;2915;3259;3873;3924	82;1578;1846;1918;2915;3259;3873;3924		
