Protein IDs	Peptide counts (razor+unique)	Protein names	Gene names	Number of proteins	Razor + unique peptides	Unique sequence coverage [%]	Sequence lengths	Score	Intensity	MS/MS count	id	Best MS/MS
P07602	3	Prosaposin;Saposin-A;Saposin-B-Val;Saposin-B;Saposin-C;Saposin-D	PSAP	1	3	6.1	524	43.274	20528000	3	228	1394
P07711	1	Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain	CTSL	1	1	6.9	333	6.1259	865250	1	229	562
P07737	7;3	Profilin-1	PFN1	2	7	62.1	140;140	51.809	87776000	14	230	720
P07741	6	Adenine phosphoribosyltransferase	APRT	1	6	44.4	180	41.3	7131800	6	231	105
P07814	22	Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase	EPRS	1	22	19.9	1512	140.91	21263000	24	232	35
P07858	2	Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain	CTSB	1	2	8.3	339	11.538	1779100	2	233	2467
P07900	25;7;4;1	Heat shock protein HSP 90-alpha	HSP90AA1	4	25	22.8	732;343;334;418	211.82	374590000	50	234	97
P07910	3;1;1;1;1;1;1	Heterogeneous nuclear ribonucleoproteins C1/C2	HNRNPC	7	3	12.7	306;293;293;293;293;293;293	20.531	7638500	3	235	2172
P07919	1	Cytochrome b-c1 complex subunit 6, mitochondrial	UQCRH	1	1	19.8	91	8.3499	2546500	2	236	5185
P07954	5	Fumarate hydratase, mitochondrial	FH	1	5	19.0	510	30.75	6480600	5	237	3
P08133	7	Annexin A6	ANXA6	1	7	12.9	673	45.14	9065700	7	238	328
P08134	5;5;2	Rho-related GTP-binding protein RhoC;Transforming protein RhoA	RHOC;RHOA	3	5	30.6	193;193;196	31.055	4367200	5	239	1670
P08195	11	4F2 cell-surface antigen heavy chain	SLC3A2	1	11	21.0	630	69.649	10923000	11	240	98
P08238	14;4	Heat shock protein HSP 90-beta	HSP90AB1	2	14	22.4	724;597	196.77	154940000	33	241	97
P08243	6	Asparagine synthetase [glutamine-hydrolyzing]	ASNS	1	6	15.7	561	35.308	12788000	7	242	112
P08574	3	Cytochrome c1, heme protein, mitochondrial	CYC1	1	3	13.2	325	16.709	2879500	3	243	1087
P08579	1	U2 small nuclear ribonucleoprotein B	SNRPB2	1	1	8.0	225	7.4734	776220	1	244	2465
P08621	2	U1 small nuclear ribonucleoprotein 70 kDa	SNRNP70	1	2	4.1	437	12.238	6189200	2	245	2593
P08670	19;2;1;1;1;1;1	Vimentin	VIM	7	19	49.4	466;470;470;499;543;916;1026	130.14	39659000	20	246	997
P08708	3	40S ribosomal protein S17	RPS17	1	3	41.5	135	19.199	4481400	4	247	1004
P08758	15	Annexin A5	ANXA5	1	15	63.1	320	105.67	51828000	19	248	341
P08865	14	40S ribosomal protein SA	RPSA	1	14	55.6	295	101.48	45819000	19	249	88
P09012	2	U1 small nuclear ribonucleoprotein A	SNRPA	1	2	6.4	282	14.094	3300400	3	250	2465
P09104	2	Gamma-enolase	ENO2	1	2	9.4	434	13.143	1661200	2	251	63
P09211	7	Glutathione S-transferase P	GSTP1	1	7	46.7	210	50.709	18244000	7	252	173
P09382	4	Galectin-1	LGALS1	1	4	45.2	135	31.473	11751000	5	253	71
P09429	5;2	High mobility group protein B1	HMGB1	2	5	20.9	215;211	34.788	12781000	9	254	2149
P09493	1	Tropomyosin alpha-1 chain	TPM1	1	1	3.5	284	6.1296	1908700	1	255	4201
P09496	3	Clathrin light chain A	CLTA	1	3	9.7	248	17.99	5210900	3	256	1463
P09525	6	Annexin A4	ANXA4	1	6	24.5	319	47.194	7450000	6	257	789
P09622	2	Dihydrolipoyl dehydrogenase, mitochondrial	DLD	1	2	4.9	509	11.276	1986600	2	258	373
P09651	9;7;4	Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2	HNRNPA1;HNRNPA1L2	3	9	27.4	372;320;275	86.537	109430000	23	259	1144
P09661	2	U2 small nuclear ribonucleoprotein A	SNRPA1	1	2	9.8	255	13.736	1219100	2	260	2390
P09669	1	Cytochrome c oxidase subunit 6C	COX6C	1	1	9.3	75	5.6472	919190	1	261	643
P09758	1	Tumor-associated calcium signal transducer 2	TACSTD2	1	1	5.3	323	6.4718	499380	1	262	1996
P09874	12	Poly [ADP-ribose] polymerase 1	PARP1	1	12	15.4	1014	77.695	15710000	13	263	144
P09936	7	Ubiquitin carboxyl-terminal hydrolase isozyme L1	UCHL1	1	7	43.9	223	46.901	37570000	10	264	1949
P09960	10	Leukotriene A-4 hydrolase	LTA4H	1	10	22.9	611	67.513	8627800	12	265	247
P09972	1	Fructose-bisphosphate aldolase C	ALDOC	1	1	6.3	364	7.6636	2160500	2	266	2580
P0C860	1;1	Putative male-specific lethal-3 protein-like 2;Male-specific lethal 3 homolog	MSL3P1;MSL3	2	1	1.6	447;521	5.6368	630970	1	267	3968
Q01105	3;3	Protein SET;Protein SETSIP	SET;SETSIP	2	3	14.5	290;302	20.422	20308000	4	268	1584
P0DMV8	16;16;2	Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B	HSPA1A;HSPA1B	3	16	17.5	641;641;367	104.3	37262000	16	269	5
P0DP25	3;3;3;1			4	3	24.8	149;149;149;149	18.89	17440000	4	270	102
P10155	2	60 kDa SS-A/Ro ribonucleoprotein	TROVE2	1	2	2.8	538	12.574	1523600	2	271	792
P10321	1	HLA class I histocompatibility antigen, Cw-7 alpha chain	HLA-C	1	1	3.3	366	8.1486	2371200	1	272	654
P10599	2	Thioredoxin	TXN	1	2	26.7	105	18.239	18585000	3	273	4258
P10620	2	Microsomal glutathione S-transferase 1	MGST1	1	2	18.7	155	13.912	5947700	2	274	3324
P10644	1	cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed	PRKAR1A	1	1	4.7	381	6.3129	589230	1	275	3700
P10768	4	S-formylglutathione hydrolase	ESD	1	4	24.1	282	25.131	3104100	4	276	181
P10809	17	60 kDa heat shock protein, mitochondrial	HSPD1	1	17	44.2	573	147.25	77089000	28	277	53
P11021	19	78 kDa glucose-regulated protein	HSPA5	1	19	35.0	654	140.06	77565000	27	278	273
P11142	21;7	Heat shock cognate 71 kDa protein	HSPA8	2	21	37.9	646;639	170.15	150050000	38	279	495
P11166	2	Solute carrier family 2, facilitated glucose transporter member 1	SLC2A1	1	2	3.7	492	11.83	2993600	2	280	5561
P11177	2	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB	1	2	6.4	359	12.445	1237700	2	281	863
P11279	1	Lysosome-associated membrane glycoprotein 1	LAMP1	1	1	2.2	417	6.2207	518620	1	282	5826
P11387	3	DNA topoisomerase 1	TOP1	1	3	6.5	765	18.104	2490800	3	283	123
P11388	1;1	DNA topoisomerase 2-alpha;DNA topoisomerase 2-beta	TOP2A;TOP2B	2	1	0.8	1531;1626	7.7264	721840	1	284	1491
P11413	14	Glucose-6-phosphate 1-dehydrogenase	G6PD	1	14	29.9	515	88.583	22934000	14	285	147
P11586	18	C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed	MTHFD1	1	18	24.0	935	123.12	20710000	19	286	418
P11908	5;3	Ribose-phosphate pyrophosphokinase 2;Ribose-phosphate pyrophosphokinase 3	PRPS2;PRPS1L1	2	5	8.5	318;318	30.88	3702700	5	287	3950
P11940	15;8;3;1	Polyadenylate-binding protein 1;Polyadenylate-binding protein 3	PABPC1;PABPC3	4	15	16.4	636;631;614;200	93.054	27758000	14	288	294
P12004	5	Proliferating cell nuclear antigen	PCNA	1	5	28.4	261	32.513	5302600	6	289	118
P12081	2;1	Histidine--tRNA ligase, cytoplasmic;Probable histidine--tRNA ligase, mitochondrial	HARS;HARS2	2	2	4.3	509;506	11.2	1128700	2	290	503
P12236	4;3	ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed;ADP/ATP translocase 1	SLC25A6;SLC25A4	2	4	21.8	298;298	25.632	5166000	4	291	66
P12268	5;1	Inosine-5-monophosphate dehydrogenase 2	IMPDH2	2	5	13.6	514;514	32.017	7940900	6	292	901
P12270	1	Nucleoprotein TPR	TPR	1	1	0.4	2363	6.7865	428260	1	293	60
P12277	11	Creatine kinase B-type	CKB	1	11	46.2	381	78.872	51484000	14	294	930
P12429	13	Annexin A3	ANXA3	1	13	48.3	323	88.519	24448000	17	295	343
P12814	13;1	Alpha-actinin-1	ACTN1	2	13	23.2	892;894	88.738	22204000	14	296	291
P12955	2	Xaa-Pro dipeptidase	PEPD	1	2	3.7	493	12.143	951410	2	297	631
P12956	17	X-ray repair cross-complementing protein 6	XRCC6	1	17	32.7	609	129.63	49864000	18	298	874
P13010	13	X-ray repair cross-complementing protein 5	XRCC5	1	13	29.0	732	88.148	22882000	16	299	1038
P13489	5	Ribonuclease inhibitor	RNH1	1	5	14.1	461	36.628	4155800	6	300	1452
P13639	32	Elongation factor 2	EEF2	1	32	41.4	858	236.45	189070000	47	301	336
P13667	11	Protein disulfide-isomerase A4	PDIA4	1	11	22.5	645	75.031	18225000	12	302	934
P13674	5	Prolyl 4-hydroxylase subunit alpha-1	P4HA1	1	5	10.3	534	32.71	3601400	5	303	978
P13693	4;2	Translationally-controlled tumor protein;TPT1-like protein	TPT1	2	4	27.3	172;140	25.575	7007800	5	304	937
P13797	10;3;2	Plastin-3	PLS3	3	10	22.1	630;629;627	73.464	11265000	11	305	407
P13798	1	Acylamino-acid-releasing enzyme	APEH	1	1	1.6	732	8.1733	832330	1	306	5069
P13804	3	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	1	3	13.8	333	20.649	2010900	3	307	2389
P13807	2	Glycogen [starch] synthase, muscle	GYS1	1	2	4.9	737	11.13	1337900	2	308	4720
P13984	1	General transcription factor IIF subunit 2	GTF2F2	1	1	4.0	249	6.286	404170	1	309	4086
P13987	1	CD59 glycoprotein	CD59	1	1	9.4	128	6.1322	720740	1	310	1796
P13995	1	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase	MTHFD2	1	1	3.1	350	6.9125	1005500	1	311	4192
P14174	2	Macrophage migration inhibitory factor	MIF	1	2	17.4	115	30.112	29661000	7	312	3796
P14314	5	Glucosidase 2 subunit beta	PRKCSH	1	5	16.1	528	35.517	7184900	5	313	487
P14324	4	Farnesyl pyrophosphate synthase	FDPS	1	4	12.4	419	25.641	3205600	4	314	714
P14550	2	Alcohol dehydrogenase [NADP(+)]	AKR1A1	1	2	9.8	325	13.071	2440700	2	315	639
P14618	29;1	Pyruvate kinase PKM	PKM	2	29	61.4	531;574	245.59	384450000	51	316	130
P14625	19;1	Endoplasmin	HSP90B1	2	19	30.0	803;399	132.07	47126000	21	317	885
P14854	1	Cytochrome c oxidase subunit 6B1	COX6B1	1	1	12.8	86	5.8146	1073900	1	318	4435
P14866	4;1	Heterogeneous nuclear ribonucleoprotein L	HNRNPL	2	4	7.5	589;542	24.63	3214900	4	319	3523
P14868	8	Aspartate--tRNA ligase, cytoplasmic	DARS	1	8	17.2	501	51.225	7953100	8	320	82
P14923	1;1	Junction plakoglobin;Catenin beta-1	JUP;CTNNB1	2	1	1.7	745;781	5.8175	565890	1	321	5889
P14927	2	Cytochrome b-c1 complex subunit 7	UQCRB	1	2	20.7	111	14.371	1959000	2	322	6563
P15121	5;1	Aldose reductase	AKR1B1	2	5	24.1	316;316	29.448	9659400	5	323	241
P15170	4	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	GSPT1	1	4	12.2	499	26.147	4815800	4	324	2287
P15311	5	Ezrin	EZR	1	5	9.0	586	34.783	6543400	6	325	423
P15531	7	Nucleoside diphosphate kinase A	NME1	1	7	34.9	152	63.877	52744000	13	326	1041
P15559	8	NAD(P)H dehydrogenase [quinone] 1	NQO1	1	8	30.3	274	49.936	28587000	10	327	1006
P15880	5	40S ribosomal protein S2	RPS2	1	5	18.4	293	39.101	38178000	6	328	2519
P16152	10;2	Carbonyl reductase [NADPH] 1	CBR1	2	10	52.3	277;277	74.938	18110000	11	329	1086
P48454	1;1;1	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform;Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	PPP3CC;PPP3CA;PPP3CB	3	1	2.0	512;521;524	6.751	792920	1	330	6685
P16401	4	Histone H1.5	HIST1H1B	1	4	21.2	226	27.761	16411000	4	331	279
P16403	3;2;2;1;1	Histone H1.2;Histone H1.4;Histone H1.3	HIST1H1C;HIST1H1E;HIST1H1D	5	3	18.3	213;219;221;207;215	21.132	49761000	5	332	276
P16422	1	Epithelial cell adhesion molecule	EPCAM	1	1	5.1	314	6.131	788780	1	333	5768
P16520	1	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3	GNB3	1	1	2.1	340	6.4216	7169300	1	334	2157
P16615	11;3;1	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	ATP2A2	3	11	15.7	1042;1001;999	68.389	8920100	11	335	691
P16949	2;1	Stathmin;Stathmin-2	STMN1;STMN2	2	2	14.8	149;179	14.04	10144000	3	336	509
P17096	2	High mobility group protein HMG-I/HMG-Y	HMGA1	1	2	15.0	107	11.177	1751400	2	337	3419
P17174	7	Aspartate aminotransferase, cytoplasmic	GOT1	1	7	26.2	413	40.733	7426400	7	338	1563
P22694	2;2	cAMP-dependent protein kinase catalytic subunit beta;cAMP-dependent protein kinase catalytic subunit alpha	PRKACB;PRKACA	2	2	5.4	351;351	11.345	943950	2	339	1930
P17655	8	Calpain-2 catalytic subunit	CAPN2	1	8	15.7	700	50.029	12772000	8	340	1337
P17693	1	HLA class I histocompatibility antigen, alpha chain G	HLA-G	1	1	3.0	338	7.9069	0	1	341	1149
P17706	1	Tyrosine-protein phosphatase non-receptor type 2	PTPN2	1	1	2.2	415	5.8122	540260	1	342	6542
P17812	1	CTP synthase 1	CTPS1	1	1	3.0	591	5.6565	496970	0	343	4744
P17844	15	Probable ATP-dependent RNA helicase DDX5	DDX5	1	15	14.5	614	100.05	25691000	15	344	435
P17858	4	ATP-dependent 6-phosphofructokinase, liver type	PFKL	1	4	7.9	780	24.732	2919000	4	345	681
P17931	3	Galectin-3	LGALS3	1	3	11.6	250	17.379	3587300	3	346	2418
P17980	8	26S protease regulatory subunit 6A	PSMC3	1	8	22.8	439	62.075	13925000	8	347	402
P17987	9	T-complex protein 1 subunit alpha	TCP1	1	9	17.6	556	54.165	10471000	8	348	2804
P18031	2	Tyrosine-protein phosphatase non-receptor type 1	PTPN1	1	2	4.6	435	12.749	2354900	2	349	1981
P18077	3	60S ribosomal protein L35a	RPL35A	1	3	20.9	110	16.622	6782300	3	350	236
P18085	4	ADP-ribosylation factor 4	ARF4	1	4	23.3	180	27.279	7026900	4	351	755
P18124	8	60S ribosomal protein L7	RPL7	1	8	40.3	248	48.355	23901000	6	352	205
P18206	19	Vinculin	VCL	1	19	20.5	1134	124.84	13437000	19	353	488
P18621	5	60S ribosomal protein L17	RPL17	1	5	31.0	184	29.925	17882000	6	354	1579
P18669	9;3;3	Phosphoglycerate mutase 1	PGAM1	3	9	52.8	254;253;254	98.427	45570000	10	355	356
P18754	1	Regulator of chromosome condensation	RCC1	1	1	1.9	421	5.6728	553740	1	356	6068
P18859	2	ATP synthase-coupling factor 6, mitochondrial	ATP5J	1	2	14.8	108	11.169	1195200	1	357	1456
P19338	15	Nucleolin	NCL	1	15	24.1	710	101.18	69563000	19	358	308
P19367	4;1	Hexokinase-1	HK1	2	4	3.5	917;917	26.224	2626900	5	359	2101
P19525	1	Interferon-induced, double-stranded RNA-activated protein kinase	EIF2AK2	1	1	2.2	551	7.6754	692330	1	360	6169
P19623	3	Spermidine synthase	SRM	1	3	14.2	302	18.081	2379000	3	361	1626
P19971	1	Thymidine phosphorylase	TYMP	1	1	3.1	482	7.1366	681970	1	362	358
P20042	4	Eukaryotic translation initiation factor 2 subunit 2	EIF2S2	1	4	17.1	333	30.574	4741100	4	363	750
P20073	6	Annexin A7	ANXA7	1	6	12.7	488	38.585	5941200	6	364	951
P20290	2	Transcription factor BTF3	BTF3	1	2	21.4	206	12.288	2204100	2	365	437
P61020	2;2;2	Ras-related protein Rab-5B;Ras-related protein Rab-5A;Ras-related protein Rab-5C	RAB5B;RAB5A;RAB5C	3	2	10.2	215;215;216	14.366	475390	2	366	1799
P20340	3;3;1	Ras-related protein Rab-6A;Ras-related protein Rab-6B	RAB6A;RAB6B	3	3	14.4	208;208;217	18.746	4802700	3	367	4036
P20618	3	Proteasome subunit beta type-1	PSMB1	1	3	13.7	241	18.921	4523200	3	368	1125
P20674	1	Cytochrome c oxidase subunit 5A, mitochondrial	COX5A	1	1	6.0	150	6.3961	0	1	369	3920
P20700	8	Lamin-B1	LMNB1	1	8	17.2	586	51.293	7438500	9	370	131
P20962	1	Parathymosin	PTMS	1	1	10.8	102	7.3576	1515600	1	371	5412
P21291	4	Cysteine and glycine-rich protein 1	CSRP1	1	4	36.8	193	25.019	3865900	4	372	2202
P21333	41	Filamin-A	FLNA	1	41	24.3	2647	257.27	59211000	43	373	116
P21399	4	Cytoplasmic aconitate hydratase	ACO1	1	4	7.3	889	23.871	1927700	3	374	2439
P21796	12	Voltage-dependent anion-selective channel protein 1	VDAC1	1	12	60.8	283	84.844	30905000	13	375	1354
P21912	2	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	SDHB	1	2	8.2	280	12.483	1625100	2	376	977
P21926	3	CD9 antigen	CD9	1	3	18.4	228	17.953	2263500	3	377	244
P21964	2	Catechol O-methyltransferase	COMT	1	2	11.4	271	13.598	1602600	2	378	3440
P21980	17	Protein-glutamine gamma-glutamyltransferase 2	TGM2	1	17	33.2	687	128.24	68647000	20	379	346
P22087	2	rRNA 2-O-methyltransferase fibrillarin	FBL	1	2	8.4	321	12.667	1718500	1	380	844
P22090	2;1	40S ribosomal protein S4, Y isoform 1;40S ribosomal protein S4, Y isoform 2	RPS4Y1;RPS4Y2	2	2	11.0	263;263	13.59	2506600	2	381	748
P22102	10	Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase	GART	1	10	13.5	1010	61.739	16703000	11	382	186
P22234	6	Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase	PAICS	1	6	16.7	425	42.544	17844000	7	383	153
P22314	16	Ubiquitin-like modifier-activating enzyme 1	UBA1	1	16	21.0	1058	111.57	16535000	16	384	141
P22392	3;2	Nucleoside diphosphate kinase B;Putative nucleoside diphosphate kinase	NME2;NME2P1	2	3	28.9	152;137	20.357	65515000	10	385	1043
P22626	11	Heterogeneous nuclear ribonucleoproteins A2/B1	HNRNPA2B1	1	11	40.5	353	112.5	81259000	18	386	1143
P22695	4	Cytochrome b-c1 complex subunit 2, mitochondrial	UQCRC2	1	4	13.5	453	26.469	3920100	5	387	3995
P23193	2	Transcription elongation factor A protein 1	TCEA1	1	2	6.3	301	11.751	1535600	2	388	1085
P23246	8	Splicing factor, proline- and glutamine-rich	SFPQ	1	8	12.0	707	50.432	15971000	8	389	413
Q9NRH3	3;3	Tubulin gamma-2 chain;Tubulin gamma-1 chain	TUBG2;TUBG1	2	3	7.8	451;451	19.088	1703200	3	390	607
P23284	4	Peptidyl-prolyl cis-trans isomerase B	PPIB	1	4	20.4	216	24.825	3674700	4	391	821
P23368	1	NAD-dependent malic enzyme, mitochondrial	ME2	1	1	2.7	584	8.3623	689000	1	392	4650
P23381	5	Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS	WARS	1	5	14.9	471	32.602	4686800	5	393	329
P23396	9	40S ribosomal protein S3	RPS3	1	9	40.7	243	57.88	34251000	10	394	76
P23526	8	Adenosylhomocysteinase	AHCY	1	8	18.5	432	51.753	16579000	8	395	1774
P23528	8	Cofilin-1	CFL1	1	8	38.0	166	65.24	68760000	13	396	512
P23588	2	Eukaryotic translation initiation factor 4B	EIF4B	1	2	3.9	611	11.677	2023900	2	397	48
P23919	1	Thymidylate kinase	DTYMK	1	1	5.2	212	6.7725	1243500	1	398	2071
P23921	1	Ribonucleoside-diphosphate reductase large subunit	RRM1	1	1	1.3	792	6.8106	524820	1	399	5394
P24534	4	Elongation factor 1-beta	EEF1B2	1	4	32.0	225	27.656	14363000	4	400	4028
P24666	4	Low molecular weight phosphotyrosine protein phosphatase	ACP1	1	4	35.4	158	26.995	3197300	4	401	2908
P24752	2	Acetyl-CoA acetyltransferase, mitochondrial	ACAT1	1	2	6.1	427	12.79	2329400	2	402	1688
P24941	1;1	Cyclin-dependent kinase 2;Cyclin-dependent kinase 3	CDK2;CDK3	2	1	4.7	298;305	6.7278	604470	1	403	314
P25205	9	DNA replication licensing factor MCM3	MCM3	1	9	13.2	808	59.48	6742400	8	404	210
P25398	5	40S ribosomal protein S12	RPS12	1	5	41.7	132	31.651	9111700	5	405	1098
P25685	3;1	DnaJ homolog subfamily B member 1	DNAJB1	2	3	9.4	340;337	19.135	2384000	3	406	1166
P25705	11	ATP synthase subunit alpha, mitochondrial	ATP5A1	1	11	25.9	553	84.568	23150000	12	407	577
P25786	7	Proteasome subunit alpha type-1	PSMA1	1	7	31.9	263	41.765	9752500	7	408	1636
P25787	4	Proteasome subunit alpha type-2	PSMA2	1	4	32.1	234	29.418	13936000	5	409	2627
P25788	2	Proteasome subunit alpha type-3	PSMA3	1	2	11.4	255	15.761	5227100	2	410	3032
P25789	3	Proteasome subunit alpha type-4	PSMA4	1	3	9.6	261	17.751	4307100	3	411	5060
P26006	5	Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain	ITGA3	1	5	7.1	1051	36.114	3731500	5	412	1203
P26038	10	Moesin	MSN	1	10	13.0	577	70.576	20943000	13	413	305
P26196	4	Probable ATP-dependent RNA helicase DDX6	DDX6	1	4	12.0	483	25.338	2786300	3	414	2575
P26358	1	DNA (cytosine-5)-methyltransferase 1	DNMT1	1	1	0.9	1616	8.1429	554130	1	415	3986
P26368	3	Splicing factor U2AF 65 kDa subunit	U2AF2	1	3	8.6	475	20.427	3134600	3	416	1508
P26373	5	60S ribosomal protein L13	RPL13	1	5	25.6	211	79.36	20998000	6	417	3509
P26583	1	High mobility group protein B2	HMGB2	1	1	6.2	209	7.7819	910070	1	418	5124
P26599	6	Polypyrimidine tract-binding protein 1	PTBP1	1	6	20.7	531	48.402	14228000	8	419	2479
P26639	16;2	Threonine--tRNA ligase, cytoplasmic	TARS	2	16	28.9	723;802	106.48	38331000	18	420	138
P26640	10	Valine--tRNA ligase	VARS	1	10	10.1	1264	68.537	10539000	10	421	368
P26641	13	Elongation factor 1-gamma	EEF1G	1	13	38.7	437	105.28	78229000	21	422	8
P26885	1	Peptidyl-prolyl cis-trans isomerase FKBP2	FKBP2	1	1	8.5	142	7.5927	1079200	1	423	4207
P27348	6	14-3-3 protein theta	YWHAQ	1	6	35.1	245	46.743	11668000	7	424	625
P27635	5;1	60S ribosomal protein L10	RPL10	2	5	31.8	214;214	30.799	6624800	5	425	1370
P27694	1	Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed	RPA1	1	1	3.7	616	6.6257	1269000	1	426	5136
P27695	9	DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial	APEX1	1	9	44.0	318	58.85	17546000	10	427	322
P27708	10	CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase	CAD	1	10	6.5	2225	73.237	6740900	10	428	40
P27797	10	Calreticulin	CALR	1	10	35.3	417	65.385	36043000	11	429	688
P27816	5	Microtubule-associated protein 4	MAP4	1	5	6.0	1152	32.47	2962800	5	430	1122
P27824	11	Calnexin	CANX	1	11	20.4	592	72.779	30569000	12	431	120
P28066	6	Proteasome subunit alpha type-5	PSMA5	1	6	29.0	241	41.622	14807000	6	432	242
P28070	3	Proteasome subunit beta type-4	PSMB4	1	3	19.7	264	20.674	4062700	3	433	1795
P28072	2	Proteasome subunit beta type-6	PSMB6	1	2	8.8	239	12.257	3184800	2	434	3447
P28074	4	Proteasome subunit beta type-5	PSMB5	1	4	21.3	263	31.654	4358400	4	435	531
P28838	6	Cytosol aminopeptidase	LAP3	1	6	14.8	519	40.368	6748100	6	436	1635
P29373	1	Cellular retinoic acid-binding protein 2	CRABP2	1	1	6.5	138	6.1156	500520	1	437	5134
P29401	16	Transketolase	TKT	1	16	37.6	623	109.03	83107000	19	438	579
P29692	8	Elongation factor 1-delta	EEF1D	1	8	35.6	281	61.409	20677000	9	439	1786
P30040	4	Endoplasmic reticulum resident protein 29	ERP29	1	4	14.2	261	25.667	6510700	4	440	1620
P30041	11	Peroxiredoxin-6	PRDX6	1	11	59.8	224	95.093	37084000	14	441	831
P30043	7	Flavin reductase (NADPH)	BLVRB	1	7	55.8	206	48.722	11082000	8	442	696
P30044	5	Peroxiredoxin-5, mitochondrial	PRDX5	1	5	28.0	214	30.786	8756400	5	443	1967
P30046	3;2	D-dopachrome decarboxylase;D-dopachrome decarboxylase-like protein	DDT;DDTL	2	3	30.5	118;134	24.571	3363800	4	444	1823
P30048	5	Thioredoxin-dependent peroxide reductase, mitochondrial	PRDX3	1	5	28.9	256	34.726	11100000	5	445	179
P30049	1	ATP synthase subunit delta, mitochondrial	ATP5D	1	1	8.3	168	7.5242	1510900	1	446	461
P30050	5	60S ribosomal protein L12	RPL12	1	5	49.1	165	43.71	21701000	8	447	716
P30084	3	Enoyl-CoA hydratase, mitochondrial	ECHS1	1	3	16.6	290	19.194	2282600	3	448	353
P30085	3	UMP-CMP kinase	CMPK1	1	3	20.4	196	17.364	2522300	3	449	1882
P30086	10	Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide	PEBP1	1	10	73.3	187	67.674	16162000	12	450	451
P30101	18	Protein disulfide-isomerase A3	PDIA3	1	18	38.6	505	123.92	68788000	23	451	751
P30153	6;3	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	PPP2R1A;PPP2R1B	2	6	16.0	589;601	42.836	8267200	7	452	1311
P30419	3;1	Glycylpeptide N-tetradecanoyltransferase 1	NMT1	2	3	9.3	496;498	22.631	2281300	3	453	232
P30520	1	Adenylosuccinate synthetase isozyme 2	ADSS	1	1	2.4	456	6.4755	643970	1	454	1513
P30533	1	Alpha-2-macroglobulin receptor-associated protein	LRPAP1	1	1	3.6	357	7.1767	614970	1	455	6096
P30566	2	Adenylosuccinate lyase	ADSL	1	2	8.1	484	11.104	980160	1	456	201
P30626	4	Sorcin	SRI	1	4	19.2	198	24.218	3396300	4	457	372
P30740	2	Leukocyte elastase inhibitor	SERPINB1	1	2	8.2	379	13.259	1247900	2	458	1750
P30837	3	Aldehyde dehydrogenase X, mitochondrial	ALDH1B1	1	3	7.0	517	18.836	1701100	3	459	1288
P30876	1	DNA-directed RNA polymerase II subunit RPB2	POLR2B	1	1	0.9	1174	6.7576	476190	1	460	4843
P31040	2	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	SDHA	1	2	6.5	664	12.885	1414700	2	461	2553
