Protein IDs	Peptide counts (razor+unique)	Protein names	Gene names	Number of proteins	Razor + unique peptides	Unique sequence coverage [%]	Sequence lengths	Score	Intensity	MS/MS count	id	Best MS/MS
P08195	13	4F2 cell-surface antigen heavy chain	SLC3A2	1	13	25.6	630	83.641	12639000	13	226	84
P08238	25;10	Heat shock protein HSP 90-beta	HSP90AB1	2	25	22.5	724;597	261.07	357500000	53	227	83
P08243	6	Asparagine synthetase [glutamine-hydrolyzing]	ASNS	1	6	14.1	561	39.256	12788000	5	228	95
P08574	4	Cytochrome c1, heme protein, mitochondrial	CYC1	1	4	15.4	325	23.271	3383700	4	229	1017
P08579	3	U2 small nuclear ribonucleoprotein B	SNRPB2	1	3	8.0	225	18.86	3768200	3	230	701
P08621	3	U1 small nuclear ribonucleoprotein 70 kDa	SNRNP70	1	3	6.6	437	20.44	2836700	3	231	945
P08670	18;2;2;1;1;1;1	Vimentin	VIM	7	18	45.9	466;470;470;499;543;916;1026	132.68	39529000	22	232	930
P08708	2	40S ribosomal protein S17	RPS17	1	2	24.4	135	14.089	6087000	3	233	938
P08758	11	Annexin A5	ANXA5	1	11	49.4	320	74.994	24460000	12	234	877
P08865	11	40S ribosomal protein SA	RPSA	1	11	47.8	295	74.824	35253000	15	235	75
P09012	1	U1 small nuclear ribonucleoprotein A	SNRPA	1	1	6.4	282	6.3773	1139600	1	236	701
P09104	1	Gamma-enolase	ENO2	1	1	3.7	434	5.7998	706450	1	237	52
P09211	7	Glutathione S-transferase P	GSTP1	1	7	46.7	210	47.737	16354000	7	238	150
P09382	5	Galectin-1	LGALS1	1	5	51.1	135	38.623	13522000	6	239	60
P09429	5;2	High mobility group protein B1	HMGB1	2	5	20.9	215;211	30.19	10942000	7	240	2052
P09493	1	Tropomyosin alpha-1 chain	TPM1	1	1	3.5	284	6.1767	1941400	1	241	3041
P09496	3	Clathrin light chain A	CLTA	1	3	9.7	248	17.336	3760700	3	242	1389
P09525	6	Annexin A4	ANXA4	1	6	24.5	319	44.275	6816800	5	243	741
P09619	1	Platelet-derived growth factor receptor beta	PDGFRB	1	1	0.6	1106	5.8012	3876100	1	244	3661
P09622	2	Dihydrolipoyl dehydrogenase, mitochondrial	DLD	1	2	4.9	509	13.927	1956600	2	245	345
P09651	10;7;5	Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2	HNRNPA1;HNRNPA1L2	3	10	30.6	372;320;275	104.85	74904000	17	246	1075
P09661	3	U2 small nuclear ribonucleoprotein A	SNRPA1	1	3	13.3	255	19.903	1859800	3	247	2277
P09874	10	Poly [ADP-ribose] polymerase 1	PARP1	1	10	13.0	1014	64.935	12178000	11	248	380
P09936	7	Ubiquitin carboxyl-terminal hydrolase isozyme L1	UCHL1	1	7	49.8	223	47.118	31738000	9	249	1847
P09960	8	Leukotriene A-4 hydrolase	LTA4H	1	8	18.7	611	52.247	6186100	9	250	223
P09972	1	Fructose-bisphosphate aldolase C	ALDOC	1	1	6.3	364	8.845	2201300	2	251	2471
Q71UI9	3;3	Histone H2A.V;Histone H2A.Z	H2AFV;H2AFZ	2	3	7.8	128;128	21.36	13216000	4	252	178
P0C860	1;1	Putative male-specific lethal-3 protein-like 2;Male-specific lethal 3 homolog	MSL3P1;MSL3	2	1	1.6	447;521	5.7258	616600	1	253	3792
P0DMV8	16;16;2	Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B	HSPA1A;HSPA1B	3	16	17.5	641;641;367	107.54	38896000	18	254	4
P0DP25	3;3;3;1;1			5	3	24.2	149;149;149;149;160	29.922	12503000	3	255	88
P0DPA3	1			1	1	7.2	235	6.8151	5509700	1	256	3815
P10155	1	60 kDa SS-A/Ro ribonucleoprotein	TROVE2	1	1	2.8	538	6.9385	1210800	1	257	5602
P10321	1	HLA class I histocompatibility antigen, Cw-7 alpha chain	HLA-C	1	1	3.3	366	8.096	2228200	1	258	617
P16403	2;2;2;1;1	Histone H1.2;Histone H1.4;Histone H1.3;Histone H1t;Histone H1.1	HIST1H1C;HIST1H1E;HIST1H1D;HIST1H1T;HIST1H1A	5	2	10.8	213;219;221;207;215	14.694	43059000	3	259	254
P10515	1	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	DLAT	1	1	1.4	647	6.1355	439760	1	260	3082
P10599	3	Thioredoxin	TXN	1	3	34.3	105	22.245	13080000	3	261	4099
P10606	1	Cytochrome c oxidase subunit 5B, mitochondrial	COX5B	1	1	8.5	129	6.4964	499330	1	262	2240
P10620	1	Microsomal glutathione S-transferase 1	MGST1	1	1	8.4	155	8.169	4445200	1	263	5868
P10644	3	cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed	PRKAR1A	1	3	10.5	381	18.178	1437200	3	264	3533
P10768	3	S-formylglutathione hydrolase	ESD	1	3	18.8	282	20.757	3315900	3	265	156
P10809	21	60 kDa heat shock protein, mitochondrial	HSPD1	1	21	50.4	573	170.85	98942000	28	266	43
P11021	21	78 kDa glucose-regulated protein	HSPA5	1	21	39.9	654	166.14	87334000	28	267	252
P11142	22;7	Heat shock cognate 71 kDa protein	HSPA8	2	22	39.3	646;639	184.13	172330000	46	268	463
P11166	2	Solute carrier family 2, facilitated glucose transporter member 1	SLC2A1	1	2	3.7	492	13.274	2683100	2	269	5393
P11177	2	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB	1	2	6.4	359	14.102	1188400	2	270	805
P11279	2	Lysosome-associated membrane glycoprotein 1	LAMP1	1	2	4.8	417	12.496	1041100	2	271	334
P11387	4	DNA topoisomerase 1	TOP1	1	4	7.6	765	24.476	2797600	4	272	107
P11388	2;1	DNA topoisomerase 2-alpha;DNA topoisomerase 2-beta	TOP2A;TOP2B	2	2	2.3	1531;1626	13.447	1488400	2	273	1414
P11413	17	Glucose-6-phosphate 1-dehydrogenase	G6PD	1	17	40.8	515	109.62	30879000	18	274	1219
P11586	21	C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed	MTHFD1	1	21	29.6	935	144.04	22635000	23	275	34
P11908	4;2	Ribose-phosphate pyrophosphokinase 2;Ribose-phosphate pyrophosphokinase 3	PRPS2;PRPS1L1	2	4	8.5	318;318	28.638	2615800	4	276	3776
P11940	14;7;3;1	Polyadenylate-binding protein 1;Polyadenylate-binding protein 3	PABPC1;PABPC3	4	14	16.2	636;631;614;200	87.921	27993000	15	277	273
P12004	4	Proliferating cell nuclear antigen	PCNA	1	4	20.3	261	26.343	4397100	5	278	102
P12081	2;1	Histidine--tRNA ligase, cytoplasmic;Probable histidine--tRNA ligase, mitochondrial	HARS;HARS2	2	2	4.3	509;506	13.379	1192200	2	279	472
P12236	4;2	ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed;ADP/ATP translocase 1	SLC25A6;SLC25A4	2	4	20.1	298;298	24.038	6409300	4	280	56
P12268	6	Inosine-5-monophosphate dehydrogenase 2	IMPDH2	1	6	17.3	514	40.808	10143000	8	281	799
P12270	2	Nucleoprotein TPR	TPR	1	2	0.8	2363	13.141	1255400	2	282	51
P12277	11	Creatine kinase B-type	CKB	1	11	46.2	381	88.972	46126000	19	283	866
P12429	12	Annexin A3	ANXA3	1	12	43.7	323	80.329	21186000	16	284	319
P12814	11	Alpha-actinin-1	ACTN1	1	11	19.6	892	77.619	19635000	13	285	271
P12955	1	Xaa-Pro dipeptidase	PEPD	1	1	2.0	493	5.7112	405680	1	286	6131
P12956	13	X-ray repair cross-complementing protein 6	XRCC6	1	13	25.9	609	99.719	40681000	16	287	876
P13010	9	X-ray repair cross-complementing protein 5	XRCC5	1	9	20.2	732	66.986	14521000	10	288	972
P13073	2	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	COX4I1	1	2	13.0	169	12.018	1863200	2	289	4946
P13489	5	Ribonuclease inhibitor	RNH1	1	5	14.1	461	38.634	3666900	5	290	1378
P13639	32	Elongation factor 2	EEF2	1	32	41.6	858	219.54	146760000	43	291	312
P13667	13	Protein disulfide-isomerase A4	PDIA4	1	13	25.7	645	85.339	20360000	14	292	768
P13674	5	Prolyl 4-hydroxylase subunit alpha-1	P4HA1	1	5	12.7	534	32.075	4089600	5	293	1747
P13693	3;1	Translationally-controlled tumor protein	TPT1	2	3	19.8	172;140	21.859	4598300	3	294	874
P13797	10;2;2	Plastin-3	PLS3	3	10	20.6	630;627;629	70.075	9738200	11	295	381
P13798	1	Acylamino-acid-releasing enzyme	APEH	1	1	1.6	732	7.5203	728440	1	296	4904
P13804	1	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	1	1	3.9	333	7.5814	667800	1	297	3476
P13995	1	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase	MTHFD2	1	1	3.1	350	6.3356	987120	1	298	4029
P14174	2	Macrophage migration inhibitory factor	MIF	1	2	17.4	115	28.491	28335000	7	299	3629
P14314	5	Glucosidase 2 subunit beta	PRKCSH	1	5	16.1	528	36.883	7378700	5	300	456
P14324	5	Farnesyl pyrophosphate synthase	FDPS	1	5	14.8	419	30.88	4314200	5	301	522
P14550	3	Alcohol dehydrogenase [NADP(+)]	AKR1A1	1	3	12.3	325	18.25	2979300	3	302	601
P14618	29;1	Pyruvate kinase PKM	PKM	2	29	65.9	531;574	241.72	364410000	53	303	115
P14625	20;2	Endoplasmin	HSP90B1	2	20	29.5	803;399	142.15	48704000	24	304	820
P14854	1	Cytochrome c oxidase subunit 6B1	COX6B1	1	1	12.8	86	6.3608	1340400	1	305	4279
P14866	4	Heterogeneous nuclear ribonucleoprotein L	HNRNPL	1	4	10.0	589	24.906	2945500	4	306	237
P14868	11	Aspartate--tRNA ligase, cytoplasmic	DARS	1	11	22.6	501	70.112	9445400	12	307	70
P14923	1;1	Junction plakoglobin;Catenin beta-1	JUP;CTNNB1	2	1	1.7	745;781	7.0145	632990	1	308	5713
P15121	6;1	Aldose reductase	AKR1B1	2	6	23.1	316;316	36.305	9862900	6	309	216
P15170	3	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	GSPT1	1	3	9.8	499	17.581	3745800	3	310	2179
P15311	5	Ezrin	EZR	1	5	8.2	586	29.94	4781200	5	311	397
P15531	4	Nucleoside diphosphate kinase A	NME1	1	4	34.9	152	28.413	21379000	7	312	975
P15559	10	NAD(P)H dehydrogenase [quinone] 1	NQO1	1	10	41.2	274	77.074	32523000	12	313	306
P15880	4	40S ribosomal protein S2	RPS2	1	4	14.7	293	31.851	34225000	6	314	3911
P16152	10;2	Carbonyl reductase [NADPH] 1	CBR1	2	10	53.1	277;277	77.856	17617000	11	315	1016
P48454	1;1;1	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform;Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	PPP3CC;PPP3CA;PPP3CB	3	1	2.0	512;521;524	6.8172	791880	1	316	6486
P16401	4	Histone H1.5	HIST1H1B	1	4	21.2	226	27.13	15634000	4	317	256
P16422	1	Epithelial cell adhesion molecule	EPCAM	1	1	5.1	314	7.0988	736700	1	318	5596
P16615	7;3;1	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	ATP2A2	3	7	8.6	1042;1001;999	46.39	6849800	7	319	646
P16949	2;1	Stathmin;Stathmin-2	STMN1;STMN2	2	2	14.8	149;179	14.563	9164600	2	320	479
P17096	2	High mobility group protein HMG-I/HMG-Y	HMGA1	1	2	15.0	107	11.475	1850700	2	321	3273
P17174	5	Aspartate aminotransferase, cytoplasmic	GOT1	1	5	19.1	413	29.863	5589900	5	322	1490
P22694	1;1	cAMP-dependent protein kinase catalytic subunit beta;cAMP-dependent protein kinase catalytic subunit alpha	PRKACB;PRKACA	2	1	2.6	351;351	6.087	499470	1	323	4396
P17655	6	Calpain-2 catalytic subunit	CAPN2	1	6	15.3	700	39.228	9393500	6	324	2158
P17844	16	Probable ATP-dependent RNA helicase DDX5	DDX5	1	16	17.9	614	103.1	26269000	15	325	408
P17858	4	ATP-dependent 6-phosphofructokinase, liver type	PFKL	1	4	7.9	780	25.53	2393500	4	326	639
P17931	5	Galectin-3	LGALS3	1	5	22.4	250	31.931	4297000	5	327	2310
P17980	9	26S protease regulatory subunit 6A	PSMC3	1	9	24.4	439	66.884	14703000	9	328	417
P17987	9	T-complex protein 1 subunit alpha	TCP1	1	9	18.0	556	57.78	8812200	9	329	2686
P18031	2	Tyrosine-protein phosphatase non-receptor type 1	PTPN1	1	2	4.6	435	13.401	1936400	2	330	1881
P18077	2	60S ribosomal protein L35a	RPL35A	1	2	12.7	110	11.049	4493600	2	331	211
P18085	4	ADP-ribosylation factor 4	ARF4	1	4	23.3	180	28.12	7213400	5	332	709
P18124	7	60S ribosomal protein L7	RPL7	1	7	33.1	248	41.462	21328000	6	333	179
P18206	17	Vinculin	VCL	1	17	18.6	1134	117.0	12500000	17	334	457
P18621	5	60S ribosomal protein L17	RPL17	1	5	37.0	184	32.104	18289000	6	335	1506
P18669	8;3;3	Phosphoglycerate mutase 1	PGAM1	3	8	45.7	254;253;254	114.23	37033000	11	336	329
P18754	1	Regulator of chromosome condensation	RCC1	1	1	1.9	421	5.7127	437810	1	337	5895
P19338	15	Nucleolin	NCL	1	15	24.9	710	105.29	65670000	17	338	285
P19367	4;1;1	Hexokinase-1	HK1	3	4	4.0	917;917;917	24.478	2286900	4	339	2733
P19525	1	Interferon-induced, double-stranded RNA-activated protein kinase	EIF2AK2	1	1	2.2	551	8.4461	620650	1	340	5985
P19623	3	Spermidine synthase	SRM	1	3	14.2	302	19.111	2231800	3	341	1550
P19784	1	Casein kinase II subunit alpha	CSNK2A2	1	1	5.4	350	7.372	1320400	2	342	3566
P19971	1	Thymidine phosphorylase	TYMP	1	1	3.1	482	8.1734	619000	1	343	332
P20042	5	Eukaryotic translation initiation factor 2 subunit 2	EIF2S2	1	5	19.5	333	34.807	4940400	5	344	705
P20073	6	Annexin A7	ANXA7	1	6	12.9	488	38.199	4394200	6	345	1258
P20290	2	Transcription factor BTF3	BTF3	1	2	21.4	206	12.679	2171500	2	346	411
P61020	1;1;1	Ras-related protein Rab-5B;Ras-related protein Rab-5A;Ras-related protein Rab-5C	RAB5B;RAB5A;RAB5C	3	1	5.1	215;215;216	6.3723	567790	1	347	4055
P20340	2;2;1	Ras-related protein Rab-6A;Ras-related protein Rab-6B;Ras-related protein Rab-39A	RAB6A;RAB6B;RAB39A	3	2	10.6	208;208;217	12.001	4636200	2	348	3862
P20618	5	Proteasome subunit beta type-1	PSMB1	1	5	23.2	241	28.949	7083500	5	349	1028
P20674	3	Cytochrome c oxidase subunit 5A, mitochondrial	COX5A	1	3	21.3	150	18.222	5156400	3	350	2851
P20700	7	Lamin-B1	LMNB1	1	7	16.0	586	44.614	6008900	7	351	116
P20962	1	Parathymosin	PTMS	1	1	10.8	102	7.8763	1249700	1	352	5254
P21291	5	Cysteine and glycine-rich protein 1	CSRP1	1	5	45.6	193	34.807	5038900	5	353	2102
P21333	38	Filamin-A	FLNA	1	38	21.8	2647	244.35	57528000	39	354	100
P21399	3	Cytoplasmic aconitate hydratase	ACO1	1	3	6.4	889	18.947	1477100	3	355	2990
P21796	11	Voltage-dependent anion-selective channel protein 1	VDAC1	1	11	60.8	283	82.69	28435000	11	356	1282
P21912	3	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	SDHB	1	3	11.8	280	19.226	1528600	3	357	911
P21926	1	CD9 antigen	CD9	1	1	11.0	228	6.8746	749610	1	358	219
P21964	1	Catechol O-methyltransferase	COMT	1	1	5.9	271	6.08	489760	0	359	3594
P21980	21;1	Protein-glutamine gamma-glutamyltransferase 2	TGM2	2	21	42.2	687;720	152.44	83139000	24	360	106
P22061	1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	PCMT1	1	1	4.8	227	6.9826	423610	1	361	1456
P22087	2	rRNA 2-O-methyltransferase fibrillarin	FBL	1	2	8.4	321	12.73	1518200	2	362	786
P22090	2;1	40S ribosomal protein S4, Y isoform 1	RPS4Y1	2	2	11.0	263;263	12.985	2487700	2	363	1163
P22102	10	Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase	GART	1	10	13.8	1010	64.357	14037000	10	364	161
P22234	6	Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase	PAICS	1	6	16.7	425	40.831	11974000	7	365	136
P22314	14	Ubiquitin-like modifier-activating enzyme 1	UBA1	1	14	18.8	1058	99.723	16264000	15	366	125
P22392	7;5	Nucleoside diphosphate kinase B;Putative nucleoside diphosphate kinase	NME2;NME2P1	2	7	34.9	152;137	55.297	82637000	12	367	976
P22626	12	Heterogeneous nuclear ribonucleoproteins A2/B1	HNRNPA2B1	1	12	43.6	353	97.436	69915000	13	368	1074
P22695	3	Cytochrome b-c1 complex subunit 2, mitochondrial	UQCRC2	1	3	9.9	453	25.009	3270800	4	369	3819
P23193	1	Transcription elongation factor A protein 1	TCEA1	1	1	3.3	301	5.9506	733370	1	370	4252
P23246	9	Splicing factor, proline- and glutamine-rich	SFPQ	1	9	13.7	707	59.751	15874000	9	371	592
Q9NRH3	4;4	Tubulin gamma-2 chain;Tubulin gamma-1 chain	TUBG2;TUBG1	2	4	13.1	451;451	26.337	2591100	4	372	573
P23284	5	Peptidyl-prolyl cis-trans isomerase B	PPIB	1	5	24.1	216	32.234	5441000	5	373	765
P23368	1	NAD-dependent malic enzyme, mitochondrial	ME2	1	1	2.7	584	6.4513	599220	1	374	4502
P23381	3	Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS	WARS	1	3	11.7	471	22.739	3350900	3	375	304
P23396	9	40S ribosomal protein S3	RPS3	1	9	46.9	243	60.934	25847000	10	376	122
P23526	10	Adenosylhomocysteinase	AHCY	1	10	22.7	432	65.187	18360000	10	377	1530
P23528	9	Cofilin-1	CFL1	1	9	46.4	166	94.896	68517000	15	378	480
P23588	4	Eukaryotic translation initiation factor 4B	EIF4B	1	4	8.7	611	24.137	3556800	4	379	37
P23919	1	Thymidylate kinase	DTYMK	1	1	5.2	212	6.2742	1163000	1	380	1973
P23921	1	Ribonucleoside-diphosphate reductase large subunit	RRM1	1	1	1.3	792	6.8124	515430	1	381	5236
P24534	3	Elongation factor 1-beta	EEF1B2	1	3	26.2	225	17.765	8642900	3	382	3853
P24539	1	ATP synthase F(0) complex subunit B1, mitochondrial	ATP5F1	1	1	5.9	256	5.9502	762480	1	383	4652
P24666	3	Low molecular weight phosphotyrosine protein phosphatase	ACP1	1	3	20.3	158	19.096	2415800	3	384	2780
P24752	3	Acetyl-CoA acetyltransferase, mitochondrial	ACAT1	1	3	7.7	427	18.123	4540200	3	385	1603
P24941	1;1	Cyclin-dependent kinase 2;Cyclin-dependent kinase 3	CDK2;CDK3	2	1	4.7	298;305	6.535	553600	1	386	292
P25205	8	DNA replication licensing factor MCM3	MCM3	1	8	12.5	808	56.179	7452500	9	387	184
P25398	5	40S ribosomal protein S12	RPS12	1	5	41.7	132	31.84	8096100	5	388	1033
P25685	5	DnaJ homolog subfamily B member 1	DNAJB1	1	5	11.8	340	32.252	3376700	5	389	1097
P25705	13	ATP synthase subunit alpha, mitochondrial	ATP5A1	1	13	29.1	553	98.991	33130000	15	390	544
P25786	8	Proteasome subunit alpha type-1	PSMA1	1	8	41.4	263	49.526	9633400	8	391	857
P25787	4	Proteasome subunit alpha type-2	PSMA2	1	4	30.8	234	26.948	12691000	5	392	30
P25788	4	Proteasome subunit alpha type-3	PSMA3	1	4	20.0	255	30.935	7929400	5	393	547
P25789	2	Proteasome subunit alpha type-4	PSMA4	1	2	6.5	261	11.228	2722400	2	394	4897
P26006	4	Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain	ITGA3	1	4	4.8	1051	26.575	3877100	5	395	1129
P26038	9	Moesin	MSN	1	9	12.5	577	64.932	20722000	12	396	282
P26196	3	Probable ATP-dependent RNA helicase DDX6	DDX6	1	3	8.5	483	20.068	1863600	3	397	2467
P26358	1	DNA (cytosine-5)-methyltransferase 1	DNMT1	1	1	0.9	1616	8.0632	502880	1	398	3811
P26368	4	Splicing factor U2AF 65 kDa subunit	U2AF2	1	4	10.3	475	26.444	6256200	4	399	1433
P26373	5	60S ribosomal protein L13	RPL13	1	5	25.6	211	89.397	19202000	7	400	3355
P26583	1	High mobility group protein B2	HMGB2	1	1	6.2	209	7.0536	652020	1	401	4956
P26599	6	Polypyrimidine tract-binding protein 1	PTBP1	1	6	24.3	531	48.215	15038000	9	402	2366
P26639	15;2	Threonine--tRNA ligase, cytoplasmic	TARS	2	15	27.1	723;802	98.032	22428000	16	403	123
P26640	10	Valine--tRNA ligase	VARS	1	10	10.1	1264	68.357	10479000	10	404	341
P26641	15	Elongation factor 1-gamma	EEF1G	1	15	39.8	437	119.82	91108000	21	405	7
P26885	1	Peptidyl-prolyl cis-trans isomerase FKBP2	FKBP2	1	1	8.5	142	7.1295	1043500	1	406	4047
P27348	6	14-3-3 protein theta	YWHAQ	1	6	35.1	245	46.789	10694000	7	407	588
P27635	4;1	60S ribosomal protein L10	RPL10	2	4	27.6	214;214	26.256	4480100	4	408	1294
P27694	2	Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed	RPA1	1	2	7.8	616	13.074	1667900	2	409	2024
P27695	9	DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial	APEX1	1	9	44.7	318	58.674	14103000	10	410	1101
P27708	9	CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase	CAD	1	9	6.0	2225	62.95	6840400	9	411	28
P27797	7	Calreticulin	CALR	1	7	23.3	417	43.27	14026000	7	412	1941
P27816	6	Microtubule-associated protein 4	MAP4	1	6	6.9	1152	39.18	3397100	6	413	1057
P27824	8	Calnexin	CANX	1	8	17.2	592	54.551	21435000	8	414	104
P28066	6	Proteasome subunit alpha type-5	PSMA5	1	6	31.5	241	42.888	12286000	6	415	217
P28070	2	Proteasome subunit beta type-4	PSMB4	1	2	12.1	264	15.116	4829200	2	416	4776
P28072	2	Proteasome subunit beta type-6	PSMB6	1	2	8.8	239	12.465	3063900	2	417	3296
P28074	4	Proteasome subunit beta type-5	PSMB5	1	4	19.0	263	28.857	4542500	4	418	250
P28838	7	Cytosol aminopeptidase	LAP3	1	7	16.2	519	47.584	7041100	7	419	1558
P29218	1	Inositol monophosphatase 1	IMPA1	1	1	4.0	277	6.6274	475100	1	420	5097
P29373	1	Cellular retinoic acid-binding protein 2	CRABP2	1	1	6.5	138	5.8767	517170	1	421	4965
P29401	14	Transketolase	TKT	1	14	35.8	623	95.644	56214000	17	422	631
P29692	9	Elongation factor 1-delta	EEF1D	1	9	38.8	281	67.909	23379000	10	423	1698
P30040	3	Endoplasmic reticulum resident protein 29	ERP29	1	3	12.3	261	21.156	6377600	3	424	1542
P30041	14	Peroxiredoxin-6	PRDX6	1	14	68.3	224	99.45	40274000	17	425	774
P30043	3	Flavin reductase (NADPH)	BLVRB	1	3	22.3	206	25.518	8194900	4	426	4287
P30044	5	Peroxiredoxin-5, mitochondrial	PRDX5	1	5	30.8	214	36.941	13302000	5	427	1552
P30046	2;1	D-dopachrome decarboxylase;D-dopachrome decarboxylase-like protein	DDT;DDTL	2	2	19.5	118;134	14.69	3818000	3	428	1726
P30048	6	Thioredoxin-dependent peroxide reductase, mitochondrial	PRDX3	1	6	33.6	256	39.719	15413000	7	429	154
P30049	1	ATP synthase subunit delta, mitochondrial	ATP5D	1	1	8.3	168	10.126	1424500	1	430	431
P30050	5	60S ribosomal protein L12	RPL12	1	5	49.1	165	31.684	12879000	6	431	673
P30084	4	Enoyl-CoA hydratase, mitochondrial	ECHS1	1	4	23.8	290	24.184	2799300	4	432	327
P30085	2	UMP-CMP kinase	CMPK1	1	2	10.2	196	11.875	1550800	2	433	1781
P30086	8	Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide	PEBP1	1	8	64.2	187	52.76	13655000	10	434	421
P30101	17	Protein disulfide-isomerase A3	PDIA3	1	17	42.0	505	123.72	63163000	22	435	706
P30153	6;3	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	PPP2R1A;PPP2R1B	2	6	16.0	589;601	47.766	9210800	8	436	1237
P30419	3;1	Glycylpeptide N-tetradecanoyltransferase 1	NMT1	2	3	9.3	496;498	23.403	2369600	3	437	206
P30533	1	Alpha-2-macroglobulin receptor-associated protein	LRPAP1	1	1	3.6	357	7.8308	491450	1	438	5919
P30626	3	Sorcin	SRI	1	3	15.7	198	18.929	2670300	3	439	1464
P30740	2	Leukocyte elastase inhibitor	SERPINB1	1	2	8.2	379	12.477	1593700	2	440	1661
P30837	2;1;1;1;1	Aldehyde dehydrogenase X, mitochondrial;Retinal dehydrogenase 1;Aldehyde dehydrogenase family 1 member A3;Aldehyde dehydrogenase, mitochondrial;Retinal dehydrogenase 2	ALDH1B1;ALDH1A1;ALDH1A3;ALDH2;ALDH1A2	5	2	3.5	517;501;512;517;518	11.883	1086900	2	441	6015
P31040	3	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	SDHA	1	3	8.7	664	18.225	2319900	3	442	2443
P31153	7;2	S-adenosylmethionine synthase isoform type-2	MAT2A	2	7	28.4	395;395	46.175	6834700	7	443	1420
Q7LG56	1;1	Ribonucleoside-diphosphate reductase subunit M2 B;Ribonucleoside-diphosphate reductase subunit M2	RRM2B;RRM2	2	1	2.6	351;389	5.8292	460740	1	444	4850
P31689	3	DnaJ homolog subfamily A member 1	DNAJA1	1	3	14.4	397	24.137	6540600	3	445	3091
P31930	5	Cytochrome b-c1 complex subunit 1, mitochondrial	UQCRC1	1	5	15.2	480	33.094	3574500	5	446	87
P31939	11	Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase	ATIC	1	11	25.7	592	75.705	9533500	11	447	160
P31942	3	Heterogeneous nuclear ribonucleoprotein H3	HNRNPH3	1	3	11.0	346	22.574	2105600	3	448	506
P31943	5	Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed	HNRNPH1	1	5	7.3	449	32.584	11073000	5	449	507
P31946	4	14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed	YWHAB	1	4	24.8	246	31.342	7320500	5	450	996
P31947	4	14-3-3 protein sigma	SFN	1	4	25.0	248	25.618	19728000	4	451	996
P31948	12	Stress-induced-phosphoprotein 1	STIP1	1	12	25.4	543	75.358	21688000	14	452	6
P31949	4	Protein S100-A11;Protein S100-A11, N-terminally processed	S100A11	1	4	41.0	105	35.284	37635000	8	453	641
P32119	4	Peroxiredoxin-2	PRDX2	1	4	22.2	198	23.612	3898100	4	454	503
P32322	1;1	Pyrroline-5-carboxylate reductase 1, mitochondrial;Pyrroline-5-carboxylate reductase 2	PYCR1;PYCR2	2	1	4.1	319;320	8.4239	633330	1	455	5092
