Protein IDs	Peptide counts (razor+unique)	Protein names	Gene names	Number of proteins	Razor + unique peptides	Unique sequence coverage [%]	Sequence lengths	Score	Intensity	MS/MS count	id	Best MS/MS
P0A7G2	4	Ribosome-binding factor A	rbfA	1	4	32.3	133	12.864	78888000	5	267	1567
P0A7G6	11	Protein RecA	recA	1	11	44.5	353	59.742	197470000	20	268	741
P0A7I0	7	Peptide chain release factor 1	prfA	1	7	26.7	360	26.742	24828000	7	269	953
P0A7I4	12	Peptide chain release factor 3	prfC	1	12	33.8	529	27.119	55367000	16	270	3391
P0A7I7	2	GTP cyclohydrolase-2	ribA	1	2	7.7	196	2.5073	3077600	2	271	12513
P0A7J0	2	3,4-dihydroxy-2-butanone 4-phosphate synthase	ribB	1	2	14.7	217	2.9018	5993400	2	272	134
P0A7J3	11	50S ribosomal protein L10	rplJ	1	11	62.4	165	50.439	2179000000	29	273	10
P0A7J7	6	50S ribosomal protein L11	rplK	1	6	43.7	142	28.548	721670000	43	274	53
P0A7K2	2	50S ribosomal protein L7/L12	rplL	1	2	19.0	121	9.6741	14623000	3	275	1345
P0A7K6	5	50S ribosomal protein L19	rplS	1	5	44.3	115	42.601	601560000	14	276	12992
P0A7L0	17	50S ribosomal protein L1	rplA	1	17	59.4	234	96.13	1564900000	70	277	88
P0A7L3	5	50S ribosomal protein L20	rplT	1	5	29.7	118	8.6409	421230000	13	278	2144
P0A7L8	4	50S ribosomal protein L27	rpmA	1	4	47.1	85	18.713	251320000	14	279	3295
P0A7M2	4	50S ribosomal protein L28	rpmB	1	4	37.2	78	8.85	242950000	10	280	6631
P0A7M6	3	50S ribosomal protein L29	rpmC	1	3	49.2	63	42.415	475270000	18	281	4869
P0A7M9	4	50S ribosomal protein L31	rpmE	1	4	64.3	70	20.704	618530000	18	282	2701
P0A7N4	4	50S ribosomal protein L32	rpmF	1	4	54.4	57	57.766	295070000	13	283	8601
P0A7N9	2	50S ribosomal protein L33	rpmG	1	2	40.0	55	10.064	533180000	2	284	10743
P0A7P5	3	50S ribosomal protein L34	rpmH	1	3	21.7	46	3.6613	87334000	4	285	16898
P0A7R1	12	50S ribosomal protein L9	rplI	1	12	76.5	149	63.741	1847200000	78	286	3313
P0A7R5	8	30S ribosomal protein S10	rpsJ	1	8	52.4	103	36.04	1134100000	34	287	5397
P0A7R9	7	30S ribosomal protein S11	rpsK	1	7	52.7	129	32.958	588690000	16	288	1527
P0A7S3	5	30S ribosomal protein S12	rpsL	1	5	46.0	124	11.489	416710000	11	289	2281
P0A7S9	9	30S ribosomal protein S13	rpsM	1	9	66.9	118	56.97	1075500000	34	290	1153
P0A7T3	7	30S ribosomal protein S16	rpsP	1	7	58.5	82	42.766	913400000	16	291	4366
P0A7T7	5	30S ribosomal protein S18	rpsR	1	5	50.7	75	26.741	474370000	19	292	6451
P0A7U3	6	30S ribosomal protein S19	rpsS	1	6	57.6	92	28.582	846850000	30	293	7921
P0A7U7	4	30S ribosomal protein S20	rpsT	1	4	35.6	87	12.31	467650000	24	294	676
P0A7V0	16	30S ribosomal protein S2	rpsB	1	16	77.2	241	117.13	1297400000	73	295	249
P0A7V3	11	30S ribosomal protein S3	rpsC	1	11	53.2	233	81.961	1499300000	31	296	376
P0A7V8	14	30S ribosomal protein S4	rpsD	1	14	55.8	206	94.751	1319200000	48	297	159
P0A7W1	9	30S ribosomal protein S5	rpsE	1	9	67.7	167	95.178	1174100000	50	298	2206
P0A7W7	10	30S ribosomal protein S8	rpsH	1	10	66.9	130	50.738	493880000	43	299	308
P0A7X3	6	30S ribosomal protein S9	rpsI	1	6	45.4	130	20.376	567030000	25	300	584
P0A7Y0	7	Ribonuclease 3	rnc	1	7	38.5	226	17.371	27060000	9	301	4448
P0A7Y4	1	Ribonuclease HI	rnhA	1	1	7.1	155	2.3603	2959300	2	302	11549
P0A7Y8	3	Ribonuclease P protein component	rnpA	1	3	29.4	119	4.6557	13405000	3	303	958
P0A7Z0	2	Ribose-5-phosphate isomerase A	rpiA	1	2	13.7	219	7.9929	5488500	3	304	6675
P0A7Z4	16	DNA-directed RNA polymerase subunit alpha	rpoA	1	16	70.5	329	82.187	333790000	29	305	261
P0A800	2	DNA-directed RNA polymerase subunit omega	rpoZ	1	2	26.4	91	11.27	3151800	2	306	4703
P0A805	7	Ribosome-recycling factor	frr	1	7	41.6	185	47.782	400720000	20	307	1167
P0A809	1	Holliday junction ATP-dependent DNA helicase RuvA	ruvA	1	1	5.9	203	2.3673	1739100	1	308	4316
P0A812	3	Holliday junction ATP-dependent DNA helicase RuvB	ruvB	1	3	11.3	336	2.1632	3428400	3	309	945
P0A817	13	S-adenosylmethionine synthase	metK	1	13	43.0	384	49.834	117090000	19	310	4641
P0A821	10	L-seryl-tRNA(Sec) selenium transferase	selA	1	10	31.7	463	29.902	23731000	10	311	1077
P0A825	19	Serine hydroxymethyltransferase	glyA	1	19	61.6	417	96.282	697040000	48	312	1756
P0A830	3	Aerobic C4-dicarboxylate transport protein	dctA	1	3	8.4	428	5.8324	15325000	5	313	1628
P0A832	3	SsrA-binding protein	smpB	1	3	28.8	160	8.1877	19053000	3	314	1813
P0A836	22	Succinyl-CoA ligase [ADP-forming] subunit beta	sucC	1	22	62.1	388	110.22	1236200000	54	315	618
P0A847	5	Queuine tRNA-ribosyltransferase	tgt	1	5	17.3	375	22.403	13824000	6	316	1100
P0A850	30	Trigger factor	tig	1	30	65.7	432	165.55	1319400000	87	317	781
P0A853	32	Tryptophanase	tnaA	1	32	74.7	471	323.31	10890000000	255	318	1767
P0A855	9	Protein TolB	tolB	1	9	34.4	430	91.166	145670000	13	319	9138
P0A858	14	Triosephosphate isomerase	tpiA	1	14	86.3	255	161.37	766880000	47	320	328
P0A862	6	Thiol peroxidase	tpx	1	6	58.3	168	66.953	255510000	13	321	2013
P0A867	27	Transaldolase A	talA	1	27	77.5	316	146.85	1312600000	84	322	66
P0A870	21	Transaldolase B	talB	1	21	68.5	317	113.03	588880000	47	323	316
P0A879	6	Tryptophan synthase beta chain	trpB	1	6	25.4	397	17.525	81067000	8	324	5258
P0A884	4	Thymidylate synthase	thyA	1	4	18.9	264	9.2309	23055000	5	325	5855
P0A887	10	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	ubiE	1	10	51.4	251	41.672	96060000	15	326	419
P0A894	8	RNase adapter protein RapZ	rapZ	1	8	37.0	284	41.214	32653000	8	327	400
P0A898	1	Endoribonuclease YbeY	ybeY	1	1	9.7	155	1.8789	2789100	0	328	21657
P0A8A0	4	Probable transcriptional regulatory protein YebC	yebC	1	4	21.1	246	11.958	28549000	7	329	432
P0A8A2	5	Probable transcriptional regulatory protein YeeN	yeeN	1	5	31.1	238	19.803	44406000	7	330	4006
P0A8A4	3	Phosphoenolpyruvate synthase regulatory protein	ppsR	1	3	13.0	277	9.6115	5696400	3	331	8975
P0A8A8	2	Ribosome maturation factor RimP	rimP	1	2	12.0	150	1.6883	11400000	1	332	1822
P0A8B2	1	UPF0115 protein YfcN	yfcN	1	1	14.8	183	4.5056	3180900	1	333	12315
P0A8C1	2	UPF0145 protein YbjQ	ybjQ	1	2	13.1	107	4.7451	19065000	1	334	2053
P0A8D0	4	Transcriptional repressor NrdR	nrdR	1	4	36.2	149	14.204	19173000	4	335	6528
P0A8D6	6	O-acetyl-ADP-ribose deacetylase	ymdB	1	6	40.7	177	11.585	13313000	5	336	0
P0A8E1	6	UPF0227 protein YcfP	ycfP	1	6	46.1	180	22.493	70873000	11	337	9228
P0A8E7	11	UPF0234 protein YajQ	yajQ	1	11	66.3	163	141.93	436530000	24	338	2998
P0A8F0	8	Uracil phosphoribosyltransferase	upp	1	8	53.4	208	50.699	154980000	16	339	1022
P0A8F4	3	Uridine kinase	udk	1	3	11.7	213	5.0303	8397700	4	340	9044
P0A8F8	11	UvrABC system protein B	uvrB	1	11	22.0	673	58.201	44668000	12	341	5490
P0A8G0	6	UvrABC system protein C	uvrC	1	6	14.4	610	11.449	8286100	6	342	877
P0A8G3	7	Uronate isomerase	uxaC	1	7	23.8	470	12.422	15877000	8	343	5709
P0A8G6	9	NAD(P)H dehydrogenase (quinone)	wrbA	1	9	57.6	198	79.838	1390000000	49	344	6015
P0A8H6	6	Der GTPase-activating protein YihI	yihI	1	6	38.5	169	17.215	29586000	5	345	11562
P0A8I1	1	Putative Holliday junction resolvase	yqgF	1	1	9.4	138	2.5878	2573400	1	346	1933
P0A8I3	6	UPF0246 protein YaaA	yaaA	1	6	38.8	258	16.059	20864000	7	347	9692
P0A8I5	7	tRNA (guanine-N(7)-)-methyltransferase	trmB	1	7	45.2	239	19.826	38155000	5	348	3812
P0A8I8	4	Ribosomal RNA large subunit methyltransferase H	rlmH	1	4	37.4	155	19.709	14924000	3	349	3661
P0A8J4	2	UPF0250 protein YbeD	ybeD	1	2	37.9	87	7.4757	9431600	3	350	12785
P0A8J8	18	ATP-dependent RNA helicase RhlB	rhlB	1	18	53.2	421	71.966	113680000	23	351	1135
P0A8K1	10	Phosphatidylserine decarboxylase proenzyme;Phosphatidylserine decarboxylase alpha chain;Phosphatidylserine decarboxylase beta chain	psd	1	10	46.3	322	34.714	68299000	14	352	3072
P0A8L1	21	Serine--tRNA ligase	serS	1	21	67.9	430	131.93	406320000	37	353	553
P0A8M0	17	Asparagine--tRNA ligase	asnS	1	17	43.3	466	77.785	388360000	39	354	3969
P0A8M3	26	Threonine--tRNA ligase	thrS	1	26	48.1	642	110.85	219190000	42	355	1531
P0A8M6	7	UPF0265 protein YeeX	yeeX	1	7	52.3	109	38.392	285000000	21	356	6991
P0A8N0	3	Macrodomain Ter protein	matP	1	3	26.7	150	8.8402	6023500	3	357	15847
P0A8N3	18	Lysine--tRNA ligase	lysS	1	18	45.9	505	102.96	264220000	27	358	1060
P0A8N5	34	Lysine--tRNA ligase, heat inducible	lysU	1	34	51.3	505	204.67	1325000000	80	359	1302
P0A8Q0	1	Fumarate reductase subunit C	frdC	1	1	6.1	131	1.2184	5328700	2	360	19671
P0A8R0	1	Regulator of ribonuclease activity A	rraA	1	1	6.8	161	1.4723	7330700	1	361	2093
P0A8R7	4	UPF0283 membrane protein YcjF	ycjF	1	4	21.2	353	9.9125	11139000	6	362	235
P0A8R9	2	HTH-type transcriptional regulator HdfR	hdfR	1	2	10.8	279	8.5147	4489700	2	363	7285
P0A8S1	8	HTH-type transcriptional regulator ArgP	argP	1	8	39.1	297	26.891	23236000	8	364	4913
P0A8T7	70	DNA-directed RNA polymerase subunit beta	rpoC	1	70	61.3	1407	323.31	1698200000	160	365	8
P0A8U2	4	UPF0294 protein YafD	yafD	1	4	17.3	266	10.787	6796900	4	366	608
P0A8U6	2	Met repressor	metJ	1	2	22.9	105	1.415	2721500	2	367	609
P0A8V2	72	DNA-directed RNA polymerase subunit beta	rpoB	1	72	64.1	1342	323.31	1579500000	142	368	386
P0A8V6	1	Fatty acid metabolism regulator protein	fadR	1	1	7.1	239	3.4682	1144800	1	369	11613
P0A8W0	3	Transcriptional regulator NanR	nanR	1	3	17.9	263	4.3173	7854100	3	370	1582
P0A8W2	3	Transcriptional regulator SlyA	slyA	1	3	25.0	144	4.3341	8438200	4	371	588
P0A8W5	1	UPF0301 protein YqgE	yqgE	1	1	8.6	187	3.1076	719330	1	372	12253
P0A8W8	14	UPF0304 protein YfbU	yfbU	1	14	83.5	164	44.129	242760000	24	373	4460
P0A8X0	6	UPF0307 protein YjgA	yjgA	1	6	35.5	183	9.3731	55312000	6	374	8774
P0A8Y3	3	Alpha-D-glucose-1-phosphate phosphatase YihX	yihX	1	3	16.6	199	5.9414	3882700	3	375	12145
P0A8Y5	7	Sugar phosphatase YidA	yidA	1	7	35.6	270	11.234	16550000	7	376	23
P0A8Z0	1	Acyl-CoA thioester hydrolase YciA	yciA	1	1	10.6	132	3.3585	3831300	1	377	18038
P0A901	7	Outer membrane lipoprotein Blc	blc	1	7	39.0	177	11.551	26013000	6	378	2617
P0A903	12	Outer membrane protein assembly factor BamC	bamC	1	12	69.5	344	73.435	129430000	20	379	1341
P0A905	6	Outer membrane lipoprotein SlyB	slyB	1	6	47.7	155	56.84	280940000	12	380	10694
P0A908	5	MltA-interacting protein	mipA	1	5	29.4	248	16.949	26673000	7	381	7621
P0A910	21	Outer membrane protein A	ompA	1	21	73.1	346	224.32	6106900000	102	382	171
P0A912	2	Peptidoglycan-associated lipoprotein	pal	1	2	16.8	173	5.3582	8017200	2	383	8266
P0A915	4	Outer membrane protein W	ompW	1	4	36.8	212	48.869	84034000	11	384	2185
P0A917	10	Outer membrane protein X	ompX	1	10	72.5	171	44.15	100870000	14	385	6364
P0A927	8	Nucleoside-specific channel-forming protein tsx	tsx	1	8	49.0	294	62.255	107430000	16	386	5628
P0A937	2	Outer membrane protein assembly factor BamE	bamE	1	2	48.7	113	16.623	25900000	2	387	16318
P0A940	23	Outer membrane protein assembly factor BamA	bamA	1	23	37.7	810	84.499	195310000	26	388	1383
P0A948	2	Ribosomal-protein-alanine acetyltransferase	rimJ	1	2	13.4	194	5.7509	4044800	2	389	3306
P0A951	3	Spermidine N(1)-acetyltransferase	speG	1	3	17.2	186	6.7327	8065300	2	390	6616
P0A953	14	3-oxoacyl-[acyl-carrier-protein] synthase 1	fabB	1	14	58.1	406	102.05	610630000	36	391	1669
P0A955	9	KHG/KDPG aldolase;4-hydroxy-2-oxoglutarate aldolase;2-dehydro-3-deoxy-phosphogluconate aldolase	eda	1	9	66.7	213	40.053	156210000	11	392	1564
P0A959	2	Glutamate-pyruvate aminotransferase AlaA	alaA	1	2	11.6	405	8.3037	2200900	2	393	7520
P0A962	4	L-asparaginase 1	ansA	1	4	26.3	338	13.375	19127000	4	394	662
P0A972	4	Cold shock-like protein CspE	cspE	1	4	68.1	69	15.567	143620000	8	395	3951
P0A988	8	DNA polymerase III subunit beta	dnaN	1	8	29.5	366	46.57	62535000	10	396	1032
P0A991	19	Fructose-bisphosphate aldolase class 1	fbaB	1	19	60.3	350	142.75	1686600000	76	397	826
P0A993	7	Fructose-1,6-bisphosphatase class 1	fbp	1	7	29.5	332	23.852	23954000	7	398	897
P0A996	4	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	glpC	1	4	8.8	396	3.0514	3330400	4	399	3280
P0A9A6	17	Cell division protein FtsZ	ftsZ	1	17	61.6	383	72.72	126780000	23	400	499
P0A9A9	1	Ferric uptake regulation protein	fur	1	1	8.8	148	4.5836	1860300	1	401	20862
P0A9B2	25	Glyceraldehyde-3-phosphate dehydrogenase A	gapA	1	25	71.6	331	177.45	8073300000	137	402	264
P0A9B6	15	D-erythrose-4-phosphate dehydrogenase	epd	1	15	67.6	339	61.297	130430000	18	403	234
P0A9C0	8	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	glpA	1	8	19.9	542	24.365	16949000	7	404	3193
P0A9C3	14	Aldose 1-epimerase	galM	1	14	66.5	346	83.939	144810000	17	405	2269
P0A9C5	17	Glutamine synthetase	glnA	1	17	51.2	469	127.89	352560000	36	406	836
P0A9C9	8	Fructose-1,6-bisphosphatase 1 class 2	glpX	1	8	28.0	336	20.166	21485000	8	407	4898
P0A9D2	8	Glutathione S-transferase GstA	gstA	1	8	53.7	201	24.514	35068000	10	408	7207
P0A9D4	6	Serine acetyltransferase	cysE	1	6	32.6	273	23.194	24234000	6	409	5606
P0A9D8	16	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	dapD	1	16	69.7	274	114.62	465700000	35	410	544
P0A9E5	2	Fumarate and nitrate reduction regulatory protein	fnr	1	2	11.6	250	14.834	5465500	2	411	6945
P0A9F3	5	HTH-type transcriptional regulator CysB	cysB	1	5	21.0	324	15.241	6048600	5	412	1239
P0A9F6	2	Glycine cleavage system transcriptional activator	gcvA	1	2	6.6	305	5.4537	2339900	2	413	4746
P0A9G6	23	Isocitrate lyase	aceA	1	23	73.5	434	323.31	11453000000	186	414	429
P0A9G8	6	Transcriptional regulator ModE	modE	1	6	40.8	262	37.626	17649000	9	415	1922
P0A9H1	8	G/U mismatch-specific DNA glycosylase	mug	1	8	70.2	168	51.472	115100000	14	416	4927
P0A9H3	9	Lysine decarboxylase, inducible	cadA	1	9	19.9	715	36.927	28870000	14	417	633
P0A9H7	7	Cyclopropane-fatty-acyl-phospholipid synthase	cfa	1	7	21.5	382	7.9339	14679000	7	418	876
P0A9I3	3	Glycine cleavage system transcriptional repressor	gcvR	1	3	36.8	190	7.4269	14368000	3	419	236
P0A9J0	9	Ribonuclease G	rng	1	9	24.5	489	29.754	19317000	10	420	3076
P0A9J4	2	2-dehydropantoate 2-reductase	panE	1	2	10.2	303	2.1376	1891900	2	421	9549
P0A9J6	10	Ribokinase	rbsK	1	10	46.6	309	49.262	61004000	13	422	4371
P0A9J8	5	P-protein;Chorismate mutase;Prephenate dehydratase	pheA	1	5	14.8	386	17.365	13635000	5	423	1176
P0A9K3	16	PhoH-like protein	ybeZ	1	16	61.8	346	128.45	277400000	30	424	2477
P0A9K7	1	Phosphate-specific transport system accessory protein PhoU	phoU	1	1	7.1	241	3.3635	2516600	1	425	6431
P0A9K9	1	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	slyD	1	1	4.6	196	2.3252	1354300	1	426	6287
P0A9L5	5	Peptidyl-prolyl cis-trans isomerase C	ppiC	1	5	57.0	93	10.526	51458000	7	427	7243
P0A9L8	5	Pyrroline-5-carboxylate reductase	proC	1	5	22.7	269	10.845	14955000	6	428	3671
P0A9M0	36	Lon protease	lon	1	36	51.5	784	181.25	357040000	61	429	438
P0A9M2	1	Hypoxanthine phosphoribosyltransferase	hpt	1	1	7.3	178	4.2245	3387500	1	430	17525
P0A9M5	5	Xanthine phosphoribosyltransferase	gpt	1	5	40.8	152	26.959	26963000	6	431	520
P0A9M8	27	Phosphate acetyltransferase	pta	1	27	47.3	714	214.09	608470000	53	432	2272
P0A9N4	6	Pyruvate formate-lyase 1-activating enzyme	pflA	1	6	37.4	246	24.15	54931000	9	433	4564
P0A9P0	20	Dihydrolipoyl dehydrogenase	lpdA	1	20	52.7	474	161.84	1219000000	70	434	1070
P0A9P4	13	Thioredoxin reductase	trxB	1	13	69.5	321	109.79	159070000	23	435	5886
P0A9P6	3	ATP-dependent RNA helicase DeaD	deaD	1	3	8.9	629	3.3685	3636100	3	436	1872
P0A9Q1	13	Aerobic respiration control protein ArcA	arcA	1	13	51.3	238	86.42	595440000	42	437	1716
P0A9Q5	12	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	accD	1	12	42.4	304	42.03	146580000	19	438	1429
P0A9Q7	53	Aldehyde-alcohol dehydrogenase;Alcohol dehydrogenase;Acetaldehyde dehydrogenase [acetylating];Pyruvate-formate-lyase deactivase	adhE	1	53	76.7	891	323.31	7593100000	262	439	29
P0A9Q9	10	Aspartate-semialdehyde dehydrogenase	asd	1	10	50.1	367	63.971	187620000	21	440	1337
P0A9R7	6	Cell division ATP-binding protein FtsE	ftsE	1	6	36.0	222	12.643	22294000	6	441	2565
P0A9S1	5	Lactaldehyde reductase	fucO	1	5	18.3	382	22.141	11456000	5	442	1101
P0A9T0	11	D-3-phosphoglycerate dehydrogenase	serA	1	11	36.6	410	40.553	89169000	13	443	131
P0A9T4	8	Protein tas	tas	1	8	33.2	346	35.923	43464000	10	444	2350
P0A9T8	1	Uncharacterized ABC transporter ATP-binding protein YbbA	ybbA	1	1	4.4	228	2.6243	1593500	1	445	1477
P0A9U1	2	Uncharacterized ABC transporter ATP-binding protein YbhF	ybhF	1	2	5.4	578	5.7709	4872200	2	446	15584
P0A9U3	16	Uncharacterized ABC transporter ATP-binding protein YbiT	ybiT	1	16	35.3	530	41.686	45780000	16	447	1957
P0A9V1	9	Lipopolysaccharide export system ATP-binding protein LptB	lptB	1	9	44.8	241	55.196	89669000	13	448	1805
P0A9V5	1	Uncharacterized HTH-type transcriptional regulator YiaG	yiaG	1	1	10.4	96	1.1159	727110	1	449	12314
P0A9W0	2	HTH-type transcriptional regulator UlaR	ulaR	1	2	11.2	251	2.6644	11406000	2	450	12019
P0A9W3	31	Energy-dependent translational throttle protein EttA	ettA	1	31	68.6	555	166.44	613560000	57	451	1380
P0A9W6	1	Acid stress protein IbaG	ibaG	1	1	10.7	84	1.8227	1793500	1	452	2649
P0A9X4	14	Rod shape-determining protein MreB	mreB	1	14	42.4	347	95.806	288160000	30	453	1376
P0A9Y6	4	Cold shock-like protein CspC	cspC	1	4	78.3	69	6.9965	25356000	4	454	3950
P0A9Z1	6	Nitrogen regulatory protein P-II 1	glnB	1	6	58.0	112	19.371	36049000	9	455	4183
P0AA04	6	Phosphocarrier protein HPr	ptsH	1	6	78.8	85	87.976	327430000	26	456	7212
P0AA10	9	50S ribosomal protein L13	rplM	1	9	60.6	142	70.003	862760000	23	457	613
P0AA16	9	Transcriptional regulatory protein OmpR	ompR	1	9	49.8	239	46.176	135990000	12	458	5140
P0AA25	4	Thioredoxin-1	trxA	1	4	47.7	109	15.695	22360000	4	459	7477
P0AA39	6	Ribosomal large subunit pseudouridine synthase C	rluC	1	6	17.2	319	7.1876	7096000	6	460	3899
P0AA41	2	tRNA pseudouridine synthase C	truC	1	2	8.1	260	1.3229	17891000	3	461	3772
P0AA43	7	Ribosomal small subunit pseudouridine synthase A	rsuA	1	7	51.1	231	33.712	60827000	8	462	3600
P0AA53	5	Protein QmcA	qmcA	1	5	20.3	305	20.828	9563900	5	463	2628
P0AA57	1	Protein YobA	yobA	1	1	22.6	124	4.6721	5714200	2	464	16121
P0AA84	3	Cardiolipin synthase B	clsB	1	3	8.2	413	3.1499	4366300	2	465	7326
P0AA91	5	Uncharacterized lipoprotein YeaY	yeaY	1	5	34.7	193	15.165	26922000	4	466	7988
P0AAA1	4	Inner membrane protein YagU	yagU	1	4	26.5	204	6.2118	16208000	3	467	10360
P0AAB4	8	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	ubiD	1	8	22.3	497	30.433	27878000	8	468	3099
P0AAB6	8	UTP--glucose-1-phosphate uridylyltransferase	galF	1	8	43.8	297	40.181	91518000	10	469	2470
P0AAB8	3	Universal stress protein D	uspD	1	3	30.3	142	9.2802	17239000	5	470	5315
P0AAC0	8	Universal stress protein E	uspE	1	8	38.9	316	48.361	143520000	13	471	1639
P0AAC4	1	Inner membrane protein YbhL	ybhL	1	1	3.4	234	1.4293	1351500	1	472	17141
P0AAD6	2	Serine transporter	sdaC	1	2	6.8	429	8.0042	5197600	2	473	4552
P0AAE0	1	D-serine/D-alanine/glycine transporter	cycA	1	1	3.0	470	7.0835	4374500	1	474	21621
P0AAF6	7	Arginine transport ATP-binding protein ArtP	artP	1	7	41.7	242	29.708	57074000	8	475	12391
P0AAG0	10	Dipeptide transport ATP-binding protein DppD	dppD	1	10	37.0	327	19.871	22130000	11	476	1093
P0AAG3	6	Glutamate/aspartate transport ATP-binding protein GltL	gltL	1	6	31.1	241	16.157	35688000	9	477	2810
P0AAH0	7	Phosphate import ATP-binding protein PstB	pstB	1	7	36.6	257	20.079	19199000	7	478	522
P0AAH4	2	Peptide transport system ATP-binding protein SapD	sapD	1	2	7.9	330	4.2858	4168200	4	479	12857
P0AAI3	25	ATP-dependent zinc metalloprotease FtsH	ftsH	1	25	46.1	644	130.18	297490000	38	480	209
P0AAI5	15	3-oxoacyl-[acyl-carrier-protein] synthase 2	fabF	1	15	68.8	413	124.37	221620000	24	481	1468
P0AAI9	4	Malonyl CoA-acyl carrier protein transacylase	fabD	1	4	27.2	309	13.22	10696000	4	482	318
P0AAJ1	3	Probable anaerobic dimethyl sulfoxide reductase chain YnfG	ynfG	1	3	15.1	205	6.9946	4301600	3	483	1011
P0AAJ5	3	Formate dehydrogenase-O iron-sulfur subunit	fdoH	1	3	13.7	300	10.659	6503000	2	484	2639
P0AAJ8	6	Hydrogenase-2 operon protein HybA	hybA	1	6	25.9	328	15.024	21778000	9	485	2726
P0AAM1	1	Probable Ni/Fe-hydrogenase 1 B-type cytochrome subunit	hyaC	1	1	3.8	235	2.0931	930980	1	486	4949
P0AAP3	1	Transcriptional repressor FrmR	frmR	1	1	17.6	91	3.1629	2107900	1	487	6662
P0AAQ2	2	Uncharacterized protein YajD	yajD	1	2	23.5	115	7.2568	2298500	2	488	4491
P0AAR3	3	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	ybaK	1	3	24.5	159	10.888	5432200	2	489	8663
P0AAS7	4	Uncharacterized protein YbcJ	ybcJ	1	4	71.4	70	7.1813	9484200	4	490	8796
P0AAT4	2	Miniconductance mechanosensitive channel YbdG	ybdG	1	2	4.6	415	3.9057	8003000	2	491	1020
P0AAT6	1	Ribosomal silencing factor RsfS	rsfS	1	1	13.3	105	1.1332	1844900	1	492	1566
P0AAT9	1	Uncharacterized protein YbeL	ybeL	1	1	8.1	160	3.2617	1967000	1	493	5436
P0AAU7	1	Uncharacterized protein YbfE	ybfE	1	1	10.3	97	1.4423	1148700	1	494	19473
P0AAV4	2	Uncharacterized protein YbgJ	ybgJ	1	2	18.8	218	13.887	5530500	2	495	3056
P0AAW1	5	Uncharacterized protein YbhP	ybhP	1	5	21.7	253	10.783	6039000	5	496	6093
P0AAX8	7	Probable L,D-transpeptidase YbiS	ybiS	1	7	36.6	306	38.544	84621000	10	497	3898
P0AAZ4	2	Replication-associated recombination protein A	rarA	1	2	5.6	447	1.9651	1846300	2	498	6641
P0AB03	5	Uncharacterized protein YcbJ	ycbJ	1	5	23.2	297	9.9627	7694500	6	499	434
P0AB10	3	Uncharacterized lipoprotein YmbA	ymbA	1	3	28.3	187	18.503	10687000	4	500	20649
P0AB12	3	Inner membrane protein YccF	yccF	1	3	19.6	148	7.7455	10909000	3	501	8974
P0AB18	2	Sulfurtransferase TusE	tusE	1	2	22.0	109	11.196	5365500	2	502	3135
P0AB26	4	Uncharacterized lipoprotein YceB	yceB	1	4	33.9	186	15.144	14841000	4	503	3365
P0AB38	4	Penicillin-binding protein activator LpoB	lpoB	1	4	29.6	213	31.796	63420000	10	504	6509
P0AB43	1	Protein YcgL	ycgL	1	1	8.3	108	1.5463	3309100	1	505	3793
P0AB58	3	Lipopolysaccharide assembly protein B	lapB	1	3	11.1	389	4.9835	6685100	3	506	2424
P0AB65	3;1	Acylphosphatase	yccX	2	3	46.7	92;750	32.613	32285000	4	507	15035
P0AB67	8	NAD(P) transhydrogenase subunit beta	pntB	1	8	27.1	462	70.713	82559000	11	508	1985
P0AB71	23	Fructose-bisphosphate aldolase class 2	fbaA	1	23	75.5	359	323.31	4809400000	135	509	688
P0AB77	16	2-amino-3-ketobutyrate coenzyme A ligase	kbl	1	16	66.3	398	89.942	249530000	28	510	527
P0AB80	4	Branched-chain-amino-acid aminotransferase	ilvE	1	4	20.7	309	10.479	27679000	5	511	832
P0AB89	13	Adenylosuccinate lyase	purB	1	13	41.2	456	29.27	86429000	16	512	1225
P0AB91	14	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	aroG	1	14	62.0	350	100.07	247030000	18	513	890
P0AB98	1	ATP synthase subunit a	atpB	1	1	8.5	271	7.6688	12489000	2	514	2088
P0ABA0	12	ATP synthase subunit b	atpF	1	12	53.2	156	49.922	201970000	23	515	485
P0ABA4	6	ATP synthase subunit delta	atpH	1	6	41.8	177	28.828	128830000	12	516	80
P0ABA6	12	ATP synthase gamma chain	atpG	1	12	47.4	287	63.708	163490000	17	517	258
P0ABB0	27	ATP synthase subunit alpha	atpA	1	27	63.0	513	247.7	1511700000	89	518	2136
P0ABB4	28	ATP synthase subunit beta	atpD	1	28	86.3	460	228.91	1184200000	90	519	217
P0ABB8	9	Magnesium-transporting ATPase, P-type 1	mgtA	1	9	16.5	898	34.194	15540000	8	520	3516
