Protein IDs	Peptide counts (razor+unique)	Protein names	Gene names	Number of proteins	Razor + unique peptides	Unique sequence coverage [%]	Sequence lengths	Score	Intensity	MS/MS count	id	Best MS/MS
P0A7A5	7	Protein-L-isoaspartate O-methyltransferase	pcm	1	7	48.6	208	11.641	6954000	8	275	2418
P0A7A7	30	Glycerol-3-phosphate acyltransferase	plsB	1	30	51.7	807	167.24	110370000	39	276	534
P0A7A9	15	Inorganic pyrophosphatase	ppa	1	15	65.3	176	71.745	409080000	42	277	705
P0A7B1	23	Polyphosphate kinase	ppk	1	23	39.7	688	84.88	36526000	25	278	562
P0A7B3	2	NAD kinase	nadK	1	2	16.1	292	35.504	4662700	2	279	10429
P0A7B5	10	Glutamate 5-kinase	proB	1	10	36.2	367	26.739	21673000	12	280	1343
P0A7B8	2	ATP-dependent protease subunit HslV	hslV	1	2	17.6	176	3.808	8002200	3	281	1901
P0A7C2	8	LexA repressor	lexA	1	8	53.5	202	33.818	21939000	11	282	4432
P0A7C6	2	Peptidase E	pepE	1	2	10.5	229	2.1823	808020	2	283	1019
P0A7D1	7	Peptidyl-tRNA hydrolase	pth	1	7	41.8	194	13.907	8609000	9	284	3066
P0A7D4	26	Adenylosuccinate synthetase	purA	1	26	75.9	432	185.65	398100000	58	285	3309
P0A7D7	6	Phosphoribosylaminoimidazole-succinocarboxamide synthase	purC	1	6	30.4	237	17.916	9156100	6	286	9482
P0A7E1	6	Dihydroorotate dehydrogenase (quinone)	pyrD	1	6	22.9	336	23.914	11202000	7	287	1322
P0A7E3	10	Orotate phosphoribosyltransferase	pyrE	1	10	55.9	213	37.251	18272000	11	288	4330
P0A7E5	21	CTP synthase	pyrG	1	21	51.2	545	135.92	189590000	31	289	4195
P0A7E9	8	Uridylate kinase	pyrH	1	8	53.5	241	145.93	57764000	17	290	9891
P0A7F3	2	Aspartate carbamoyltransferase regulatory chain	pyrI	1	2	19.0	153	3.962	69263000	3	291	10856
P0A7F6	7	S-adenosylmethionine decarboxylase proenzyme;S-adenosylmethionine decarboxylase beta chain;S-adenosylmethionine decarboxylase alpha chain	speD	1	7	39.0	264	20.851	8018900	8	292	506
P0A7F9	4	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	queA	1	4	16.9	356	3.5071	3654000	4	293	6764
P0A7G2	6	Ribosome-binding factor A	rbfA	1	6	56.4	133	20.162	58886000	14	294	2012
P0A7G6	13	Protein RecA	recA	1	13	52.4	353	132.32	154050000	26	295	1694
P0A7I0	9	Peptide chain release factor 1	prfA	1	9	30.3	360	35.132	15678000	11	296	2071
P0A7I4	16	Peptide chain release factor 3	prfC	1	16	48.4	529	73.618	48428000	23	297	4468
P0A7I7	2	GTP cyclohydrolase-2	ribA	1	2	16.3	196	14.588	1933000	3	298	3416
P0A7J0	3	3,4-dihydroxy-2-butanone 4-phosphate synthase	ribB	1	3	14.7	217	4.3988	4646900	4	299	175
P0A7J3	8	50S ribosomal protein L10	rplJ	1	8	58.2	165	52.267	1028600000	38	300	3
P0A7J7	6	50S ribosomal protein L11	rplK	1	6	43.7	142	25.673	517100000	49	301	59
P0A7K2	4	50S ribosomal protein L7/L12	rplL	1	4	36.4	121	13.1	18212000	4	302	1757
P0A7K6	8	50S ribosomal protein L19	rplS	1	8	53.9	115	50.278	292290000	24	303	10174
P0A7L0	17	50S ribosomal protein L1	rplA	1	17	62.0	234	111.46	936280000	87	304	119
P0A7L3	4	50S ribosomal protein L20	rplT	1	4	23.7	118	11.326	184840000	16	305	13130
P0A7L8	3	50S ribosomal protein L27	rpmA	1	3	38.8	85	14.257	58150000	19	306	7988
P0A7M2	7	50S ribosomal protein L28	rpmB	1	7	56.4	78	17.842	107690000	14	307	8288
P0A7M6	2	50S ribosomal protein L29	rpmC	1	2	46.0	63	27.79	486890000	23	308	19410
P0A7M9	4	50S ribosomal protein L31	rpmE	1	4	64.3	70	30.081	280760000	25	309	3562
P0A7N4	4	50S ribosomal protein L32	rpmF	1	4	54.4	57	28.856	123220000	20	310	11484
P0A7N9	1	50S ribosomal protein L33	rpmG	1	1	27.3	55	7.1964	222140000	8	311	18453
P0A7P5	3	50S ribosomal protein L34	rpmH	1	3	21.7	46	4.6367	40843000	4	312	22924
P0A7Q1	1	50S ribosomal protein L35	rpmI	1	1	20.0	65	5.931	35247000	1	313	9229
P0A7R1	12	50S ribosomal protein L9	rplI	1	12	76.5	149	72.552	885920000	118	314	4364
P0A7R5	10	30S ribosomal protein S10	rpsJ	1	10	68.9	103	34.572	580530000	49	315	7161
P0A7R9	8	30S ribosomal protein S11	rpsK	1	8	56.6	129	39.583	282390000	22	316	1963
P0A7S3	4	30S ribosomal protein S12	rpsL	1	4	38.7	124	24.61	207810000	12	317	2983
P0A7S9	10	30S ribosomal protein S13	rpsM	1	10	68.6	118	67.046	450500000	46	318	1536
P0A7T3	8	30S ribosomal protein S16	rpsP	1	8	58.5	82	41.343	432970000	29	319	5771
P0A7T7	4	30S ribosomal protein S18	rpsR	1	4	40.0	75	36.083	98170000	16	320	8614
P0A7U3	7	30S ribosomal protein S19	rpsS	1	7	58.7	92	26.172	357960000	33	321	10526
P0A7U7	4	30S ribosomal protein S20	rpsT	1	4	35.6	87	14.433	238570000	34	322	886
P0A7V0	17	30S ribosomal protein S2	rpsB	1	17	76.3	241	79.093	858980000	67	323	323
P0A7V3	10	30S ribosomal protein S3	rpsC	1	10	53.2	233	72.584	760900000	51	324	500
P0A7V8	14	30S ribosomal protein S4	rpsD	1	14	51.5	206	107.58	811140000	52	325	206
P0A7W1	8	30S ribosomal protein S5	rpsE	1	8	62.9	167	121.5	591690000	77	326	2888
P0A7W7	9	30S ribosomal protein S8	rpsH	1	9	60.0	130	57.772	288980000	56	327	3349
P0A7X3	5	30S ribosomal protein S9	rpsI	1	5	43.1	130	13.492	233300000	27	328	1944
P0A7X6	2	Ribosome maturation factor RimM	rimM	1	2	14.3	182	4.9608	1206600	2	329	18418
P0A7Y0	8	Ribonuclease 3	rnc	1	8	46.0	226	15.028	11332000	7	330	5873
P0A7Y4	3	Ribonuclease HI	rnhA	1	3	32.3	155	6.6792	3177200	4	331	6125
P0A7Y8	1	Ribonuclease P protein component	rnpA	1	1	13.4	119	6.5431	1317000	2	332	17056
P0A7Z0	2	Ribose-5-phosphate isomerase A	rpiA	1	2	13.7	219	7.186	4027200	2	333	8916
P0A7Z4	21	DNA-directed RNA polymerase subunit alpha	rpoA	1	21	79.9	329	113.65	348040000	48	334	349
P0A800	4	DNA-directed RNA polymerase subunit omega	rpoZ	1	4	61.5	91	15.355	2629100	4	335	6213
P0A805	7	Ribosome-recycling factor	frr	1	7	41.6	185	142.03	296300000	20	336	1554
P0A812	4	Holliday junction ATP-dependent DNA helicase RuvB	ruvB	1	4	19.9	336	13.305	3847400	4	337	7285
P0A817	16	S-adenosylmethionine synthase	metK	1	16	63.5	384	52.361	86607000	26	338	559
P0A821	15	L-seryl-tRNA(Sec) selenium transferase	selA	1	15	50.1	463	72.89	20160000	15	339	1438
P0A825	18	Serine hydroxymethyltransferase	glyA	1	18	61.4	417	168.54	468700000	66	340	2262
P0A830	3	Aerobic C4-dicarboxylate transport protein	dctA	1	3	8.4	428	6.6622	3955500	4	341	2105
P0A832	2	SsrA-binding protein	smpB	1	2	11.9	160	3.8127	9681000	2	342	2335
P0A836	23	Succinyl-CoA ligase [ADP-forming] subunit beta	sucC	1	23	71.1	388	164.69	903120000	81	343	821
P0A847	9	Queuine tRNA-ribosyltransferase	tgt	1	9	37.1	375	27.488	13585000	9	344	1470
P0A850	30	Trigger factor	tig	1	30	63.4	432	192.09	846240000	110	345	1023
P0A853	35	Tryptophanase	tnaA	1	35	83.0	471	323.31	7223000000	286	346	2276
P0A855	17	Protein TolB	tolB	1	17	54.2	430	91.736	150280000	29	347	2665
P0A858	13	Triosephosphate isomerase	tpiA	1	13	78.8	255	205.27	482600000	47	348	446
P0A862	6	Thiol peroxidase	tpx	1	6	58.3	168	100.52	195190000	14	349	2612
P0A867	26	Transaldolase A	talA	1	26	69.6	316	139.43	709680000	87	350	147
P0A870	21	Transaldolase B	talB	1	21	78.2	317	124.53	389400000	53	351	423
P0A873	1	tRNA (guanine-N(1)-)-methyltransferase	trmD	1	1	6.3	255	4.6431	1116000	1	352	22835
P0A879	9	Tryptophan synthase beta chain	trpB	1	9	39.0	397	59.092	18604000	10	353	596
P0A884	7	Thymidylate synthase	thyA	1	7	30.7	264	14.576	13190000	10	354	3405
P0A887	10	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	ubiE	1	10	45.8	251	34.873	52910000	13	355	3417
P0A894	7	RNase adapter protein RapZ	rapZ	1	7	41.5	284	45.046	26309000	9	356	532
P0A898	1	Endoribonuclease YbeY	ybeY	1	1	9.7	155	3.8204	1572100	1	357	29246
P0A8A0	4	Probable transcriptional regulatory protein YebC	yebC	1	4	21.1	246	10.687	27923000	5	358	575
P0A8A2	5	Probable transcriptional regulatory protein YeeN	yeeN	1	5	31.1	238	23.344	27942000	10	359	5287
P0A8A4	5	Phosphoenolpyruvate synthase regulatory protein	ppsR	1	5	31.4	277	17.913	3980300	6	360	1516
P0A8A8	5	Ribosome maturation factor RimP	rimP	1	5	35.3	150	17.006	10778000	4	361	2347
P0A8B2	4	UPF0115 protein YfcN	yfcN	1	4	39.3	183	11.462	5371900	3	362	16633
P0A8C1	3	UPF0145 protein YbjQ	ybjQ	1	3	19.6	107	2.6376	12453000	3	363	2661
P0A8D0	4	Transcriptional repressor NrdR	nrdR	1	4	36.9	149	13.087	11122000	7	364	8718
P0A8D6	4	O-acetyl-ADP-ribose deacetylase	ymdB	1	4	36.2	177	11.209	5913200	5	365	153
P0A8E1	7	UPF0227 protein YcfP	ycfP	1	7	52.8	180	28.784	51261000	16	366	3583
P0A8E7	11	UPF0234 protein YajQ	yajQ	1	11	66.3	163	98.232	449920000	33	367	3973
P0A8F0	13	Uracil phosphoribosyltransferase	upp	1	13	82.2	208	133.8	170920000	26	368	1166
P0A8F4	5	Uridine kinase	udk	1	5	29.6	213	5.6641	6421800	5	369	7145
P0A8F8	20	UvrABC system protein B	uvrB	1	20	40.3	673	122.83	46339000	27	370	3890
P0A8G0	9	UvrABC system protein C	uvrC	1	9	17.4	610	15.547	6414100	11	371	3978
P0A8G3	7	Uronate isomerase	uxaC	1	7	23.8	470	22.59	10209000	7	372	7593
P0A8G6	12	NAD(P)H dehydrogenase (quinone)	wrbA	1	12	61.6	198	96.38	1049800000	70	373	3091
P0A8H6	7	Der GTPase-activating protein YihI	yihI	1	7	51.5	169	31.578	22499000	9	374	15531
P0A8I3	8	UPF0246 protein YaaA	yaaA	1	8	55.0	258	93.075	23328000	7	375	4757
P0A8I5	9	tRNA (guanine-N(7)-)-methyltransferase	trmB	1	9	46.9	239	28.924	28060000	12	376	5017
P0A8I8	6	Ribosomal RNA large subunit methyltransferase H	rlmH	1	6	52.9	155	20.631	16833000	6	377	1
P0A8J4	3	UPF0250 protein YbeD	ybeD	1	3	55.2	87	24.429	28705000	7	378	11277
P0A8J8	17	ATP-dependent RNA helicase RhlB	rhlB	1	17	56.1	421	61.821	70646000	30	379	1859
P0A8K1	11	Phosphatidylserine decarboxylase proenzyme;Phosphatidylserine decarboxylase alpha chain;Phosphatidylserine decarboxylase beta chain	psd	1	11	46.3	322	91.462	58109000	18	380	4063
P0A8L1	24	Serine--tRNA ligase	serS	1	24	73.7	430	174.98	335510000	43	381	712
P0A8M0	21	Asparagine--tRNA ligase	asnS	1	21	56.0	466	106.64	206680000	47	382	1144
P0A8M3	29	Threonine--tRNA ligase	thrS	1	29	59.0	642	166.58	156390000	57	383	606
P0A8M6	5	UPF0265 protein YeeX	yeeX	1	5	52.3	109	61.954	262610000	23	384	9301
P0A8N0	2	Macrodomain Ter protein	matP	1	2	12.0	150	13.518	5364600	3	385	25798
P0A8N3	21	Lysine--tRNA ligase	lysS	1	21	55.0	505	129.4	166500000	36	386	1399
P0A8N5	38	Lysine--tRNA ligase, heat inducible	lysU	1	38	60.6	505	211.4	771720000	114	387	130
P0A8P3	3	Probable Fe(2+)-trafficking protein	yggX	1	3	41.8	91	5.1986	2301400	3	388	5470
P0A8P6	1	Tyrosine recombinase XerC	xerC	1	1	3.4	298	1.5976	467640	1	389	10157
P0A8R0	2	Regulator of ribonuclease activity A	rraA	1	2	23.6	161	15.436	6391900	2	390	2715
P0A8R7	3	UPF0283 membrane protein YcjF	ycjF	1	3	19.3	353	30.112	7214300	3	391	309
P0A8R9	5	HTH-type transcriptional regulator HdfR	hdfR	1	5	24.7	279	12.366	3008000	6	392	91
P0A8S1	7	HTH-type transcriptional regulator ArgP	argP	1	7	34.3	297	42.641	26021000	7	393	6500
P0A8T7	77	DNA-directed RNA polymerase subunit beta	rpoC	1	77	69.8	1407	323.31	1292100000	217	394	134
P0A8U2	5	UPF0294 protein YafD	yafD	1	5	24.1	266	8.5303	5081100	6	395	801
P0A8V2	79	DNA-directed RNA polymerase subunit beta	rpoB	1	79	67.8	1342	323.31	1298700000	199	396	1787
P0A8V6	1	Fatty acid metabolism regulator protein	fadR	1	1	7.1	239	6.746	881350	1	397	15604
P0A8W0	8	Transcriptional regulator NanR	nanR	1	8	43.0	263	18.256	12183000	8	398	1789
P0A8W2	4	Transcriptional regulator SlyA	slyA	1	4	39.6	144	13.254	5524800	4	399	696
P0A8W8	14	UPF0304 protein YfbU	yfbU	1	14	71.3	164	40.947	130630000	33	400	5882
P0A8X0	9	UPF0307 protein YjgA	yjgA	1	9	52.5	183	64.121	83398000	15	401	11736
P0A8X2	1	Protein YceI	yceI	1	1	6.3	191	2.4622	479100	1	402	30523
P0A8Y3	2	Alpha-D-glucose-1-phosphate phosphatase YihX	yihX	1	2	11.6	199	1.9107	731190	2	403	16381
P0A8Y5	9	Sugar phosphatase YidA	yidA	1	9	44.4	270	35.357	12989000	10	404	19
P0A8Z0	2	Acyl-CoA thioester hydrolase YciA	yciA	1	2	18.9	132	2.2086	1938100	3	405	24499
P0A8Z3	1	Acyl-CoA thioester hydrolase YbgC	ybgC	1	1	17.2	134	1.6936	636440	1	406	14105
P0A901	6	Outer membrane lipoprotein Blc	blc	1	6	40.7	177	18.316	13360000	8	407	3441
P0A903	13	Outer membrane protein assembly factor BamC	bamC	1	13	63.7	344	58.571	87813000	17	408	1749
P0A905	7	Outer membrane lipoprotein SlyB	slyB	1	7	70.3	155	78.088	133530000	23	409	14384
P0A908	8	MltA-interacting protein	mipA	1	8	59.7	248	46.995	17736000	16	410	5382
P0A910	21	Outer membrane protein A	ompA	1	21	71.4	346	244.84	3889900000	98	411	215
P0A912	2	Peptidoglycan-associated lipoprotein	pal	1	2	17.3	173	5.2093	3873800	3	412	6419
P0A915	4	Outer membrane protein W	ompW	1	4	38.2	212	36.724	22339000	12	413	2850
P0A917	8	Outer membrane protein X	ompX	1	8	53.8	171	52.509	57398000	12	414	8494
P0A927	9	Nucleoside-specific channel-forming protein tsx	tsx	1	9	49.0	294	54.128	54165000	20	415	5336
P0A935	1	Membrane-bound lytic murein transglycosylase A	mltA	1	1	5.8	365	1.4672	499480	1	416	23718
P0A937	2	Outer membrane protein assembly factor BamE	bamE	1	2	48.7	113	10.499	13662000	2	417	22133
P0A940	30	Outer membrane protein assembly factor BamA	bamA	1	30	44.2	810	125.31	125790000	54	418	751
P0A948	2	Ribosomal-protein-alanine acetyltransferase	rimJ	1	2	14.9	194	7.2317	1904800	3	419	4355
P0A951	6	Spermidine N(1)-acetyltransferase	speG	1	6	34.9	186	11.209	6497400	7	420	660
P0A953	15	3-oxoacyl-[acyl-carrier-protein] synthase 1	fabB	1	15	66.0	406	194.09	405490000	59	421	2154
P0A955	8	KHG/KDPG aldolase;4-hydroxy-2-oxoglutarate aldolase;2-dehydro-3-deoxy-phosphogluconate aldolase	eda	1	8	71.4	213	66.411	132840000	16	422	339
P0A959	2	Glutamate-pyruvate aminotransferase AlaA	alaA	1	2	9.9	405	7.3006	1303000	2	423	10018
P0A962	5	L-asparaginase 1	ansA	1	5	29.6	338	43.377	16627000	4	424	881
P0A972	4	Cold shock-like protein CspE	cspE	1	4	68.1	69	14.852	65865000	10	425	5220
P0A988	7	DNA polymerase III subunit beta	dnaN	1	7	27.0	366	18.473	23795000	6	426	1371
P0A991	19	Fructose-bisphosphate aldolase class 1	fbaB	1	19	64.6	350	211.56	1086600000	92	427	1082
P0A993	10	Fructose-1,6-bisphosphatase class 1	fbp	1	10	44.9	332	37.211	13949000	11	428	1192
P0A996	6	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	glpC	1	6	18.9	396	17.487	3948600	6	429	3628
P0A9A6	18	Cell division protein FtsZ	ftsZ	1	18	65.3	383	132.8	114440000	27	430	646
P0A9B2	26	Glyceraldehyde-3-phosphate dehydrogenase A	gapA	1	26	81.6	331	275.6	7078600000	178	431	353
P0A9B6	17	D-erythrose-4-phosphate dehydrogenase	epd	1	17	73.7	339	87.714	97601000	22	432	308
P0A9C0	10	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	glpA	1	10	31.9	542	41.077	16129000	11	433	432
P0A9C3	14	Aldose 1-epimerase	galM	1	14	69.4	346	99.494	87344000	27	434	2973
P0A9C5	20	Glutamine synthetase	glnA	1	20	55.9	469	159.56	263450000	38	435	462
P0A9C9	10	Fructose-1,6-bisphosphatase 1 class 2	glpX	1	10	34.2	336	31.699	19854000	10	436	6481
P0A9D2	9	Glutathione S-transferase GstA	gstA	1	9	68.7	201	39.861	24466000	11	437	8683
P0A9D4	7	Serine acetyltransferase	cysE	1	7	38.8	273	33.653	19368000	9	438	7459
P0A9D8	14	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	dapD	1	14	59.1	274	118.14	287030000	37	439	702
P0A9E5	4	Fumarate and nitrate reduction regulatory protein	fnr	1	4	33.2	250	35.231	10228000	5	440	9215
P0A9F1	2	Transcriptional regulator MntR	mntR	1	2	12.9	155	4.9143	7742200	4	441	10896
P0A9F3	7	HTH-type transcriptional regulator CysB	cysB	1	7	28.4	324	16.458	5877200	6	442	1641
P0A9F6	3	Glycine cleavage system transcriptional activator	gcvA	1	3	11.1	305	6.9045	1268400	3	443	6274
P0A9G6	23	Isocitrate lyase	aceA	1	23	73.5	434	323.31	7077900000	259	444	568
P0A9G8	6	Transcriptional regulator ModE	modE	1	6	32.8	262	21.737	10479000	7	445	4325
P0A9H1	9	G/U mismatch-specific DNA glycosylase	mug	1	9	76.2	168	56.059	61725000	16	446	6516
P0A9H3	15	Lysine decarboxylase, inducible	cadA	1	15	36.2	715	75.254	32659000	19	447	832
P0A9H7	5	Cyclopropane-fatty-acyl-phospholipid synthase	cfa	1	5	14.1	382	11.047	4042900	6	448	3680
P0A9I3	4	Glycine cleavage system transcriptional repressor	gcvR	1	4	47.4	190	19.755	4940200	5	449	1732
P0A9J0	12	Ribonuclease G	rng	1	12	30.3	489	36.663	13607000	12	450	4066
P0A9J4	1	2-dehydropantoate 2-reductase	panE	1	1	3.0	303	1.5536	552880	1	451	12804
P0A9J6	13	Ribokinase	rbsK	1	13	71.5	309	135.55	74247000	22	452	6674
P0A9J8	7	P-protein;Chorismate mutase;Prephenate dehydratase	pheA	1	7	21.2	386	15.638	13679000	10	453	1580
P0A9K3	17	PhoH-like protein	ybeZ	1	17	58.1	346	144.74	143890000	34	454	6368
P0A9K7	2	Phosphate-specific transport system accessory protein PhoU	phoU	1	2	12.4	241	4.2179	562990	2	455	8590
P0A9K9	3	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	slyD	1	3	28.6	196	30.066	3638500	3	456	4751
P0A9L5	7	Peptidyl-prolyl cis-trans isomerase C	ppiC	1	7	77.4	93	11.485	28977000	9	457	9659
P0A9L8	6	Pyrroline-5-carboxylate reductase	proC	1	6	41.3	269	41.231	18174000	13	458	1545
P0A9M0	37	Lon protease	lon	1	37	52.8	784	179.53	259440000	72	459	803
P0A9M2	2	Hypoxanthine phosphoribosyltransferase	hpt	1	2	15.7	178	2.8515	2488100	2	460	19121
P0A9M5	6	Xanthine phosphoribosyltransferase	gpt	1	6	65.1	152	42.716	20625000	9	461	672
P0A9M8	32	Phosphate acetyltransferase	pta	1	32	65.1	714	323.31	480430000	86	462	826
P0A9N4	7	Pyruvate formate-lyase 1-activating enzyme	pflA	1	7	43.9	246	19.974	27888000	11	463	6020
P0A9P0	24	Dihydrolipoyl dehydrogenase	lpdA	1	24	57.6	474	200.23	784780000	104	464	1424
P0A9P4	15	Thioredoxin reductase	trxB	1	15	76.3	321	101.69	130590000	37	465	2343
P0A9P6	5	ATP-dependent RNA helicase DeaD	deaD	1	5	10.3	629	14.24	2659100	5	466	654
P0A9Q1	14	Aerobic respiration control protein ArcA	arcA	1	14	54.2	238	104.68	368150000	50	467	2207
P0A9Q5	12	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	accD	1	12	51.3	304	65.037	103290000	23	468	1856
P0A9Q7	56	Aldehyde-alcohol dehydrogenase;Alcohol dehydrogenase;Acetaldehyde dehydrogenase [acetylating];Pyruvate-formate-lyase deactivase	adhE	1	56	84.3	891	323.31	4219200000	324	469	27
P0A9Q9	10	Aspartate-semialdehyde dehydrogenase	asd	1	10	51.0	367	114.96	204290000	17	470	1747
P0A9R7	7	Cell division ATP-binding protein FtsE	ftsE	1	7	53.2	222	31.038	24201000	8	471	3360
P0A9S1	6	Lactaldehyde reductase	fucO	1	6	21.5	382	28.626	10365000	8	472	345
P0A9S3	2	Galactitol-1-phosphate 5-dehydrogenase	gatD	1	2	6.6	346	5.4429	1179200	2	473	12214
P0A9S5	2	Glycerol dehydrogenase	gldA	1	2	9.5	367	8.7835	1112400	2	474	9844
P0A9T0	13	D-3-phosphoglycerate dehydrogenase	serA	1	13	34.6	410	36.279	53020000	18	475	168
P0A9T4	9	Protein tas	tas	1	9	33.5	346	24.897	15780000	13	476	3075
P0A9T8	2	Uncharacterized ABC transporter ATP-binding protein YbbA	ybbA	1	2	11.0	228	2.6629	1373300	2	477	1902
P0A9U1	2	Uncharacterized ABC transporter ATP-binding protein YbhF	ybhF	1	2	4.5	578	1.5048	2531200	3	478	13793
P0A9U3	15	Uncharacterized ABC transporter ATP-binding protein YbiT	ybiT	1	15	34.2	530	47.863	18982000	17	479	1035
P0A9V1	11	Lipopolysaccharide export system ATP-binding protein LptB	lptB	1	11	61.0	241	39.903	36226000	18	480	2321
P0A9W0	2	HTH-type transcriptional regulator UlaR	ulaR	1	2	11.2	251	13.976	3406300	3	481	18496
P0A9W3	37	Energy-dependent translational throttle protein EttA	ettA	1	37	71.7	555	251.04	430600000	82	482	1800
P0A9W9	3	Protein YrdA	yrdA	1	3	23.9	184	6.663	2596100	3	483	4617
P0A9X1	2	Zinc import ATP-binding protein ZnuC	znuC	1	2	10.0	251	4.0685	39109000	2	484	13375
P0A9X4	17	Rod shape-determining protein MreB	mreB	1	17	54.5	347	90.404	190240000	36	485	1797
P0A9Y6	2	Cold shock-like protein CspC	cspC	1	2	39.1	69	12.061	6259500	3	486	10512
P0A9Z1	5	Nitrogen regulatory protein P-II 1	glnB	1	5	42.9	112	18.613	18694000	9	487	8929
P0AA04	5	Phosphocarrier protein HPr	ptsH	1	5	78.8	85	57.819	149980000	34	488	9616
P0AA10	9	50S ribosomal protein L13	rplM	1	9	59.9	142	51.303	377740000	37	489	808
P0AA16	9	Transcriptional regulatory protein OmpR	ompR	1	9	53.6	239	43.35	94873000	18	490	6800
P0AA25	4	Thioredoxin-1	trxA	1	4	47.7	109	15.171	17279000	6	491	9964
P0AA39	4	Ribosomal large subunit pseudouridine synthase C	rluC	1	4	11.9	319	8.9344	4385200	4	492	5394
P0AA41	2	tRNA pseudouridine synthase C	truC	1	2	8.1	260	1.6106	36272000	3	493	4955
P0AA43	9	Ribosomal small subunit pseudouridine synthase A	rsuA	1	9	65.4	231	47.284	53727000	16	494	4736
P0AA53	7	Protein QmcA	qmcA	1	7	34.8	305	16.444	9705500	8	495	416
P0AA57	1	Protein YobA	yobA	1	1	22.6	124	6.5838	2504600	1	496	21882
P0AA84	4	Cardiolipin synthase B	clsB	1	4	14.3	413	7.0288	2623200	4	497	786
P0AA91	5	Uncharacterized lipoprotein YeaY	yeaY	1	5	40.9	193	29.76	15872000	6	498	10615
P0AAA1	4	Inner membrane protein YagU	yagU	1	4	26.5	204	19.68	12264000	6	499	13895
P0AAB4	7	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	ubiD	1	7	23.5	497	84.549	25582000	9	500	4101
P0AAB6	10	UTP--glucose-1-phosphate uridylyltransferase	galF	1	10	60.9	297	83.254	55935000	18	501	3237
P0AAB8	3	Universal stress protein D	uspD	1	3	33.8	142	16.933	12353000	7	502	7051
P0AAC0	7	Universal stress protein E	uspE	1	7	37.7	316	31.559	67901000	12	503	2115
P0AAD2	1	Tryptophan-specific transport protein	mtr	1	1	4.3	414	6.4765	1294900	2	504	9721
P0AAD6	3	Serine transporter	sdaC	1	3	9.6	429	18.038	6218200	5	505	6003
P0AAE0	2	D-serine/D-alanine/glycine transporter	cycA	1	2	3.2	470	4.6778	2822400	2	506	29196
P0AAF6	7	Arginine transport ATP-binding protein ArtP	artP	1	7	48.3	242	30.195	30494000	12	507	6462
P0AAG0	5	Dipeptide transport ATP-binding protein DppD	dppD	1	5	20.2	327	23.896	8559300	6	508	1458
P0AAG3	7	Glutamate/aspartate transport ATP-binding protein GltL	gltL	1	7	28.2	241	19.795	19579000	10	509	3710
P0AAH0	7	Phosphate import ATP-binding protein PstB	pstB	1	7	37.4	257	39.866	17494000	8	510	674
P0AAH4	4	Peptide transport system ATP-binding protein SapD	sapD	1	4	15.2	330	10.211	3693500	5	511	1475
P0AAH8	3	Peptide transport system ATP-binding protein SapF	sapF	1	3	13.1	268	3.3949	2054500	3	512	6072
P0AAI3	29	ATP-dependent zinc metalloprotease FtsH	ftsH	1	29	52.5	644	173.97	241390000	56	513	269
P0AAI5	13	3-oxoacyl-[acyl-carrier-protein] synthase 2	fabF	1	13	53.5	413	90.799	126370000	21	514	1893
P0AAI9	5	Malonyl CoA-acyl carrier protein transacylase	fabD	1	5	33.7	309	22.153	7905200	6	515	431
P0AAJ1	5	Probable anaerobic dimethyl sulfoxide reductase chain YnfG	ynfG	1	5	21.0	205	12.203	3615500	5	516	1329
P0AAJ5	5	Formate dehydrogenase-O iron-sulfur subunit	fdoH	1	5	21.3	300	11.701	6908100	5	517	3473
P0AAJ8	9	Hydrogenase-2 operon protein HybA	hybA	1	9	36.6	328	35.328	13011000	9	518	3613
P0AAM1	1	Probable Ni/Fe-hydrogenase 1 B-type cytochrome subunit	hyaC	1	1	3.8	235	2.3301	856490	1	519	6542
P0AAN3	2	Hydrogenase isoenzymes nickel incorporation protein HypB	hypB	1	2	12.1	290	6.5277	1228100	1	520	2862
P0AAP3	4	Transcriptional repressor FrmR	frmR	1	4	53.8	91	10.246	4643000	5	521	1548
P0AAQ2	3	Uncharacterized protein YajD	yajD	1	3	30.4	115	8.4146	2780500	4	522	5937
P0AAR3	3	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	ybaK	1	3	37.7	159	14.794	6187900	4	523	11568
P0AAS3	1	Inner membrane protein YbbJ	ybbJ	1	1	7.2	152	2.2485	0	1	524	8780
P0AAS7	3	Uncharacterized protein YbcJ	ybcJ	1	3	45.7	70	6.138	3596300	3	525	11769
P0AAT2	3	Uncharacterized protein YbdF	ybdF	1	3	33.6	122	6.5015	5410100	3	526	4663
P0AAT4	7	Miniconductance mechanosensitive channel YbdG	ybdG	1	7	20.7	415	22.872	11719000	6	527	1348
P0AAT6	2	Ribosomal silencing factor RsfS	rsfS	1	2	13.3	105	3.4563	995820	2	528	2010
