Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P08390	P08390	1	1	1	USG-1 protein	usg	sp|P08390|USG_ECOLI USG-1 protein OS=Escherichia coli (strain K12) OX=83333 GN=usg PE=1 SV=1	1	1	1	1	10.7	10.7	10.7	36.364	337	337	0.0	26.204	2088400	1	162	1779	True	1985	2819	3721	3721		
P08394	P08394	1	1	1	RecBCD enzyme subunit RecB	recB	sp|P08394|RECB_ECOLI RecBCD enzyme subunit RecB OS=Escherichia coli (strain K12) OX=83333 GN=recB PE=1 SV=1	1	1	1	1	1.4	1.4	1.4	133.96	1180	1180	0.0	4.7426	553110	1	163	1821	True	2032	2879	3797	3797		
P08395	P08395	4	4	4	Protease 4	sppA	sp|P08395|SPPA_ECOLI Protease 4 OS=Escherichia coli (strain K12) OX=83333 GN=sppA PE=1 SV=2	1	4	4	4	7.6	7.6	7.6	67.219	618	618	0.0	7.257	1477000	4	164	768;4092;6059;14034	True;True;True;True	856;4490;6639;15448	1241;6147;9066;21186	1615;8171;12194;28613	1615;8171;12194;28613		
P08506	P08506	18	17	17	D-alanyl-D-alanine carboxypeptidase DacC	dacC	sp|P08506|DACC_ECOLI D-alanyl-D-alanine carboxypeptidase DacC OS=Escherichia coli (strain K12) OX=83333 GN=dacC PE=1 SV=2	1	18	17	17	63.8	62.0	62.0	43.608	400	400	0.0	80.263	118160000	31	165	887;1352;1353;1584;1856;3959;5417;5526;6632;7281;8107;8323;8543;8556;9010;11548;12566;13758	True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True	990;1513;1514;1774;2072;4347;5947;6061;7268;7269;7961;8833;9062;9292;9305;9306;9808;9809;12728;13831;15130	1425;1426;2166;2167;2168;2559;2944;5967;8081;8230;9951;9952;9953;10889;10890;12018;12334;12639;12657;12658;13341;13342;17408;18881;20717	1857;1858;2803;2804;2805;3394;3395;3899;7886;7887;7888;10749;10936;13458;13459;13460;14707;14708;14709;16208;16209;16660;16661;17075;17100;17101;17988;17989;17990;23390;23391;25374;27948	1858;2803;2804;3395;3899;7886;10749;10936;13460;14708;16208;16660;17075;17101;17989;23391;25374;27948	271;272;273	71;90;234
P08622	P08622	14	14	14	Chaperone protein DnaJ	dnaJ	sp|P08622|DNAJ_ECOLI Chaperone protein DnaJ OS=Escherichia coli (strain K12) OX=83333 GN=dnaJ PE=1 SV=3	1	14	14	14	44.7	44.7	44.7	41.1	376	376	0.0	89.677	108240000	31	166	2786;2787;3006;3955;4830;6685;7563;8369;10525;10748;11556;11557;14441;14954	True;True;True;True;True;True;True;True;True;True;True;True;True;True	3085;3086;3320;4343;5298;7324;8258;9108;11623;11860;12736;12737;15892;16447	4284;4285;4286;4595;5961;7221;10025;11303;11304;11305;12396;15974;16264;17416;17417;21773;22516	5661;5662;5663;5664;5665;6060;7873;7874;7875;7876;9632;13564;13565;15262;15263;15264;15265;15266;15267;16744;16745;21527;21528;21902;21903;23400;23401;23402;29416;30433;30434;30435	5662;5664;6060;7874;9632;13564;15263;16744;21528;21903;23401;23402;29416;30433	274	273
P08660	P08660	2	2	2	Lysine-sensitive aspartokinase 3	lysC	sp|P08660|AK3_ECOLI Lysine-sensitive aspartokinase 3 OS=Escherichia coli (strain K12) OX=83333 GN=lysC PE=1 SV=2	1	2	2	2	6.7	6.7	6.7	48.531	449	449	0.0	5.0587	1539600	3	167	4889;11386	True;True	5362;12545	7306;17157	9733;23051;23052	9733;23052		
P08839	P08839	33	33	33	Phosphoenolpyruvate-protein phosphotransferase	ptsI	sp|P08839|PT1_ECOLI Phosphoenolpyruvate-protein phosphotransferase OS=Escherichia coli (strain K12) OX=83333 GN=ptsI PE=1 SV=1	1	33	33	33	66.4	66.4	66.4	63.561	575	575	0.0	282.84	507270000	85	168	393;906;907;1281;1446;1538;1817;2196;2298;2803;2868;3089;3090;3342;3678;5230;5840;5841;6424;6425;6623;6773;6798;7252;8345;9450;9725;11804;12410;12411;12793;13759;14581	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	435;1011;1012;1436;1624;1726;2028;2429;2430;2543;3106;3174;3408;3409;3678;4056;5746;5747;6404;6405;6406;6407;7034;7035;7252;7418;7443;7931;9084;10347;10348;10748;13002;13664;13665;13666;14074;14075;15131;15132;16038;16039	641;1462;1463;1464;2066;2343;2344;2345;2489;2875;3424;3425;3426;3427;3561;4317;4407;4712;4713;4714;5063;5578;5579;7818;7819;7820;8713;8714;8715;8716;8717;8718;9600;9601;9927;10139;10173;10852;10853;12363;12364;14149;14150;14151;14152;14153;14154;14777;17768;17769;18657;18658;18659;18660;19220;19221;19222;20718;20719;20720;20721;20722;21958;21959;21960	829;1906;1907;1908;1909;2684;2685;3078;3079;3080;3081;3082;3287;3791;3792;3793;4525;4526;4527;4528;4529;4698;5700;5701;5818;5819;5820;6214;6215;6216;6691;7342;7343;10406;10407;10408;11662;11663;11664;11665;11666;11667;11668;11669;11670;12939;12940;13423;13710;13711;13712;13763;14660;14661;16703;16704;16705;19095;19096;19097;19098;19099;19100;19947;23874;23875;23876;25075;25076;25077;25078;25079;25080;25081;25082;25858;25859;25860;25861;27949;27950;27951;27952;27953;29664;29665;29666;29667;29668	829;1906;1909;2685;3079;3287;3792;4527;4698;5701;5819;6214;6216;6691;7342;10406;11665;11667;12939;12940;13423;13710;13763;14660;16703;19098;19947;23875;25079;25082;25861;27952;29666	275;276;277;278;279;280;281;282;283	1;98;302;334;389;392;477;501;562
P08997	P08997	26	26	26	Malate synthase A	aceB	sp|P08997|MASY_ECOLI Malate synthase A OS=Escherichia coli (strain K12) OX=83333 GN=aceB PE=1 SV=1	1	26	26	26	68.9	68.9	68.9	60.273	533	533	0.0	269.45	1831600000	140	169	1409;1854;2094;3489;4465;5011;5391;6757;7058;7326;8574;9633;10489;10792;11133;11336;11796;12437;12438;12928;12963;13287;13411;13471;13634;13643	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1578;2070;2323;3858;4897;4898;4899;5496;5919;7399;7726;8008;8009;9330;9331;10637;10638;11582;11583;11908;11909;12278;12493;12992;12993;13693;13694;13695;14229;14267;14619;14620;14755;14819;14820;14999;15008	2270;2942;3278;3279;5340;5341;5342;6675;6676;6677;6678;6679;6680;6681;6682;6683;7481;8045;10114;10115;10555;10952;10953;10954;10955;10956;12698;12699;12700;12701;12702;12703;12704;12705;12706;14604;14605;14606;14607;14608;14609;14610;15920;15921;15922;15923;15924;15925;16320;16321;16808;17083;17084;17754;17755;17756;17757;17758;18690;18691;18692;18693;18694;18695;19428;19429;19484;19993;19994;20161;20243;20244;20245;20246;20247;20248;20249;20250;20251;20509;20510;20524;20525;20526	2938;3895;3896;3897;4332;4333;4334;7054;7055;7056;7057;7058;8930;8931;8932;8933;8934;8935;8936;8937;8938;8939;8940;8941;8942;8943;9954;9955;9956;10703;10704;13681;13682;14264;14265;14266;14267;14268;14790;14791;14792;14793;14794;14795;14796;14797;17166;17167;17168;17169;17170;17171;17172;17173;17174;19692;19693;19694;19695;19696;19697;19698;19699;19700;21460;21461;21462;21463;21464;21465;21466;21467;21978;21979;21980;21981;21982;21983;22587;22588;22932;22933;22934;22935;22936;22937;22938;22939;23856;23857;23858;23859;23860;23861;25117;25118;25119;25120;25121;25122;25123;25124;25125;26130;26131;26217;26218;26219;26220;26221;26222;26223;26224;26948;26949;26950;27161;27274;27275;27276;27277;27278;27279;27280;27281;27282;27283;27284;27285;27286;27648;27649;27650;27651;27670;27671;27672;27673;27674;27675;27676;27677	2938;3896;4333;7055;8942;9955;10703;13681;14265;14791;17167;19693;21467;21983;22588;22933;23856;25117;25119;26130;26221;26950;27161;27284;27649;27673	284;285;286;287;288;289;290;291;292;293	102;115;303;327;330;376;445;482;487;511
P09030	P09030	7	7	7	Exodeoxyribonuclease III	xthA	sp|P09030|EX3_ECOLI Exodeoxyribonuclease III OS=Escherichia coli (strain K12) OX=83333 GN=xthA PE=1 SV=4	1	7	7	7	32.8	32.8	32.8	30.969	268	268	0.0	19.154	13990000	9	170	1274;4309;4403;4946;5902;6449;8168	True;True;True;True;True;True;True	1429;4726;4829;5424;6470;7061;8896	2057;6446;6593;7389;8817;8818;9633;12095	2669;8607;8822;9839;11823;11824;11825;12982;16306	2669;8607;8822;9839;11825;12982;16306		
P09053	P09053	6	6	6	Valine--pyruvate aminotransferase	avtA	sp|P09053|AVTA_ECOLI Valine--pyruvate aminotransferase OS=Escherichia coli (strain K12) OX=83333 GN=avtA PE=1 SV=3	1	6	6	6	17.3	17.3	17.3	46.711	417	417	0.0	15.675	4778800	7	171	1363;1676;5920;6511;8924;12425	True;True;True;True;True;True	1525;1874;6490;7130;9715;13680	2187;2682;8842;9742;13208;18675	2828;3554;11855;13135;13136;17813;25099	2828;3554;11855;13136;17813;25099		
P09099	P09099	2	2	2	Xylulose kinase	xylB	sp|P09099|XYLB_ECOLI Xylulose kinase OS=Escherichia coli (strain K12) OX=83333 GN=xylB PE=1 SV=1	1	2	2	2	4.5	4.5	4.5	52.618	484	484	0.0080552	1.5477	482680	2	172	866;7632	True;True	967;8331	1396;11396	1826;15391	1826;15391		
P09126	P09126	4	4	4	Uroporphyrinogen-III synthase	hemD	sp|P09126|HEM4_ECOLI Uroporphyrinogen-III synthase OS=Escherichia coli (strain K12) OX=83333 GN=hemD PE=3 SV=1	1	4	4	4	20.3	20.3	20.3	27.798	246	246	0.0	14.296	4442400	5	173	3276;11728;12980;13163	True;True;True;True	3611;12920;14286;14481	4978;17659;19507;19508;19792	6571;23725;26256;26257;26672	6571;23725;26256;26672		
P09127	P09127	3	3	3	Putative uroporphyrinogen-III C-methyltransferase	hemX	sp|P09127|HEMX_ECOLI Protein HemX OS=Escherichia coli (strain K12) OX=83333 GN=hemX PE=1 SV=1	1	3	3	3	9.2	9.2	9.2	42.962	393	393	0.0	5.9365	1595700	3	174	2771;8544;8653	True;True;True	3070;9293;9428	4266;12640;12850	5642;17076;17366	5642;17076;17366		
P09147	P09147	12	12	12	UDP-glucose 4-epimerase	galE	sp|P09147|GALE_ECOLI UDP-glucose 4-epimerase OS=Escherichia coli (strain K12) OX=83333 GN=galE PE=1 SV=1	1	12	12	12	57.7	57.7	57.7	37.265	338	338	0.0	67.773	27170000	16	175	186;1234;1496;2483;5890;6726;7617;8593;9757;11106;12183;12686	True;True;True;True;True;True;True;True;True;True;True;True	205;1384;1680;2753;6458;7368;8316;9362;9363;10784;12249;13417;13958	320;321;1988;2431;3838;8802;10077;11376;12760;12761;14828;16771;18325;19072	435;436;2582;2583;3212;5067;5068;11795;13634;15365;17241;17242;20009;22542;24611;25664	435;2582;3212;5068;11795;13634;15365;17241;20009;22542;24611;25664	294	155
P09148	P09148	20	20	20	Galactose-1-phosphate uridylyltransferase	galT	sp|P09148|GAL7_ECOLI Galactose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=galT PE=1 SV=2	1	20	20	20	66.4	66.4	66.4	39.645	348	348	0.0	139.79	265150000	49	176	1542;2321;4166;4446;4447;6848;10062;11002;11297;11470;11471;11965;12749;12900;12901;13109;13128;13637;14268;14960	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1730;2567;4574;4575;4876;4877;7501;11123;12136;12454;12639;12640;13182;13183;14025;14198;14199;14426;14445;15002;15700;16454	2502;3586;6264;6265;6648;6649;6650;10251;15327;16616;17034;17035;17036;17284;17285;18024;18025;18026;19156;19157;19377;19378;19379;19725;19748;20513;20514;20515;21509;21510;22524;22525;22526	3311;4729;4730;8343;8344;8897;8898;8899;8900;8901;8902;13856;13857;20712;22341;22869;22870;22871;23208;23209;23210;24215;24216;24217;24218;25780;25781;25782;26057;26058;26059;26581;26582;26610;26611;26612;26613;26614;27654;27655;27656;27657;29030;29031;30446;30447;30448;30449;30450;30451	3311;4729;8343;8898;8901;13857;20712;22341;22871;23209;23210;24215;25780;26057;26058;26581;26612;27655;29030;30449	295;296;297;298	83;97;197;313
P09152	P09152	40	40	34	Respiratory nitrate reductase 1 alpha chain	narG	sp|P09152|NARG_ECOLI Respiratory nitrate reductase 1 alpha chain OS=Escherichia coli (strain K12) OX=83333 GN=narG PE=1 SV=4	1	40	40	34	46.4	46.4	41.5	140.49	1247	1247	0.0	236.62	241220000	66	177	19;561;883;933;1578;1641;1963;2260;2618;2909;3622;4251;4276;4355;4733;4884;4959;5144;5345;6470;6967;7164;7694;8831;9426;9842;9899;10685;10880;11494;12076;12095;12843;12943;13028;13035;13415;14713;14905;15101	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	20;621;986;1043;1768;1835;2187;2500;2902;3219;3997;4664;4691;4776;5194;5357;5439;5643;5868;5869;7084;7631;7839;8396;9617;10312;10313;10875;10935;11795;12003;12669;13306;13326;14132;14247;14339;14340;14347;14759;16183;16184;16386;16612	28;29;906;907;1421;1509;1510;2553;2630;2631;3095;3514;4042;4464;5512;6375;6406;6512;6513;7079;7301;7411;7674;7978;7979;9673;10432;10433;10716;11482;13078;13079;14084;14085;14086;14950;15039;16190;16441;17332;18178;18179;18209;19291;19456;19616;19617;19626;20166;20167;22180;22181;22427;22428;22737	36;37;38;1201;1202;1853;1968;1969;1970;3387;3487;3488;4085;4086;4636;4637;5335;5890;5891;7269;8503;8556;8704;8705;8706;9448;9728;9867;10228;10621;10622;13036;14109;14110;14111;14464;15502;17649;17650;19003;19004;19005;20169;20283;20284;21816;22131;23293;24403;24404;24455;25953;25954;26170;26171;26172;26422;26423;26433;27168;27169;27170;30004;30005;30320;30321;30718	36;1201;1853;1970;3387;3488;4085;4637;5335;5890;7269;8503;8556;8705;9448;9728;9867;10228;10622;13036;14109;14464;15502;17650;19003;20169;20283;21816;22131;23293;24404;24455;25953;26172;26423;26433;27169;30005;30321;30718	299;300;301;302;303;304;305	384;633;653;678;907;945;955
P09155	P09155	2	2	2	Ribonuclease D	rnd	sp|P09155|RND_ECOLI Ribonuclease D OS=Escherichia coli (strain K12) OX=83333 GN=rnd PE=1 SV=1	1	2	2	2	6.1	6.1	6.1	42.734	375	375	0.00064226	3.4796	1705800	2	178	10689;11825	True;True	11799;13023	16195;17795	21823;23904	21823;23904		
P09158	P09158	6	6	6	Polyamine aminopropyltransferase	speE	sp|P09158|SPEE_ECOLI Polyamine aminopropyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=speE PE=1 SV=2	1	6	6	6	33.0	33.0	33.0	32.321	288	288	0.0	39.705	44343000	12	179	1696;1697;5831;11042;12367;15190	True;True;True;True;True;True	1895;1896;6394;12180;13617;16704	2705;2706;2707;8694;8695;16669;18602;22840	3578;3579;3580;3581;11632;11633;11634;22410;22411;25000;25001;25002;30866	3578;3581;11633;22411;25002;30866		
P09169	P09169	20	20	20	Protease 7	ompT	sp|P09169|OMPT_ECOLI Protease 7 OS=Escherichia coli (strain K12) OX=83333 GN=ompT PE=1 SV=1	1	20	20	20	70.0	70.0	70.0	35.562	317	317	0.0	47.406	57479000	28	180	1887;3563;4104;4187;4475;4895;5265;5597;5869;7205;7448;8100;9545;9817;13735;14496;14514;14691;15057;15058	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2105;3937;4503;4597;4910;5368;5783;6140;6436;7884;8137;8825;8826;10501;10849;15107;15949;15967;16159;16560;16561	2992;5439;6166;6291;6696;7312;7874;8334;8766;10779;10780;11138;12009;12010;12011;14388;14913;20686;21847;21870;22140;22665;22666;22667	3963;7178;8194;8377;8962;9740;10498;11075;11745;11746;14550;14551;15018;16199;16200;16201;19395;19396;20123;20124;27904;29517;29518;29548;29938;29939;29940;30625;30626;30627	3963;7178;8194;8377;8962;9740;10498;11075;11746;14551;15018;16200;19395;20124;27904;29517;29548;29939;30625;30627	306	151
P09323	P09323	9	9	9	PTS system N-acetylglucosamine-specific EIICBA component;N-acetylglucosamine permease IIC component;N-acetylglucosamine-specific phosphotransferase enzyme IIB component;N-acetylglucosamine-specific phosphotransferase enzyme IIA component	nagE	sp|P09323|PTW3C_ECOLI PTS system N-acetylglucosamine-specific EIICBA component OS=Escherichia coli (strain K12) OX=83333 GN=nagE PE=1 SV=1	1	9	9	9	24.1	24.1	24.1	68.346	648	648	0.0	77.11	46207000	12	181	678;1493;5313;7012;8696;9145;10348;10943;11886	True;True;True;True;True;True;True;True;True	755;1677;5834;7680;9474;9958;11431;12072;13091;13092	1094;2426;2427;7940;10499;12903;13549;15730;16527;17889;17890;17891	1433;3206;3207;10580;14186;17425;18285;21221;22236;24036;24037;24038	1433;3207;10580;14186;17425;18285;21221;22236;24037	307	613
P09372	P09372	2	2	2	Protein GrpE	grpE	sp|P09372|GRPE_ECOLI Protein GrpE OS=Escherichia coli (strain K12) OX=83333 GN=grpE PE=1 SV=1	1	2	2	2	23.9	23.9	23.9	21.798	197	197	0.0	5.7419	5244900	3	182	12846;13242	True;True	14136;14568	19295;19296;19915	25958;25959;26838	25959;26838		
P09373	P09373	50	50	46	Formate acetyltransferase 1	pflB	sp|P09373|PFLB_ECOLI Formate acetyltransferase 1 OS=Escherichia coli (strain K12) OX=83333 GN=pflB PE=1 SV=2	1	50	50	46	78.4	78.4	75.9	85.356	760	760	0.0	323.31	2166100000	192	183	462;889;1799;1800;1914;2039;2040;2041;2198;3237;3238;3404;3405;4140;4528;4637;4645;6856;6941;6942;7241;7385;7402;7405;7630;7664;8709;8741;9363;10253;10798;11039;11531;11675;12010;12582;12592;12791;12798;12814;12851;12976;13232;13318;13748;14198;14795;14995;15084;15085	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	508;509;992;2010;2011;2135;2265;2266;2267;2432;3570;3571;3755;3756;3757;3758;3759;3760;4541;4542;4973;5089;5098;7509;7510;7604;7605;7920;8073;8091;8094;8329;8365;9487;9522;10210;10211;11331;11915;11916;12177;12708;12709;12865;13233;13234;13847;13857;14070;14071;14081;14082;14100;14101;14141;14142;14282;14554;14555;14651;15120;15624;15625;16270;16493;16593;16594;16595	732;733;734;735;736;737;1428;2852;2853;2854;3032;3189;3190;3191;3192;3193;3429;3430;3431;4931;4932;5182;5183;5184;5185;5186;5187;5188;5189;5190;5191;5192;5193;5194;5195;5196;6217;6218;6219;6220;6799;6946;6959;10259;10260;10261;10262;10263;10264;10395;10396;10397;10398;10399;10837;11049;11050;11074;11078;11391;11392;11393;11437;11438;11439;12916;12959;13905;13906;15595;15596;16328;16329;16330;16665;16666;17381;17382;17383;17384;17583;18090;18091;18904;18905;18906;18907;18922;18923;18924;19213;19214;19215;19216;19217;19230;19231;19255;19256;19257;19303;19304;19305;19306;19307;19501;19502;19896;19897;19898;19899;20032;20705;20706;21409;21410;21411;22280;22583;22713;22714;22715;22716;22717;22718	953;954;955;956;957;958;959;960;961;1860;1861;1862;3764;3765;3766;4015;4208;4209;4210;4211;4212;4213;4214;4215;4531;4532;4533;6513;6514;6515;6836;6837;6838;6839;6840;6841;6842;6843;6844;6845;6846;6847;6848;6849;6850;6851;6852;6853;6854;6855;6856;6857;8280;8281;8282;8283;9111;9112;9283;9284;9298;13867;13868;13869;13870;13871;13872;13873;13874;13875;13876;13877;13878;14054;14055;14056;14057;14058;14059;14060;14061;14062;14063;14064;14640;14641;14915;14916;14943;14947;15385;15386;15387;15443;15444;15445;15446;17440;17441;17442;17498;18771;18772;21045;21046;21990;21991;21992;21993;21994;21995;21996;22406;22407;23358;23359;23360;23361;23362;23363;23364;23612;24297;24298;24299;24300;24301;25412;25413;25414;25415;25416;25417;25418;25419;25420;25444;25445;25446;25447;25448;25850;25851;25852;25853;25854;25855;25869;25870;25871;25872;25873;25904;25905;25906;25907;25908;25909;25910;25966;25967;25968;25969;25970;26246;26247;26248;26815;26816;26817;26818;26819;26820;26989;26990;26991;26992;27932;27933;27934;27935;27936;27937;28883;28884;28885;30130;30131;30524;30525;30526;30684;30685;30686;30687;30688;30689;30690;30691;30692	956;1860;3764;3766;4015;4209;4212;4215;4531;6513;6515;6839;6850;8281;9112;9284;9298;13869;14055;14056;14640;14915;14943;14947;15386;15443;17440;17498;18772;21045;21991;22406;23362;23612;24297;25416;25447;25852;25870;25907;25970;26247;26815;26989;27934;28883;30130;30525;30690;30692	308;309;310;311;312;313;314;315;316;317;318;319;320;321;322;323;324;325;326	133;194;275;305;311;342;364;372;406;430;443;477;484;512;523;637;711;715;720
P09391	P09391	1	1	1	Rhomboid protease GlpG	glpG	sp|P09391|GLPG_ECOLI Rhomboid protease GlpG OS=Escherichia coli (strain K12) OX=83333 GN=glpG PE=1 SV=5	1	1	1	1	3.3	3.3	3.3	31.306	276	276	0.0080831	1.578	726810	1	184	4116	True	4516	6183	8216	8216		
P09424	P09424	20	20	20	Mannitol-1-phosphate 5-dehydrogenase	mtlD	sp|P09424|MTLD_ECOLI Mannitol-1-phosphate 5-dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=mtlD PE=1 SV=3	1	20	20	20	61.5	61.5	61.5	41.139	382	382	0.0	149.94	160230000	51	185	880;1597;3508;3935;3936;4492;4498;4944;5299;6974;7279;7999;8279;9981;10336;11202;11501;11502;14760;14761	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	982;1788;3878;4323;4324;4930;4931;4932;4939;4940;5421;5422;5819;7640;7959;8715;9015;11021;11022;11418;12350;12676;12677;16233;16234	1417;2573;2574;5366;5367;5933;5934;5935;6718;6719;6720;6721;6729;6730;7381;7382;7383;7384;7385;7386;7925;10445;10886;10887;11867;12262;12263;12264;15163;15164;15165;15166;15167;15715;16903;17339;17340;17341;17342;22238;22239	1849;3411;3412;7094;7095;7822;7823;7824;7825;7826;7827;8991;8992;8993;8994;8995;9004;9005;9828;9829;9830;9831;9832;9833;9834;9835;10561;14123;14704;14705;15993;15994;16543;16544;16545;16546;20479;20480;20481;20482;20483;21199;22710;23300;23301;23302;23303;23304;23305;23306;30076;30077	1849;3412;7094;7823;7824;8994;9005;9831;10561;14123;14704;15993;16545;20483;21199;22710;23304;23306;30076;30077	327;328;329;330;331	135;199;206;252;332
P09546	P09546	45	45	45	Bifunctional protein PutA;Proline dehydrogenase;Delta-1-pyrroline-5-carboxylate dehydrogenase	putA	sp|P09546|PUTA_ECOLI Bifunctional protein PutA OS=Escherichia coli (strain K12) OX=83333 GN=putA PE=1 SV=3	1	45	45	45	48.1	48.1	48.1	143.81	1320	1320	0.0	244.34	256220000	68	186	103;168;354;513;956;1229;1710;2182;2197;2374;2770;3685;3687;3745;3752;4551;4728;4738;5051;5548;6000;6114;6810;7032;7453;7639;7654;7697;8389;8434;8502;8576;8757;9097;9227;10029;10159;11238;11277;11975;12499;13772;13948;14511;15083	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	115;187;393;565;1066;1379;1910;2415;2431;2639;3069;4063;4065;4127;4135;4997;5188;5199;5539;6086;6576;6695;7457;7700;8143;8339;8354;8399;9128;9174;9251;9333;9334;9540;9906;10047;11086;11087;11230;12389;12433;13194;13760;15146;15341;15964;16591;16592	182;298;577;822;1536;1981;1982;2727;3409;3428;3689;4265;5587;5588;5590;5591;5678;5687;6827;6828;7072;7085;7539;8264;8978;8979;9135;10188;10522;11148;11404;11405;11422;11423;11485;12419;12475;12576;12708;12709;12710;12981;13479;13671;13672;15282;15283;15284;15465;16956;17009;18041;18042;18786;20743;21024;21867;22710;22711;22712	235;408;742;1091;2001;2573;2574;3607;4508;4530;4858;5641;7353;7354;7356;7357;7358;7468;7469;7478;9143;9144;9439;9455;9456;10037;10983;12070;12071;12282;12283;13779;14213;14214;15034;15400;15401;15402;15420;15421;15505;16777;16778;16862;16984;17176;17177;17178;17528;18175;18458;18459;20655;20656;20657;20870;20871;22775;22836;24234;24235;25261;27980;27981;28396;29545;30681;30682;30683	235;408;742;1091;2001;2573;3607;4508;4530;4858;5641;7354;7357;7468;7478;9144;9439;9456;10037;10983;12070;12283;13779;14213;15034;15401;15420;15505;16777;16862;16984;17177;17528;18175;18458;20656;20871;22775;22836;24235;25261;27981;28396;29545;30683	332;333;334;335;336;337;338	255;286;301;346;447;852;1078
P09549	P09549	3	3	3	Cell division protein DedD	dedD	sp|P09549|DEDD_ECOLI Cell division protein DedD OS=Escherichia coli (strain K12) OX=83333 GN=dedD PE=3 SV=2	1	3	3	3	26.4	26.4	26.4	22.938	220	220	0.0	11.143	2972100	3	187	466;13379;14512	True;True;True	513;14721;15965	741;20117;21868	966;27102;29546	966;27102;29546		
P09551	P09551	17	17	17	Lysine/arginine/ornithine-binding periplasmic protein	argT	sp|P09551|ARGT_ECOLI Lysine/arginine/ornithine-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=argT PE=1 SV=3	1	17	17	17	65.4	65.4	65.4	27.991	260	260	0.0	80.457	71472000	23	188	1729;1866;1951;4585;5406;5495;5952;6099;6100;6360;7120;7233;7234;7468;7709;10857;14722	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1930;2084;2173;5032;5033;5936;6028;6524;6680;6681;6964;7793;7912;7913;8160;8412;11979;16193	2747;2960;3079;6871;6872;8067;8186;8187;8887;9116;9117;9500;10648;10649;10828;10829;11181;11502;11503;16410;22190	3629;3920;4067;9194;9195;10733;10879;10880;11921;11922;11923;12261;12262;12802;14378;14379;14631;14632;15081;15522;15523;22093;30016	3629;3920;4067;9194;10733;10879;11921;12261;12262;12802;14378;14631;14632;15081;15522;22093;30016	339	59
P09831	P09831	34	34	34	Glutamate synthase [NADPH] large chain	gltB	sp|P09831|GLTB_ECOLI Glutamate synthase [NADPH] large chain OS=Escherichia coli (strain K12) OX=83333 GN=gltB PE=1 SV=3	1	34	34	34	31.4	31.4	31.4	163.3	1486	1486	0.0	121.27	44487000	37	189	1657;2278;3234;3235;3411;3644;3797;4044;4434;5126;5201;6236;6320;6491;6932;7844;8438;9132;9139;9198;9207;9219;10859;11662;11671;11960;12166;12758;13254;14015;14303;14571;14861;15144	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1853;2522;3567;3568;3770;4020;4182;4439;4864;5621;5705;6828;6919;7109;7594;8557;9178;9943;9950;10016;10026;10039;11981;12851;12860;13177;13399;14034;14582;15426;15741;16028;16339;16656	2652;3539;4928;4929;5219;5539;5749;6082;6083;6634;7647;7648;7751;9303;9440;9709;10381;11684;12480;13533;13540;13631;13643;13658;16412;17565;17577;18018;18301;19167;19932;21152;21567;21947;22371;22788	3512;4669;6510;6511;6897;7299;7567;8082;8083;8881;10193;10194;10318;12504;12725;13090;13091;14032;14033;15747;16867;18267;18276;18403;18417;18439;22095;23592;23606;24208;24583;25794;26861;28571;29108;29651;30247;30791	3512;4669;6510;6511;6897;7299;7567;8082;8881;10194;10318;12504;12725;13090;14033;15747;16867;18267;18276;18403;18417;18439;22095;23592;23606;24208;24583;25794;26861;28571;29108;29651;30247;30791		
